geneid	chr	s1	s2
Contig53440_368_368	Contig53440	368	368
Contig53445_7548_7548	Contig53445	7548	7548
Contig53445_7832_7832	Contig53445	7832	7832
Contig53445_7845_7845	Contig53445	7845	7845
Contig53445_7889_7889	Contig53445	7889	7889
Contig53445_7962_7962	Contig53445	7962	7962
Contig53_46365_46365	Contig53	46365	46365
Contig53478_1753_1753	Contig53478	1753	1753
Contig53478_1756_1756	Contig53478	1756	1756
Contig53508_2989_2989	Contig53508	2989	2989
Contig53508_2998_2998	Contig53508	2998	2998
Contig53508_3037_3037	Contig53508	3037	3037
Contig53512_9259_9259	Contig53512	9259	9259
Contig53513_577_577	Contig53513	577	577
Contig53513_583_583	Contig53513	583	583
Contig53513_594_594	Contig53513	594	594
Contig53513_612_612	Contig53513	612	612
Contig53517_14785_14785	Contig53517	14785	14785
Contig53517_7162_7162	Contig53517	7162	7162
Contig53517_7169_7169	Contig53517	7169	7169
Contig53517_7333_7333	Contig53517	7333	7333
Contig53517_7362_7362	Contig53517	7362	7362
Contig53549_4311_4311	Contig53549	4311	4311
Contig5355_350_350	Contig5355	350	350
Contig53611_17364_17364	Contig53611	17364	17364
Contig53621_1097_1097	Contig53621	1097	1097
Contig53621_1107_1107	Contig53621	1107	1107
Contig53621_1113_1113	Contig53621	1113	1113
Contig53621_7109_7109	Contig53621	7109	7109
Contig53621_7259_7259	Contig53621	7259	7259
Contig53621_7513_7513	Contig53621	7513	7513
Contig53621_796_796	Contig53621	796	796
Contig53621_801_801	Contig53621	801	801
Contig53621_808_808	Contig53621	808	808
Contig53621_832_832	Contig53621	832	832
Contig5363_5712_5712	Contig5363	5712	5712
Contig5363_6271_6271	Contig5363	6271	6271
Contig5363_6310_6310	Contig5363	6310	6310
Contig5363_9300_9300	Contig5363	9300	9300
Contig5363_9312_9312	Contig5363	9312	9312
Contig5363_9316_9316	Contig5363	9316	9316
Contig5363_9353_9353	Contig5363	9353	9353
Contig5363_9400_9400	Contig5363	9400	9400
Contig53648_17070_17070	Contig53648	17070	17070
Contig53648_17158_17158	Contig53648	17158	17158
Contig53648_17173_17173	Contig53648	17173	17173
Contig53648_17176_17176	Contig53648	17176	17176
Contig53648_17208_17208	Contig53648	17208	17208
Contig53648_17223_17223	Contig53648	17223	17223
Contig53648_17225_17225	Contig53648	17225	17225
Contig53675_18645_18645	Contig53675	18645	18645
Contig53675_19276_19276	Contig53675	19276	19276
Contig53675_19371_19371	Contig53675	19371	19371
Contig53675_19374_19374	Contig53675	19374	19374
Contig53675_19415_19415	Contig53675	19415	19415
Contig53677_9378_9378	Contig53677	9378	9378
Contig53677_9384_9384	Contig53677	9384	9384
Contig53677_9403_9403	Contig53677	9403	9403
Contig53678_2796_2796	Contig53678	2796	2796
Contig53682_24049_24049	Contig53682	24049	24049
Contig53682_24058_24058	Contig53682	24058	24058
Contig53682_26879_26879	Contig53682	26879	26879
Contig53682_27253_27253	Contig53682	27253	27253
Contig53682_27258_27258	Contig53682	27258	27258
Contig5_37023_37023	Contig5	37023	37023
Contig5_37036_37036	Contig5	37036	37036
Contig53713_1456_1456	Contig53713	1456	1456
Contig53713_1720_1720	Contig53713	1720	1720
Contig53713_1724_1724	Contig53713	1724	1724
Contig537_13175_13175	Contig537	13175	13175
Contig537_13190_13190	Contig537	13190	13190
Contig537_13195_13195	Contig537	13195	13195
Contig53713_1998_1998	Contig53713	1998	1998
Contig53713_2071_2071	Contig53713	2071	2071
Contig53713_2086_2086	Contig53713	2086	2086
Contig53713_2157_2157	Contig53713	2157	2157
Contig53713_2166_2166	Contig53713	2166	2166
Contig53713_2173_2173	Contig53713	2173	2173
Contig53713_2175_2175	Contig53713	2175	2175
Contig53713_2299_2299	Contig53713	2299	2299
Contig53713_2302_2302	Contig53713	2302	2302
Contig53713_2313_2313	Contig53713	2313	2313
Contig53713_2326_2326	Contig53713	2326	2326
Contig53713_2362_2362	Contig53713	2362	2362
Contig53713_2433_2433	Contig53713	2433	2433
Contig53713_648_648	Contig53713	648	648
Contig53713_727_727	Contig53713	727	727
Contig53713_729_729	Contig53713	729	729
Contig53724_2807_2807	Contig53724	2807	2807
Contig53728_2170_2170	Contig53728	2170	2170
Contig53730_4784_4784	Contig53730	4784	4784
Contig5373_436_436	Contig5373	436	436
Contig5373_448_448	Contig5373	448	448
Contig53742_19230_19230	Contig53742	19230	19230
Contig53742_19240_19240	Contig53742	19240	19240
Contig53742_19256_19256	Contig53742	19256	19256
Contig53742_19283_19283	Contig53742	19283	19283
Contig53742_19294_19294	Contig53742	19294	19294
Contig53742_19309_19309	Contig53742	19309	19309
Contig53743_6147_6147	Contig53743	6147	6147
Contig53743_6155_6155	Contig53743	6155	6155
Contig53756_13070_13070	Contig53756	13070	13070
Contig53756_13080_13080	Contig53756	13080	13080
Contig53756_13085_13085	Contig53756	13085	13085
Contig5376_1872_1872	Contig5376	1872	1872
Contig53762_4847_4847	Contig53762	4847	4847
Contig53762_4849_4849	Contig53762	4849	4849
Contig53762_4854_4854	Contig53762	4854	4854
Contig53792_16208_16208	Contig53792	16208	16208
Contig53792_16230_16230	Contig53792	16230	16230
Contig53813_10009_10009	Contig53813	10009	10009
Contig53823_10820_10820	Contig53823	10820	10820
Contig53823_10833_10833	Contig53823	10833	10833
Contig53823_10841_10841	Contig53823	10841	10841
Contig53823_10887_10887	Contig53823	10887	10887
Contig53823_10904_10904	Contig53823	10904	10904
Contig53823_14557_14557	Contig53823	14557	14557
Contig538_26030_26030	Contig538	26030	26030
Contig538_26042_26042	Contig538	26042	26042
Contig538_26074_26074	Contig538	26074	26074
Contig538_26086_26086	Contig538	26086	26086
Contig5383_3771_3771	Contig5383	3771	3771
Contig5383_3809_3809	Contig5383	3809	3809
Contig5383_3818_3818	Contig5383	3818	3818
Contig5383_3823_3823	Contig5383	3823	3823
Contig538_34996_34996	Contig538	34996	34996
Contig538_35102_35102	Contig538	35102	35102
Contig53845_10684_10684	Contig53845	10684	10684
Contig53845_8095_8095	Contig53845	8095	8095
Contig53845_8110_8110	Contig53845	8110	8110
Contig53849_25_25	Contig53849	25	25
Contig53865_3827_3827	Contig53865	3827	3827
Contig53865_3877_3877	Contig53865	3877	3877
Contig53865_3879_3879	Contig53865	3879	3879
Contig53865_4000_4000	Contig53865	4000	4000
Contig53865_4068_4068	Contig53865	4068	4068
Contig53865_4076_4076	Contig53865	4076	4076
Contig53865_4250_4250	Contig53865	4250	4250
Contig53865_4279_4279	Contig53865	4279	4279
Contig53868_19940_19940	Contig53868	19940	19940
Contig53868_19996_19996	Contig53868	19996	19996
Contig53868_20006_20006	Contig53868	20006	20006
Contig53881_9991_9991	Contig53881	9991	9991
Contig53881_9997_9997	Contig53881	9997	9997
Contig53887_7135_7135	Contig53887	7135	7135
Contig53887_7138_7138	Contig53887	7138	7138
Contig53887_7142_7142	Contig53887	7142	7142
Contig53887_7149_7149	Contig53887	7149	7149
Contig53887_7154_7154	Contig53887	7154	7154
Contig53887_7184_7184	Contig53887	7184	7184
Contig53887_7198_7198	Contig53887	7198	7198
Contig53910_10576_10576	Contig53910	10576	10576
Contig53943_9642_9642	Contig53943	9642	9642
Contig53943_9686_9686	Contig53943	9686	9686
Contig53943_9692_9692	Contig53943	9692	9692
Contig53967_273_273	Contig53967	273	273
Contig53968_3925_3925	Contig53968	3925	3925
Contig53968_5309_5309	Contig53968	5309	5309
Contig53968_5321_5321	Contig53968	5321	5321
Contig53968_5333_5333	Contig53968	5333	5333
Contig53968_5442_5442	Contig53968	5442	5442
Contig53972_13322_13322	Contig53972	13322	13322
Contig53972_13331_13331	Contig53972	13331	13331
Contig53972_13383_13383	Contig53972	13383	13383
Contig53972_13512_13512	Contig53972	13512	13512
Contig53972_15204_15204	Contig53972	15204	15204
Contig53993_796_796	Contig53993	796	796
Contig53993_8783_8783	Contig53993	8783	8783
Contig53993_8831_8831	Contig53993	8831	8831
Contig53993_8837_8837	Contig53993	8837	8837
Contig53993_8855_8855	Contig53993	8855	8855
Contig53993_8876_8876	Contig53993	8876	8876
Contig53993_8878_8878	Contig53993	8878	8878
Contig53993_8885_8885	Contig53993	8885	8885
Contig53993_8898_8898	Contig53993	8898	8898
Contig53993_8918_8918	Contig53993	8918	8918
Contig53993_8920_8920	Contig53993	8920	8920
Contig53993_9379_9379	Contig53993	9379	9379
Contig54007_20275_20275	Contig54007	20275	20275
Contig54007_20300_20300	Contig54007	20300	20300
Contig54011_717_717	Contig54011	717	717
Contig54011_752_752	Contig54011	752	752
Contig54028_5345_5345	Contig54028	5345	5345
Contig54028_5349_5349	Contig54028	5349	5349
Contig54028_5396_5396	Contig54028	5396	5396
Contig54028_5419_5419	Contig54028	5419	5419
Contig54063_1314_1314	Contig54063	1314	1314
Contig54063_4152_4152	Contig54063	4152	4152
Contig54063_4359_4359	Contig54063	4359	4359
Contig54063_4462_4462	Contig54063	4462	4462
Contig54063_4480_4480	Contig54063	4480	4480
Contig54063_4503_4503	Contig54063	4503	4503
Contig54063_4507_4507	Contig54063	4507	4507
Contig54063_4509_4509	Contig54063	4509	4509
Contig54063_4519_4519	Contig54063	4519	4519
Contig54063_4536_4536	Contig54063	4536	4536
Contig54063_4542_4542	Contig54063	4542	4542
Contig54063_4554_4554	Contig54063	4554	4554
Contig54063_4558_4558	Contig54063	4558	4558
Contig54063_4938_4938	Contig54063	4938	4938
Contig54063_4955_4955	Contig54063	4955	4955
Contig54063_5176_5176	Contig54063	5176	5176
Contig54063_5249_5249	Contig54063	5249	5249
Contig54063_5262_5262	Contig54063	5262	5262
Contig54063_5326_5326	Contig54063	5326	5326
Contig54087_419_419	Contig54087	419	419
Contig54087_4484_4484	Contig54087	4484	4484
Contig54087_4802_4802	Contig54087	4802	4802
Contig54087_4819_4819	Contig54087	4819	4819
Contig54087_4846_4846	Contig54087	4846	4846
Contig54087_5082_5082	Contig54087	5082	5082
Contig54087_5085_5085	Contig54087	5085	5085
Contig54094_4007_4007	Contig54094	4007	4007
Contig54094_4026_4026	Contig54094	4026	4026
Contig54094_4097_4097	Contig54094	4097	4097
Contig54094_4105_4105	Contig54094	4105	4105
Contig54094_4573_4573	Contig54094	4573	4573
Contig54097_635_635	Contig54097	635	635
Contig54101_22721_22721	Contig54101	22721	22721
Contig54101_22738_22738	Contig54101	22738	22738
Contig54101_22746_22746	Contig54101	22746	22746
Contig54103_19227_19227	Contig54103	19227	19227
Contig54103_2806_2806	Contig54103	2806	2806
Contig54112_4331_4331	Contig54112	4331	4331
Contig541_15302_15302	Contig541	15302	15302
Contig54118_4202_4202	Contig54118	4202	4202
Contig54118_4235_4235	Contig54118	4235	4235
Contig54118_4310_4310	Contig54118	4310	4310
Contig54118_4314_4314	Contig54118	4314	4314
Contig54118_4349_4349	Contig54118	4349	4349
Contig54118_4375_4375	Contig54118	4375	4375
Contig54118_4385_4385	Contig54118	4385	4385
Contig54118_4394_4394	Contig54118	4394	4394
Contig54118_4402_4402	Contig54118	4402	4402
Contig54118_4412_4412	Contig54118	4412	4412
Contig54118_4438_4438	Contig54118	4438	4438
Contig54118_5507_5507	Contig54118	5507	5507
Contig54118_5513_5513	Contig54118	5513	5513
Contig54118_5770_5770	Contig54118	5770	5770
Contig54118_5810_5810	Contig54118	5810	5810
Contig54118_5839_5839	Contig54118	5839	5839
Contig54118_5882_5882	Contig54118	5882	5882
Contig54118_6041_6041	Contig54118	6041	6041
Contig54118_6221_6221	Contig54118	6221	6221
Contig54118_6226_6226	Contig54118	6226	6226
Contig54118_6233_6233	Contig54118	6233	6233
Contig54118_6260_6260	Contig54118	6260	6260
Contig54118_6545_6545	Contig54118	6545	6545
Contig54118_6550_6550	Contig54118	6550	6550
Contig54118_6704_6704	Contig54118	6704	6704
Contig54118_6734_6734	Contig54118	6734	6734
Contig54135_21538_21538	Contig54135	21538	21538
Contig54138_1972_1972	Contig54138	1972	1972
Contig54138_696_696	Contig54138	696	696
Contig54163_1465_1465	Contig54163	1465	1465
Contig54167_17554_17554	Contig54167	17554	17554
Contig54167_17581_17581	Contig54167	17581	17581
Contig54167_17603_17603	Contig54167	17603	17603
Contig54167_17696_17696	Contig54167	17696	17696
Contig54174_6173_6173	Contig54174	6173	6173
Contig54174_6243_6243	Contig54174	6243	6243
Contig54174_6253_6253	Contig54174	6253	6253
Contig54174_6423_6423	Contig54174	6423	6423
Contig54174_6563_6563	Contig54174	6563	6563
Contig54174_6578_6578	Contig54174	6578	6578
Contig54174_6598_6598	Contig54174	6598	6598
Contig54186_3812_3812	Contig54186	3812	3812
Contig54186_3843_3843	Contig54186	3843	3843
Contig54186_3848_3848	Contig54186	3848	3848
Contig54186_3853_3853	Contig54186	3853	3853
Contig54186_5108_5108	Contig54186	5108	5108
Contig54186_5145_5145	Contig54186	5145	5145
Contig54243_20618_20618	Contig54243	20618	20618
Contig54243_20624_20624	Contig54243	20624	20624
Contig54244_9192_9192	Contig54244	9192	9192
Contig54247_3432_3432	Contig54247	3432	3432
Contig54247_3446_3446	Contig54247	3446	3446
Contig54247_3481_3481	Contig54247	3481	3481
Contig54247_3487_3487	Contig54247	3487	3487
Contig54247_3512_3512	Contig54247	3512	3512
Contig54247_3551_3551	Contig54247	3551	3551
Contig54247_3559_3559	Contig54247	3559	3559
Contig54247_3569_3569	Contig54247	3569	3569
Contig54247_3631_3631	Contig54247	3631	3631
Contig54247_3635_3635	Contig54247	3635	3635
Contig54247_3641_3641	Contig54247	3641	3641
Contig54247_3785_3785	Contig54247	3785	3785
Contig54247_3792_3792	Contig54247	3792	3792
Contig54247_3846_3846	Contig54247	3846	3846
Contig54247_3851_3851	Contig54247	3851	3851
Contig54247_3856_3856	Contig54247	3856	3856
Contig54247_3950_3950	Contig54247	3950	3950
Contig54247_3955_3955	Contig54247	3955	3955
Contig54247_3978_3978	Contig54247	3978	3978
Contig54247_4021_4021	Contig54247	4021	4021
Contig54253_3825_3825	Contig54253	3825	3825
Contig54253_3835_3835	Contig54253	3835	3835
Contig54253_3853_3853	Contig54253	3853	3853
Contig54253_3863_3863	Contig54253	3863	3863
Contig54253_3895_3895	Contig54253	3895	3895
Contig54253_6423_6423	Contig54253	6423	6423
Contig54253_6430_6430	Contig54253	6430	6430
Contig54268_1574_1574	Contig54268	1574	1574
Contig54268_1637_1637	Contig54268	1637	1637
Contig54268_1650_1650	Contig54268	1650	1650
Contig54268_789_789	Contig54268	789	789
Contig54268_845_845	Contig54268	845	845
Contig54268_852_852	Contig54268	852	852
Contig54281_19971_19971	Contig54281	19971	19971
Contig54281_19996_19996	Contig54281	19996	19996
Contig54281_6245_6245	Contig54281	6245	6245
Contig54285_391_391	Contig54285	391	391
Contig54290_2525_2525	Contig54290	2525	2525
Contig54290_2652_2652	Contig54290	2652	2652
Contig54290_2881_2881	Contig54290	2881	2881
Contig54290_2894_2894	Contig54290	2894	2894
Contig54290_2898_2898	Contig54290	2898	2898
Contig54290_3397_3397	Contig54290	3397	3397
Contig54290_3424_3424	Contig54290	3424	3424
Contig54341_7583_7583	Contig54341	7583	7583
Contig54355_4184_4184	Contig54355	4184	4184
Contig54361_164_164	Contig54361	164	164
Contig54361_168_168	Contig54361	168	168
Contig54361_186_186	Contig54361	186	186
Contig54374_11887_11887	Contig54374	11887	11887
Contig54374_11891_11891	Contig54374	11891	11891
Contig54374_8769_8769	Contig54374	8769	8769
Contig54374_8775_8775	Contig54374	8775	8775
Contig54374_8779_8779	Contig54374	8779	8779
Contig54386_14789_14789	Contig54386	14789	14789
Contig54400_4439_4439	Contig54400	4439	4439
Contig54400_4470_4470	Contig54400	4470	4470
Contig54400_4518_4518	Contig54400	4518	4518
Contig54400_4527_4527	Contig54400	4527	4527
Contig54400_4532_4532	Contig54400	4532	4532
Contig54400_4537_4537	Contig54400	4537	4537
Contig54407_7981_7981	Contig54407	7981	7981
Contig54407_7990_7990	Contig54407	7990	7990
Contig54413_18551_18551	Contig54413	18551	18551
Contig54413_18557_18557	Contig54413	18557	18557
Contig54424_20170_20170	Contig54424	20170	20170
Contig54424_20175_20175	Contig54424	20175	20175
Contig54453_4099_4099	Contig54453	4099	4099
Contig54462_9230_9230	Contig54462	9230	9230
Contig54462_9255_9255	Contig54462	9255	9255
Contig54462_9328_9328	Contig54462	9328	9328
Contig54462_9335_9335	Contig54462	9335	9335
Contig54469_408_408	Contig54469	408	408
Contig54469_54_54	Contig54469	54	54
Contig54470_6128_6128	Contig54470	6128	6128
Contig54470_6137_6137	Contig54470	6137	6137
Contig54470_6141_6141	Contig54470	6141	6141
Contig54470_6168_6168	Contig54470	6168	6168
Contig54470_6191_6191	Contig54470	6191	6191
Contig54470_6209_6209	Contig54470	6209	6209
Contig54470_6212_6212	Contig54470	6212	6212
Contig54470_6221_6221	Contig54470	6221	6221
Contig54470_6224_6224	Contig54470	6224	6224
Contig54470_7517_7517	Contig54470	7517	7517
Contig54470_7548_7548	Contig54470	7548	7548
Contig54487_4860_4860	Contig54487	4860	4860
Contig54488_3790_3790	Contig54488	3790	3790
Contig54505_8092_8092	Contig54505	8092	8092
Contig54505_8125_8125	Contig54505	8125	8125
Contig54505_8136_8136	Contig54505	8136	8136
Contig54505_8148_8148	Contig54505	8148	8148
Contig54505_8160_8160	Contig54505	8160	8160
Contig54505_8194_8194	Contig54505	8194	8194
Contig54505_8202_8202	Contig54505	8202	8202
Contig54505_8218_8218	Contig54505	8218	8218
Contig54506_5521_5521	Contig54506	5521	5521
Contig54519_188_188	Contig54519	188	188
Contig54519_344_344	Contig54519	344	344
Contig54519_386_386	Contig54519	386	386
Contig54529_16102_16102	Contig54529	16102	16102
Contig54529_18353_18353	Contig54529	18353	18353
Contig54529_18366_18366	Contig54529	18366	18366
Contig54529_18511_18511	Contig54529	18511	18511
Contig54529_18835_18835	Contig54529	18835	18835
Contig54529_18837_18837	Contig54529	18837	18837
Contig54529_18852_18852	Contig54529	18852	18852
Contig54529_18856_18856	Contig54529	18856	18856
Contig54529_18860_18860	Contig54529	18860	18860
Contig54529_18934_18934	Contig54529	18934	18934
Contig54534_6718_6718	Contig54534	6718	6718
Contig54534_6738_6738	Contig54534	6738	6738
Contig54534_8079_8079	Contig54534	8079	8079
Contig54534_8094_8094	Contig54534	8094	8094
Contig54534_8100_8100	Contig54534	8100	8100
Contig54534_8127_8127	Contig54534	8127	8127
Contig54534_8148_8148	Contig54534	8148	8148
Contig54534_8162_8162	Contig54534	8162	8162
Contig54534_8170_8170	Contig54534	8170	8170
Contig54534_8175_8175	Contig54534	8175	8175
Contig54534_8189_8189	Contig54534	8189	8189
Contig54534_8216_8216	Contig54534	8216	8216
Contig54534_8243_8243	Contig54534	8243	8243
Contig54534_8255_8255	Contig54534	8255	8255
Contig54534_8259_8259	Contig54534	8259	8259
Contig54534_8273_8273	Contig54534	8273	8273
Contig54534_8285_8285	Contig54534	8285	8285
Contig54534_8287_8287	Contig54534	8287	8287
Contig54534_8312_8312	Contig54534	8312	8312
Contig54534_8506_8506	Contig54534	8506	8506
Contig54584_10016_10016	Contig54584	10016	10016
Contig54584_10034_10034	Contig54584	10034	10034
Contig54584_10037_10037	Contig54584	10037	10037
Contig54584_9821_9821	Contig54584	9821	9821
Contig54584_9836_9836	Contig54584	9836	9836
Contig54584_9846_9846	Contig54584	9846	9846
Contig54584_9856_9856	Contig54584	9856	9856
Contig54584_9887_9887	Contig54584	9887	9887
Contig54584_9907_9907	Contig54584	9907	9907
Contig54635_9113_9113	Contig54635	9113	9113
Contig54635_9119_9119	Contig54635	9119	9119
Contig54635_9176_9176	Contig54635	9176	9176
Contig54635_9187_9187	Contig54635	9187	9187
Contig54642_6990_6990	Contig54642	6990	6990
Contig54642_6995_6995	Contig54642	6995	6995
Contig54642_7024_7024	Contig54642	7024	7024
Contig54642_7058_7058	Contig54642	7058	7058
Contig54642_8322_8322	Contig54642	8322	8322
Contig54642_8337_8337	Contig54642	8337	8337
Contig54642_8418_8418	Contig54642	8418	8418
Contig54642_8433_8433	Contig54642	8433	8433
Contig54642_8478_8478	Contig54642	8478	8478
Contig54642_8901_8901	Contig54642	8901	8901
Contig5466_1546_1546	Contig5466	1546	1546
Contig5466_1553_1553	Contig5466	1553	1553
Contig54674_6534_6534	Contig54674	6534	6534
Contig54674_6549_6549	Contig54674	6549	6549
Contig54718_5380_5380	Contig54718	5380	5380
Contig54731_3020_3020	Contig54731	3020	3020
Contig54745_2639_2639	Contig54745	2639	2639
Contig54745_2658_2658	Contig54745	2658	2658
Contig54745_2686_2686	Contig54745	2686	2686
Contig54745_2696_2696	Contig54745	2696	2696
Contig54745_2755_2755	Contig54745	2755	2755
Contig54745_2764_2764	Contig54745	2764	2764
Contig54745_2785_2785	Contig54745	2785	2785
Contig54745_2823_2823	Contig54745	2823	2823
Contig54745_2857_2857	Contig54745	2857	2857
Contig54745_2939_2939	Contig54745	2939	2939
Contig54745_3032_3032	Contig54745	3032	3032
Contig54745_3035_3035	Contig54745	3035	3035
Contig54745_3073_3073	Contig54745	3073	3073
Contig54745_3083_3083	Contig54745	3083	3083
Contig54745_3116_3116	Contig54745	3116	3116
Contig54745_3173_3173	Contig54745	3173	3173
Contig54805_4815_4815	Contig54805	4815	4815
Contig54805_4823_4823	Contig54805	4823	4823
Contig54830_4865_4865	Contig54830	4865	4865
Contig54830_5649_5649	Contig54830	5649	5649
Contig54839_10795_10795	Contig54839	10795	10795
Contig54839_10845_10845	Contig54839	10845	10845
Contig54839_10855_10855	Contig54839	10855	10855
Contig54839_10857_10857	Contig54839	10857	10857
Contig54839_10874_10874	Contig54839	10874	10874
Contig54839_10963_10963	Contig54839	10963	10963
Contig54839_11022_11022	Contig54839	11022	11022
Contig54839_11041_11041	Contig54839	11041	11041
Contig54839_11276_11276	Contig54839	11276	11276
Contig54839_11294_11294	Contig54839	11294	11294
Contig54839_12915_12915	Contig54839	12915	12915
Contig54839_12924_12924	Contig54839	12924	12924
Contig54839_12946_12946	Contig54839	12946	12946
Contig54839_12957_12957	Contig54839	12957	12957
Contig54839_13341_13341	Contig54839	13341	13341
Contig54868_3588_3588	Contig54868	3588	3588
Contig54868_3670_3670	Contig54868	3670	3670
Contig54887_11067_11067	Contig54887	11067	11067
Contig54917_1275_1275	Contig54917	1275	1275
Contig54917_1304_1304	Contig54917	1304	1304
Contig54917_1482_1482	Contig54917	1482	1482
Contig54917_1494_1494	Contig54917	1494	1494
Contig54917_1497_1497	Contig54917	1497	1497
Contig54917_1841_1841	Contig54917	1841	1841
Contig54917_1849_1849	Contig54917	1849	1849
Contig54917_1858_1858	Contig54917	1858	1858
Contig54917_1912_1912	Contig54917	1912	1912
Contig54917_2528_2528	Contig54917	2528	2528
Contig54917_2531_2531	Contig54917	2531	2531
Contig54917_2579_2579	Contig54917	2579	2579
Contig54917_2587_2587	Contig54917	2587	2587
Contig54930_1650_1650	Contig54930	1650	1650
Contig54930_1664_1664	Contig54930	1664	1664
Contig54932_435_435	Contig54932	435	435
Contig54945_16407_16407	Contig54945	16407	16407
Contig54945_16452_16452	Contig54945	16452	16452
Contig54945_16462_16462	Contig54945	16462	16462
Contig54945_9216_9216	Contig54945	9216	9216
Contig5498_3948_3948	Contig5498	3948	3948
Contig5498_3953_3953	Contig5498	3953	3953
Contig5498_4193_4193	Contig5498	4193	4193
Contig5498_4201_4201	Contig5498	4201	4201
Contig5498_4387_4387	Contig5498	4387	4387
Contig5498_4480_4480	Contig5498	4480	4480
Contig5498_4484_4484	Contig5498	4484	4484
Contig5498_4517_4517	Contig5498	4517	4517
Contig5498_4603_4603	Contig5498	4603	4603
Contig5501_2108_2108	Contig5501	2108	2108
Contig55012_17875_17875	Contig55012	17875	17875
Contig55012_17894_17894	Contig55012	17894	17894
Contig55012_6242_6242	Contig55012	6242	6242
Contig55012_6340_6340	Contig55012	6340	6340
Contig55012_6366_6366	Contig55012	6366	6366
Contig55012_6379_6379	Contig55012	6379	6379
Contig5501_3267_3267	Contig5501	3267	3267
Contig55033_21041_21041	Contig55033	21041	21041
Contig55033_21051_21051	Contig55033	21051	21051
Contig55033_21084_21084	Contig55033	21084	21084
Contig55036_3657_3657	Contig55036	3657	3657
Contig55036_3672_3672	Contig55036	3672	3672
Contig55036_3676_3676	Contig55036	3676	3676
Contig55036_3681_3681	Contig55036	3681	3681
Contig55036_3685_3685	Contig55036	3685	3685
Contig55036_4253_4253	Contig55036	4253	4253
Contig55036_4481_4481	Contig55036	4481	4481
Contig55036_4488_4488	Contig55036	4488	4488
Contig55036_4588_4588	Contig55036	4588	4588
Contig55036_4818_4818	Contig55036	4818	4818
Contig55101_1277_1277	Contig55101	1277	1277
Contig55116_374_374	Contig55116	374	374
Contig55116_400_400	Contig55116	400	400
Contig55116_414_414	Contig55116	414	414
Contig55116_457_457	Contig55116	457	457
Contig55116_481_481	Contig55116	481	481
Contig55116_532_532	Contig55116	532	532
Contig55116_542_542	Contig55116	542	542
Contig55116_552_552	Contig55116	552	552
Contig55116_573_573	Contig55116	573	573
Contig55116_579_579	Contig55116	579	579
Contig55116_589_589	Contig55116	589	589
Contig55116_601_601	Contig55116	601	601
Contig55116_623_623	Contig55116	623	623
Contig55116_632_632	Contig55116	632	632
Contig55116_635_635	Contig55116	635	635
Contig55116_638_638	Contig55116	638	638
Contig55172_19239_19239	Contig55172	19239	19239
Contig55181_5696_5696	Contig55181	5696	5696
Contig55191_21570_21570	Contig55191	21570	21570
Contig55191_21639_21639	Contig55191	21639	21639
Contig55191_21659_21659	Contig55191	21659	21659
Contig55191_21749_21749	Contig55191	21749	21749
Contig55191_22806_22806	Contig55191	22806	22806
Contig55191_22846_22846	Contig55191	22846	22846
Contig55191_26485_26485	Contig55191	26485	26485
Contig55191_26500_26500	Contig55191	26500	26500
Contig55191_26506_26506	Contig55191	26506	26506
Contig55191_26530_26530	Contig55191	26530	26530
Contig55191_26551_26551	Contig55191	26551	26551
Contig55222_2256_2256	Contig55222	2256	2256
Contig55222_2267_2267	Contig55222	2267	2267
Contig55222_2270_2270	Contig55222	2270	2270
Contig55222_2274_2274	Contig55222	2274	2274
Contig55222_2294_2294	Contig55222	2294	2294
Contig55244_3638_3638	Contig55244	3638	3638
Contig55244_3652_3652	Contig55244	3652	3652
Contig55244_4383_4383	Contig55244	4383	4383
Contig55244_4416_4416	Contig55244	4416	4416
Contig55244_4421_4421	Contig55244	4421	4421
Contig55244_4464_4464	Contig55244	4464	4464
Contig55244_4480_4480	Contig55244	4480	4480
Contig55244_4988_4988	Contig55244	4988	4988
Contig55244_5049_5049	Contig55244	5049	5049
Contig55244_5063_5063	Contig55244	5063	5063
Contig55244_5078_5078	Contig55244	5078	5078
Contig55244_5100_5100	Contig55244	5100	5100
Contig55244_5138_5138	Contig55244	5138	5138
Contig55244_5144_5144	Contig55244	5144	5144
Contig55263_6642_6642	Contig55263	6642	6642
Contig55271_8440_8440	Contig55271	8440	8440
Contig552723_1376_1376	Contig552723	1376	1376
Contig55275_11376_11376	Contig55275	11376	11376
Contig55275_11481_11481	Contig55275	11481	11481
Contig55275_11492_11492	Contig55275	11492	11492
Contig55287_2265_2265	Contig55287	2265	2265
Contig55313_13144_13144	Contig55313	13144	13144
Contig55313_13146_13146	Contig55313	13146	13146
Contig5532_1035_1035	Contig5532	1035	1035
Contig5532_116_116	Contig5532	116	116
Contig5532_128_128	Contig5532	128	128
Contig55321_929_929	Contig55321	929	929
Contig55321_937_937	Contig55321	937	937
Contig55323_417_417	Contig55323	417	417
Contig55323_843_843	Contig55323	843	843
Contig55323_853_853	Contig55323	853	853
Contig55323_866_866	Contig55323	866	866
Contig55323_883_883	Contig55323	883	883
Contig5532_933_933	Contig5532	933	933
Contig5532_942_942	Contig5532	942	942
Contig5532_960_960	Contig5532	960	960
Contig55331_7193_7193	Contig55331	7193	7193
Contig55332_6033_6033	Contig55332	6033	6033
