contig	locus	id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig51470	569	Contig51470_569	18	3.608e-01	2.538e-02	5.046e-01	0.9599	5.769e-01	2.823e-01	1.365e+00	2.998e+00	2.221e+00	7.292e-01
Contig51470	757	Contig51470_757	18	3.420e-01	2.392e-01	6.562e-01	0.7154	6.491e-01	2.633e-01	4.196e+00	1.127e+01	1.798e+00	9.429e-01
Contig51470	2842	Contig51470_2842	18	3.985e-01	-2.062e-01	4.681e-01	0.6597	5.643e-01	3.019e-01	1.429e+00	2.781e+00	2.052e+00	6.594e-01
Contig515	3038	Contig515_3038	18	2.285e-01	2.178e-02	1.003e+00	0.9827	8.604e-01	1.644e-01	1.732e+01	2.111e+01	2.483e+00	1.231e+00
Contig515	3058	Contig515_3058	18	3.381e-01	1.680e+00	1.068e+00	0.1157	6.736e-01	2.885e-01	4.910e+00	8.460e+00	1.797e+00	1.200e+00
Contig51517	4675	Contig51517_4675	18	3.304e-01	6.204e-01	4.008e-01	0.1216	5.285e-01	2.929e-01	1.279e+00	2.344e+00	2.472e-01	6.081e-01
Contig51517	4804	Contig51517_4804	18	1.940e-01	7.565e-01	1.019e+00	0.4578	7.851e-01	1.506e-01	1.140e+01	1.508e+01	1.596e+00	1.186e+00
Contig51532	2679	Contig51532_2679	18	3.719e-01	-3.329e-01	5.724e-01	0.5608	6.494e-01	2.672e-01	1.848e+00	4.808e+00	2.484e+00	8.151e-01
Contig515758	2975	Contig515758_2975	18	2.650e-01	7.437e-01	9.775e-01	0.4468	7.349e-01	2.179e-01	6.718e+00	9.976e+00	2.057e+00	1.107e+00
Contig515758	2980	Contig515758_2980	18	3.136e-01	3.896e-01	7.608e-01	0.6086	7.180e-01	2.464e-01	3.875e+00	7.182e+00	2.820e+00	9.832e-01
Contig51616	13718	Contig51616_13718	18	2.665e-01	8.742e-02	1.073e+00	0.9351	6.509e-01	2.871e-01	1.483e+01	2.252e+01	3.395e+00	1.421e+00
Contig51616	13724	Contig51616_13724	18	2.939e-01	5.400e-01	8.525e-01	0.5264	7.660e-01	2.335e-01	5.979e+00	1.097e+01	2.911e+00	1.127e+00
Contig51616	13727	Contig51616_13727	18	3.290e-01	2.220e-01	9.153e-01	0.8083	3.299e-01	1.743e-01	3.543e+00	3.068e+00	2.574e+00	1.105e+00
Contig51616	13732	Contig51616_13732	18	2.924e-01	-9.031e-01	1.062e+00	0.3953	7.606e-01	2.221e-01	8.852e+00	1.540e+01	3.717e+00	1.326e+00
Contig51616	13830	Contig51616_13830	18	2.661e-01	5.162e-01	9.894e-01	0.6019	5.909e-01	2.686e-01	6.873e+00	1.159e+01	2.780e+00	1.146e+00
Contig51619	7086	Contig51619_7086	18	2.090e-01	-5.675e-01	1.074e+00	0.5971	6.301e-01	2.075e-01	1.039e+01	1.200e+01	3.924e+00	1.324e+00
Contig51619	7103	Contig51619_7103	18	2.426e-01	-1.857e+00	1.702e+00	0.2751	5.397e-01	2.765e-01	1.242e+01	1.346e+01	5.287e+00	1.566e+00
Contig51619	7397	Contig51619_7397	18	3.332e-01	-1.389e-01	7.892e-01	0.8603	7.164e-01	2.803e-01	4.484e+00	8.799e+00	2.896e+00	1.022e+00
Contig51619	10124	Contig51619_10124	18	2.659e-01	3.972e-03	9.592e-01	0.9967	7.726e-01	2.327e-01	8.705e+00	1.316e+01	2.950e+00	1.212e+00
Contig51658	251	Contig51658_251	18	3.310e-01	6.083e-01	7.761e-01	0.4332	4.662e-01	2.779e-01	2.801e+00	4.626e+00	2.025e+00	1.012e+00
Contig51658	270	Contig51658_270	18	2.202e-01	-1.037e+00	2.475e+00	0.6751	7.928e-01	2.132e-01	1.990e+01	2.238e+01	4.901e+00	1.722e+00
Contig51658	301	Contig51658_301	18	2.117e-01	-7.520e-01	8.660e-01	0.3852	7.955e-01	2.139e-01	1.428e+01	1.925e+01	2.876e+00	1.114e+00
Contig51658	324	Contig51658_324	18	3.367e-01	-3.277e-01	6.253e-01	0.6003	7.420e-01	2.492e-01	3.582e+00	7.084e+00	3.101e+00	8.905e-01
Contig51695	1101	Contig51695_1101	18	2.626e-01	9.601e-01	9.872e-01	0.3308	8.458e-01	1.515e-01	1.143e+01	1.646e+01	1.725e+00	1.216e+00
Contig517	8770	Contig517_8770	18	2.968e-01	3.972e-02	1.154e+00	0.9725	6.100e-01	2.858e-01	6.991e+00	1.106e+01	4.155e+00	1.252e+00
Contig5170	5559	Contig5170_5559	18	2.965e-01	-3.010e-01	1.195e+00	0.8012	3.608e-01	1.779e-01	5.997e+00	5.328e+00	3.505e+00	1.345e+00
Contig517072	1750	Contig517072_1750	18	3.146e-01	8.185e-01	7.285e-01	0.2612	4.461e-01	2.649e-01	3.285e+00	5.147e+00	1.283e+00	9.503e-01
Contig517072	1752	Contig517072_1752	18	2.836e-01	4.017e-01	1.388e+00	0.7724	5.422e-01	2.876e-01	8.318e+00	1.314e+01	3.341e+00	1.381e+00
Contig517072	1771	Contig517072_1771	18	3.041e-01	2.498e-01	6.558e-01	0.7032	7.337e-01	2.719e-01	5.260e+00	1.047e+01	1.983e+00	8.890e-01
Contig51709	994	Contig51709_994	18	2.913e-01	8.833e-03	9.858e-01	0.9929	6.202e-01	2.641e-01	8.612e+00	1.330e+01	3.541e+00	1.309e+00
Contig51709	998	Contig51709_998	18	2.773e-01	-1.484e+00	2.067e+00	0.4728	5.986e-01	2.785e-01	6.895e+00	1.137e+01	5.563e+00	1.438e+00
Contig51710	10675	Contig51710_10675	18	3.553e-01	4.837e-02	5.550e-01	0.9305	5.072e-01	2.979e-01	1.601e+00	2.741e+00	2.362e+00	7.747e-01
Contig51710	10678	Contig51710_10678	18	3.580e-01	-3.373e-01	5.183e-01	0.5151	7.945e-01	2.175e-01	2.614e+00	5.797e+00	2.896e+00	7.696e-01
Contig51710	10715	Contig51710_10715	18	2.064e-01	-4.031e-01	1.033e+00	0.6964	8.326e-01	1.377e-01	1.301e+01	1.596e+01	3.340e+00	1.256e+00
Contig51710	10747	Contig51710_10747	18	2.749e-01	-7.038e-01	1.119e+00	0.5293	4.308e-01	2.061e-01	6.391e+00	6.953e+00	4.031e+00	1.256e+00
Contig51723	7356	Contig51723_7356	18	3.642e-01	-4.670e-01	2.079e+00	0.8223	2.255e-01	1.490e-01	4.069e+01	2.602e+01	1.652e+00	1.985e+00
Contig51723	7428	Contig51723_7428	18	2.150e-01	4.743e+00	2.555e+00	0.06344	8.737e-01	1.092e-01	3.148e+01	2.708e+01	3.772e+00	1.872e+00
Contig51723	7434	Contig51723_7434	18	3.345e-01	-2.935e-01	1.076e+00	0.785	2.710e-01	1.682e-01	7.068e+00	6.770e+00	3.741e+00	1.440e+00
Contig51750	10008	Contig51750_10008	18	1.739e-01	-6.839e-01	1.514e+00	0.6514	6.113e-01	1.681e-01	2.073e+01	1.948e+01	2.496e+00	1.633e+00
Contig51750	10092	Contig51750_10092	18	3.291e-01	7.786e-01	5.832e-01	0.1819	4.446e-01	2.420e-01	1.722e+00	2.971e+00	6.574e-01	8.092e-01
Contig51754	5565	Contig51754_5565	18	3.598e-01	2.249e-01	4.799e-01	0.6394	6.390e-01	2.706e-01	1.767e+00	3.421e+00	8.909e-02	6.900e-01
Contig51754	5673	Contig51754_5673	18	3.461e-01	-1.109e+00	1.112e+00	0.3187	5.479e-01	3.124e-01	4.541e+00	6.641e+00	4.478e+00	1.394e+00
Contig51754	5686	Contig51754_5686	18	2.035e-01	1.203e+00	1.665e+00	0.4699	8.361e-01	1.150e-01	3.541e+01	2.916e+01	3.830e+00	1.669e+00
Contig51754	9451	Contig51754_9451	18	3.218e-01	-3.414e-01	6.534e-01	0.6013	3.758e-01	2.308e-01	2.191e+00	3.461e+00	2.549e+00	8.606e-01
Contig51755	1160	Contig51755_1160	18	1.941e-01	3.387e-01	1.327e+00	0.7986	7.410e-01	1.908e-01	2.608e+01	2.565e+01	3.462e+00	1.702e+00
Contig51755	1180	Contig51755_1180	18	3.318e-01	-2.885e-02	6.260e-01	0.9632	4.904e-01	2.901e-01	2.488e+00	7.441e+00	2.526e+00	8.851e-01
Contig5179	3445	Contig5179_3445	18	2.234e-01	5.340e-01	9.359e-01	0.5683	8.792e-01	6.228e-02	1.088e+01	1.216e+01	7.907e-01	1.183e+00
Contig51793	3751	Contig51793_3751	18	3.145e-01	-2.944e-01	7.543e-01	0.6963	7.329e-01	2.495e-01	4.824e+00	8.174e+00	3.499e+00	1.072e+00
Contig51814	3002	Contig51814_3002	18	2.015e-01	6.450e-01	1.254e+00	0.6069	8.675e-01	1.084e-01	2.360e+01	2.569e+01	3.399e+00	1.485e+00
Contig51814	3021	Contig51814_3021	18	3.491e-01	1.757e-01	5.082e-01	0.7295	3.083e-01	1.810e-01	1.135e+00	1.568e+00	1.126e+00	7.169e-01
Contig5183	5314	Contig5183_5314	18	1.248e-01	1.561e+00	2.880e+00	0.5878	6.757e-01	7.516e-02	8.189e+01	3.406e+01	-6.525e+00	2.523e+00
Contig5183	5373	Contig5183_5373	18	3.659e-01	-1.462e-02	4.692e-01	0.9752	7.437e-01	2.206e-01	2.188e+00	5.574e+00	8.975e-01	7.274e-01
Contig5183	5413	Contig5183_5413	18	2.903e-01	5.624e-01	6.417e-01	0.3809	7.660e-01	2.204e-01	4.255e+00	8.678e+00	1.796e+00	8.937e-01
Contig5183	5435	Contig5183_5435	18	3.391e-01	4.346e-01	6.813e-01	0.5235	7.191e-01	2.593e-01	4.259e+00	9.621e+00	2.009e+00	8.990e-01
Contig5183	5444	Contig5183_5444	18	2.962e-01	-7.767e-01	9.799e-01	0.428	4.769e-01	2.682e-01	6.603e+00	1.142e+01	3.493e+00	1.266e+00
Contig5183	5450	Contig5183_5450	18	2.900e-01	-2.487e-01	7.253e-01	0.7317	7.373e-01	2.594e-01	4.845e+00	8.723e+00	3.307e+00	1.044e+00
Contig5183	5461	Contig5183_5461	18	2.590e-01	5.628e-01	9.542e-01	0.5553	6.716e-01	2.493e-01	6.669e+00	1.246e+01	2.595e+00	1.155e+00
Contig51843	25328	Contig51843_25328	18	2.876e-01	3.363e-01	8.579e-01	0.695	7.055e-01	2.594e-01	6.607e+00	1.089e+01	3.593e+00	1.169e+00
Contig51855	11388	Contig51855_11388	18	3.192e-01	-3.927e-01	5.724e-01	0.4927	6.531e-01	2.421e-01	2.236e+00	3.967e+00	1.732e+00	8.124e-01
Contig51862	8714	Contig51862_8714	18	3.090e-01	-8.377e-01	8.632e-01	0.3318	6.820e-01	2.669e-01	3.890e+00	7.139e+00	4.297e+00	1.143e+00
Contig51862	8719	Contig51862_8719	18	2.720e-01	6.226e-01	9.432e-01	0.5092	7.604e-01	2.406e-01	9.298e+00	1.626e+01	2.850e+00	1.210e+00
Contig51862	8728	Contig51862_8728	18	2.243e-01	3.235e-01	9.799e-01	0.7413	7.300e-01	2.653e-01	1.928e+01	2.408e+01	4.232e+00	1.436e+00
Contig51862	8744	Contig51862_8744	18	2.291e-01	-8.174e-01	1.126e+00	0.4681	7.735e-01	2.738e-01	1.862e+01	2.593e+01	4.568e+00	1.497e+00
Contig51862	8757	Contig51862_8757	18	3.153e-01	5.760e-01	1.433e+00	0.6877	3.495e-01	1.738e-01	1.230e+01	1.038e+01	1.789e+00	1.467e+00
Contig51862	8760	Contig51862_8760	18	3.091e-01	7.722e-01	9.717e-01	0.4268	3.699e-01	1.737e-01	4.500e+00	3.122e+00	1.598e-02	1.152e+00
Contig51862	8774	Contig51862_8774	18	2.604e-01	-9.436e-02	6.582e-01	0.886	6.261e-01	2.804e-01	5.835e+00	1.153e+01	3.196e+00	9.782e-01
Contig51862	8777	Contig51862_8777	18	3.833e-01	1.839e-01	3.366e-01	0.5848	7.100e-01	2.452e-01	1.073e+00	2.706e+00	5.658e-01	5.415e-01
Contig51862	8791	Contig51862_8791	18	3.308e-01	1.937e-01	5.445e-01	0.7221	7.332e-01	2.420e-01	2.416e+00	4.076e+00	2.931e+00	7.685e-01
Contig51862	8796	Contig51862_8796	18	3.277e-01	4.332e-01	5.215e-01	0.4061	5.790e-01	2.798e-01	3.037e+00	8.161e+00	-1.186e+00	7.661e-01
Contig51871	211	Contig51871_211	18	2.126e-01	6.560e-01	8.550e-01	0.4429	7.292e-01	1.741e-01	6.976e+00	1.075e+01	-4.508e-01	1.139e+00
Contig51879	6915	Contig51879_6915	18	2.794e-01	-1.175e+00	1.612e+00	0.4662	4.096e-01	1.725e-01	1.324e+01	9.684e+00	-2.640e+00	1.514e+00
Contig51879	7122	Contig51879_7122	18	2.853e-01	1.065e+00	7.271e-01	0.143	4.430e-01	2.097e-01	2.467e+00	2.687e+00	1.770e+00	9.729e-01
Contig51879	7133	Contig51879_7133	18	2.157e-01	7.305e-01	9.219e-01	0.4281	6.712e-01	2.186e-01	6.924e+00	9.113e+00	1.378e+00	1.198e+00
Contig51879	7605	Contig51879_7605	18	3.024e-01	2.955e-01	4.906e-01	0.5469	4.399e-01	2.162e-01	1.236e+00	1.219e+00	9.239e-01	7.079e-01
Contig51879	7617	Contig51879_7617	18	3.437e-01	2.942e-01	4.331e-01	0.4969	6.426e-01	2.813e-01	1.811e+00	4.727e+00	1.640e+00	6.644e-01
Contig51879	7622	Contig51879_7622	18	2.257e-01	1.770e-01	8.355e-01	0.8322	6.950e-01	2.302e-01	8.409e+00	1.286e+01	2.222e+00	1.115e+00
Contig51879	7725	Contig51879_7725	18	1.960e-01	1.566e-01	1.378e+00	0.9095	8.360e-01	8.413e-02	2.347e+01	2.107e+01	3.991e+00	1.562e+00
Contig51879	7730	Contig51879_7730	18	1.949e-01	1.459e-01	7.237e-01	0.8402	5.695e-01	1.761e-01	3.986e+00	3.816e+00	1.462e+00	9.720e-01
Contig51879	7943	Contig51879_7943	18	2.470e-01	7.232e-01	1.024e+00	0.4799	8.366e-01	1.586e-01	1.860e+01	2.431e+01	2.857e+00	1.489e+00
Contig51879	7953	Contig51879_7953	18	3.475e-01	4.595e-01	5.411e-01	0.3958	7.550e-01	2.235e-01	3.167e+00	7.831e+00	2.326e+00	8.066e-01
Contig51879	8387	Contig51879_8387	18	2.326e-01	2.775e-01	8.578e-01	0.7463	7.373e-01	2.793e-01	1.287e+01	1.739e+01	2.775e+00	1.250e+00
Contig51879	8393	Contig51879_8393	18	2.727e-01	1.930e-01	9.047e-01	0.831	4.934e-01	2.550e-01	5.340e+00	7.649e+00	2.892e+00	1.171e+00
Contig51879	8927	Contig51879_8927	18	2.190e-01	-7.290e-02	6.190e-01	0.9062	7.720e-01	1.832e-01	4.108e+00	7.555e+00	2.257e+00	9.137e-01
Contig51879	8941	Contig51879_8941	18	2.997e-01	8.246e-01	4.442e-01	0.06341	5.841e-01	2.787e-01	1.044e+00	2.811e+00	1.310e+00	6.400e-01
Contig51879	8949	Contig51879_8949	18	2.029e-01	7.400e-01	7.423e-01	0.3188	5.414e-01	1.799e-01	2.787e+00	2.798e+00	1.568e+00	9.712e-01
Contig51879	8953	Contig51879_8953	18	1.769e-01	-1.323e+00	1.123e+00	0.2386	7.021e-01	1.683e-01	1.298e+01	2.144e+01	3.708e+00	1.451e+00
Contig51879	8959	Contig51879_8959	18	2.170e-01	-1.922e-01	6.039e-01	0.7502	6.306e-01	1.883e-01	1.989e+00	2.998e+00	5.398e-01	8.259e-01
Contig51879	8962	Contig51879_8962	18	2.616e-01	-1.895e-01	6.243e-01	0.7615	4.996e-01	2.139e-01	2.302e+00	2.730e+00	2.823e+00	8.710e-01
Contig51879	8968	Contig51879_8968	18	3.864e-01	-8.451e-02	3.332e-01	0.7998	6.231e-01	2.622e-01	7.732e-01	2.174e+00	1.330e+00	5.248e-01
Contig51879	8972	Contig51879_8972	18	2.485e-01	1.320e+00	6.375e-01	0.03842	7.185e-01	2.099e-01	3.740e+00	7.376e+00	1.033e+00	8.594e-01
Contig51879	8974	Contig51879_8974	18	2.244e-01	5.716e-01	6.060e-01	0.3456	6.404e-01	2.227e-01	3.109e+00	6.634e+00	1.616e+00	8.611e-01
Contig51879	8993	Contig51879_8993	18	2.570e-01	4.709e-01	7.146e-01	0.5099	5.631e-01	2.620e-01	3.608e+00	4.606e+00	2.078e+00	9.480e-01
Contig51879	8998	Contig51879_8998	18	1.861e-01	-2.585e-01	7.934e-01	0.7446	5.663e-01	1.700e-01	4.675e+00	5.309e+00	1.773e+00	1.024e+00
Contig51879	9008	Contig51879_9008	18	2.633e-01	3.693e-01	7.429e-01	0.6191	6.909e-01	2.220e-01	5.412e+00	8.944e+00	1.847e+00	1.017e+00
Contig51879	9098	Contig51879_9098	18	3.385e-01	5.390e-01	6.084e-01	0.3757	7.108e-01	2.562e-01	2.755e+00	7.867e+00	2.041e+00	8.289e-01
Contig51879	9111	Contig51879_9111	18	3.475e-01	5.230e-01	3.903e-01	0.1802	7.248e-01	2.496e-01	9.824e-01	1.585e+00	1.912e+00	6.012e-01
Contig51879	9128	Contig51879_9128	18	3.217e-01	2.650e-01	7.890e-01	0.737	5.660e-01	2.850e-01	4.403e+00	9.744e+00	3.387e+00	9.610e-01
Contig51879	9210	Contig51879_9210	18	3.286e-01	-3.193e-01	3.380e-01	0.3449	7.101e-01	2.579e-01	1.039e+00	1.767e+00	2.009e+00	5.219e-01
Contig51879	9227	Contig51879_9227	18	2.321e-01	2.215e-01	7.985e-01	0.7814	6.606e-01	2.409e-01	5.996e+00	1.148e+01	3.258e+00	1.091e+00
Contig51879	9236	Contig51879_9236	18	2.580e-01	4.936e-01	5.950e-01	0.4068	8.402e-01	2.044e-01	4.041e+00	8.775e+00	2.523e+00	8.581e-01
Contig51879	9256	Contig51879_9256	18	2.260e-01	1.166e+00	1.130e+00	0.3024	7.907e-01	1.796e-01	1.161e+01	1.718e+01	2.374e+00	1.390e+00
Contig51879	9657	Contig51879_9657	18	2.134e-01	-2.555e-01	7.819e-01	0.7439	8.345e-01	8.455e-02	7.926e+00	1.038e+01	-7.826e-01	1.089e+00
Contig51879	9671	Contig51879_9671	18	3.383e-01	2.829e-01	4.782e-01	0.5542	3.442e-01	1.901e-01	1.016e+00	9.348e-01	1.254e+00	7.037e-01
Contig51894	5640	Contig51894_5640	18	3.001e-01	-2.328e-01	9.856e-01	0.8133	6.007e-01	2.904e-01	6.039e+00	9.528e+00	4.123e+00	1.318e+00
Contig51894	7008	Contig51894_7008	18	2.812e-01	3.739e-01	8.902e-01	0.6745	7.286e-01	2.315e-01	6.191e+00	1.084e+01	2.855e+00	1.150e+00
Contig51894	7024	Contig51894_7024	18	2.983e-01	1.138e+00	8.367e-01	0.1738	6.957e-01	2.708e-01	5.930e+00	1.232e+01	2.606e+00	1.105e+00
Contig51894	7061	Contig51894_7061	18	2.830e-01	-7.056e-02	8.253e-01	0.9319	7.281e-01	2.600e-01	5.531e+00	1.255e+01	4.231e+00	1.160e+00
Contig51915	15083	Contig51915_15083	18	2.706e-01	7.868e-01	7.075e-01	0.2661	4.379e-01	1.802e-01	2.449e+00	2.190e+00	5.351e-01	9.318e-01
Contig51915	15091	Contig51915_15091	18	2.945e-01	-9.451e-01	8.550e-01	0.269	4.005e-01	1.743e-01	3.614e+00	2.510e+00	1.846e+00	1.047e+00
Contig51915	15100	Contig51915_15100	18	3.485e-01	2.020e-01	4.182e-01	0.6291	3.522e-01	1.994e-01	7.896e-01	6.937e-01	1.277e+00	6.165e-01
Contig51915	15603	Contig51915_15603	18	2.631e-01	3.131e-01	6.870e-01	0.6486	7.500e-01	2.420e-01	5.754e+00	8.403e+00	1.133e+00	9.324e-01
Contig51915	15612	Contig51915_15612	18	2.711e-01	-1.330e+00	9.776e-01	0.1736	4.329e-01	1.729e-01	4.640e+00	3.812e+00	3.142e+00	1.165e+00
Contig51915	15616	Contig51915_15616	18	3.325e-01	-4.145e-01	4.050e-01	0.3061	6.008e-01	2.913e-01	2.476e+00	7.118e+00	1.813e+00	6.396e-01
Contig51935	9596	Contig51935_9596	18	2.245e-01	7.354e-02	8.804e-01	0.9334	7.660e-01	2.080e-01	1.007e+01	1.426e+01	2.647e+00	1.116e+00
Contig51974	6222	Contig51974_6222	18	3.239e-01	9.603e-01	1.264e+00	0.4474	3.451e-01	1.924e-01	6.141e+00	6.347e+00	2.489e+00	1.306e+00
Contig51978	3011	Contig51978_3011	18	2.619e-01	1.731e-02	6.999e-01	0.9803	5.855e-01	2.595e-01	4.746e+00	9.531e+00	2.030e+00	9.330e-01
Contig52012	8363	Contig52012_8363	18	3.262e-01	2.442e-01	1.136e+00	0.8298	7.016e-01	2.830e-01	7.703e+00	1.601e+01	3.772e+00	1.410e+00
Contig52012	8476	Contig52012_8476	18	2.535e-01	-9.456e-01	2.065e+00	0.6471	5.056e-01	2.338e-01	1.884e+01	2.109e+01	5.748e+00	1.695e+00
Contig52014	4010	Contig52014_4010	18	3.624e-01	3.798e-01	5.892e-01	0.5192	7.896e-01	2.319e-01	3.513e+00	6.712e+00	1.468e+00	8.311e-01
Contig52056	1213	Contig52056_1213	18	4.121e-01	-4.462e-01	4.130e-01	0.2799	7.809e-01	2.228e-01	1.453e+00	3.680e+00	1.473e+00	6.151e-01
Contig52056	3520	Contig52056_3520	18	3.825e-01	4.339e-01	4.407e-01	0.3249	7.114e-01	2.831e-01	2.196e+00	5.608e+00	-1.058e-02	6.579e-01
Contig52056	3608	Contig52056_3608	18	3.361e-01	2.295e-01	7.186e-01	0.7495	7.315e-01	2.610e-01	3.181e+00	7.719e+00	3.207e+00	9.306e-01
Contig52056	3622	Contig52056_3622	18	2.613e-01	-4.780e-02	6.967e-01	0.9453	7.928e-01	2.227e-01	7.159e+00	1.144e+01	3.054e+00	9.391e-01
Contig5208	1569	Contig5208_1569	18	1.854e-01	9.656e-01	1.591e+00	0.5439	8.666e-01	7.591e-02	3.741e+01	2.839e+01	3.063e+00	1.641e+00
Contig5208	1586	Contig5208_1586	18	3.218e-01	-1.152e-01	5.665e-01	0.8388	6.166e-01	2.647e-01	2.392e+00	5.542e+00	2.882e+00	8.381e-01
Contig5208	1590	Contig5208_1590	18	2.092e-01	-3.452e-01	8.613e-01	0.6886	6.485e-01	2.416e-01	6.589e+00	9.466e+00	2.829e+00	1.103e+00
Contig5208	1592	Contig5208_1592	18	3.366e-01	4.328e-01	5.722e-01	0.4495	7.504e-01	2.368e-01	1.664e+00	4.033e+00	2.757e+00	8.033e-01
Contig5208	1798	Contig5208_1798	18	2.605e-01	1.663e-01	1.052e+00	0.8744	6.121e-01	3.367e-01	1.545e+01	1.872e+01	3.138e+00	1.377e+00
Contig5208	1804	Contig5208_1804	18	2.548e-01	2.713e-01	9.898e-01	0.784	5.725e-01	2.385e-01	5.542e+00	6.587e+00	2.282e+00	1.229e+00
Contig5208	1808	Contig5208_1808	18	2.916e-01	-4.555e-01	8.423e-01	0.5886	7.331e-01	2.439e-01	3.922e+00	6.389e+00	3.799e+00	1.077e+00
Contig5208	2084	Contig5208_2084	18	2.557e-01	-2.153e-01	8.091e-01	0.7901	7.579e-01	1.755e-01	7.606e+00	1.120e+01	2.366e+00	1.114e+00
Contig5208	2086	Contig5208_2086	18	3.665e-01	-3.234e-01	5.935e-01	0.5858	7.418e-01	2.474e-01	2.659e+00	8.179e+00	2.918e+00	8.679e-01
Contig5208	2121	Contig5208_2121	18	3.142e-01	-1.452e-02	7.793e-01	0.9851	6.761e-01	2.626e-01	4.753e+00	9.357e+00	3.010e+00	1.019e+00
Contig5208	2142	Contig5208_2142	18	2.644e-01	-6.943e-01	7.040e-01	0.3241	6.112e-01	2.323e-01	3.027e+00	4.577e+00	3.149e+00	9.636e-01
Contig5208	2167	Contig5208_2167	18	2.493e-01	1.065e-02	5.888e-01	0.9856	5.157e-01	1.916e-01	1.831e+00	2.458e+00	7.184e-01	8.115e-01
Contig5208	2169	Contig5208_2169	18	2.642e-01	1.402e+00	9.856e-01	0.155	6.056e-01	3.016e-01	1.054e+01	1.707e+01	2.582e+00	1.264e+00
Contig5208	2175	Contig5208_2175	18	2.435e-01	4.807e-01	6.410e-01	0.4533	7.614e-01	1.891e-01	4.465e+00	8.736e+00	1.873e+00	9.085e-01
Contig5208	2182	Contig5208_2182	18	2.542e-01	-1.318e+00	8.850e-01	0.1364	7.493e-01	2.200e-01	8.228e+00	1.434e+01	4.026e+00	1.240e+00
Contig5208	2184	Contig5208_2184	18	3.252e-01	2.726e-01	7.272e-01	0.7078	6.974e-01	2.497e-01	4.273e+00	8.701e+00	2.168e+00	9.694e-01
Contig5208	2221	Contig5208_2221	18	2.836e-01	-2.766e-01	6.456e-01	0.6684	8.141e-01	2.031e-01	7.008e+00	1.283e+01	3.152e+00	9.764e-01
Contig5208	2230	Contig5208_2230	18	2.608e-01	6.811e-03	5.909e-01	0.9908	6.869e-01	2.206e-01	3.258e+00	7.188e+00	2.352e+00	8.195e-01
Contig5208	2234	Contig5208_2234	18	4.044e-01	4.506e-02	3.621e-01	0.901	7.671e-01	2.267e-01	1.791e+00	6.428e+00	1.627e+00	5.736e-01
Contig5208	2236	Contig5208_2236	18	3.142e-01	5.836e-01	6.410e-01	0.3626	7.590e-01	2.286e-01	2.940e+00	7.961e+00	2.198e+00	8.655e-01
Contig5208	2244	Contig5208_2244	18	3.013e-01	-2.826e-01	6.138e-01	0.6452	7.307e-01	2.646e-01	3.985e+00	8.424e+00	3.049e+00	9.323e-01
Contig5208	2256	Contig5208_2256	18	2.532e-01	5.025e-01	7.873e-01	0.5233	7.213e-01	2.049e-01	5.930e+00	8.075e+00	2.008e+00	1.098e+00
Contig5208	2451	Contig5208_2451	18	3.824e-01	3.701e-01	3.897e-01	0.3422	6.748e-01	2.617e-01	1.197e+00	2.421e+00	8.927e-01	5.798e-01
Contig5208	2456	Contig5208_2456	18	4.245e-01	-1.349e-01	3.865e-01	0.727	7.474e-01	2.615e-01	1.114e+00	2.723e+00	1.788e+00	5.939e-01
Contig5208	2466	Contig5208_2466	18	3.660e-01	7.083e-01	5.989e-01	0.2369	6.822e-01	2.629e-01	2.401e+00	4.717e+00	1.261e+00	8.594e-01
Contig5208	2542	Contig5208_2542	18	2.982e-01	1.533e-02	6.547e-01	0.9813	7.327e-01	2.401e-01	4.620e+00	8.977e+00	2.536e+00	9.900e-01
Contig5208	2756	Contig5208_2756	18	3.190e-01	7.659e-01	7.442e-01	0.3034	5.780e-01	2.875e-01	2.703e+00	6.278e+00	2.444e+00	1.002e+00
Contig5208	2759	Contig5208_2759	18	3.417e-01	2.293e-01	5.267e-01	0.6633	7.441e-01	2.543e-01	2.081e+00	5.264e+00	1.524e+00	7.647e-01
Contig5208	2761	Contig5208_2761	18	4.269e-01	-2.838e-01	2.886e-01	0.3256	7.836e-01	2.278e-01	1.073e+00	4.503e+00	2.879e-01	4.669e-01
Contig5208	2766	Contig5208_2766	18	3.465e-01	1.366e+00	5.466e-01	0.01244	7.929e-01	2.187e-01	2.274e+00	5.755e+00	5.088e-01	7.269e-01
Contig5208	2771	Contig5208_2771	18	3.157e-01	8.978e-03	4.469e-01	0.984	8.113e-01	1.873e-01	1.931e+00	3.772e+00	1.772e+00	6.575e-01
Contig5208	2773	Contig5208_2773	18	2.983e-01	4.248e-02	4.154e-01	0.9186	7.707e-01	2.381e-01	1.617e+00	3.253e+00	2.350e+00	6.600e-01
Contig5208	2777	Contig5208_2777	18	2.584e-01	4.711e-01	6.435e-01	0.4641	6.463e-01	2.486e-01	2.895e+00	6.201e+00	2.631e+00	8.961e-01
Contig52096	14279	Contig52096_14279	18	3.121e-01	-6.890e-01	7.301e-01	0.3453	5.488e-01	2.748e-01	3.285e+00	6.886e+00	4.005e+00	1.053e+00
Contig52107	4253	Contig52107_4253	18	3.129e-01	1.175e+00	5.932e-01	0.04766	6.523e-01	2.626e-01	3.165e+00	7.033e+00	7.423e-01	8.326e-01
