contig_gene,start_gene,end_gene,notes_gene,pval.treatment,adj.pval.pop,ID,Parent,Name,Alias,AED,eAED,Note,Ontology_term,Dbxref
Contig32939,15224,23813,"ID=OLUR_00002723;Name=OLUR_00002723;Alias=snap_masked-Contig32939-processed-gene-0.1;Note=Similar to btbd17: BTB/POZ domain-containing protein 17 (Xenopus laevis OX%3D8355);Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.40.420,Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR011333,InterPro:IPR011705,Pfam:PF00651,Pfam:PF07707,ProSiteProfiles:PS50097,SMART:SM00225,SMART:SM00875,SUPERFAMILY:SSF54695;Ontology_term=GO:0005515;",0.0024412314338632508,0.014081458781938349,ID=OLUR_00002723;,NA,Name=OLUR_00002723;,Alias=snap_masked-Contig32939-processed-gene-0.1;,NA,NA,Note=Similar to btbd17: BTB/POZ domain-containing protein 17 (Xenopus laevis OX%3D8355);,Ontology_term=GO:0005515;,"Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.40.420,Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR011333,InterPro:IPR011705,Pfam:PF00651,Pfam:PF07707,ProSiteProfiles:PS50097,SMART:SM00225,SMART:SM00875,SUPERFAMILY:SSF54695;"
Contig3418,1,15504,"ID=OLUR_00010508;Name=OLUR_00010508;Alias=maker-Contig3418-snap-gene-0.4;Note=Similar to STK40: Serine/threonine-protein kinase 40 (Gallus gallus OX%3D9031);Dbxref=CDD:cd13974,Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR024236,MobiDBLite:mobidb-lite,Pfam:PF00069,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468;",2.457137066132529e-6,3.867697873055761e-5,ID=OLUR_00010508;,NA,Name=OLUR_00010508;,Alias=maker-Contig3418-snap-gene-0.4;,NA,NA,Note=Similar to STK40: Serine/threonine-protein kinase 40 (Gallus gallus OX%3D9031);,"Ontology_term=GO:0004672,GO:0005524,GO:0006468;","Dbxref=CDD:cd13974,Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR024236,MobiDBLite:mobidb-lite,Pfam:PF00069,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;"
Contig34342,4109,16952,ID=OLUR_00013709;Name=OLUR_00013709;Alias=maker-Contig34342-snap-gene-0.3;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,1.9375225247596898e-8,4.7472264429280226e-7,ID=OLUR_00013709;,NA,Name=OLUR_00013709;,Alias=maker-Contig34342-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig34596,10571,27315,ID=OLUR_00006369;Name=OLUR_00006369;Alias=maker-Contig34596-snap-gene-0.4;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,3.178045394104432e-12,9.869185929288646e-11,ID=OLUR_00006369;,NA,Name=OLUR_00006369;,Alias=maker-Contig34596-snap-gene-0.4;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig35326,5997,13100,ID=OLUR_00016546;Name=OLUR_00016546;Alias=maker-Contig35326-snap-gene-0.2;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.01073506812132163,0.04687158898530185,ID=OLUR_00016546;,NA,Name=OLUR_00016546;,Alias=maker-Contig35326-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig35838,2968,24698,"ID=OLUR_00008523;Name=OLUR_00008523;Alias=maker-Contig35838-snap-gene-0.3;Note=Similar to STRN3: Striatin-3 (Bos taurus OX%3D9913);Dbxref=CDD:cd00200,Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472,InterPro:IPR036322,MobiDBLite:mobidb-lite,PRINTS:PR00320,Pfam:PF00400,ProSitePatterns:PS00678,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00320,SUPERFAMILY:SSF50978;Ontology_term=GO:0005515;",3.475938004612159e-10,9.57017707661602e-9,ID=OLUR_00008523;,NA,Name=OLUR_00008523;,Alias=maker-Contig35838-snap-gene-0.3;,NA,NA,Note=Similar to STRN3: Striatin-3 (Bos taurus OX%3D9913);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00200,Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472,InterPro:IPR036322,MobiDBLite:mobidb-lite,PRINTS:PR00320,Pfam:PF00400,ProSitePatterns:PS00678,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00320,SUPERFAMILY:SSF50978;"
Contig36016,1313,25853,"ID=OLUR_00004653;Name=OLUR_00004653;Alias=maker-Contig36016-snap-gene-0.5;Note=Similar to THOC2: THO complex subunit 2 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,InterPro:IPR021418,MobiDBLite:mobidb-lite,Pfam:PF11262;",1.7364309651656091e-6,2.7603739866878693e-5,ID=OLUR_00004653;,NA,Name=OLUR_00004653;,Alias=maker-Contig36016-snap-gene-0.5;,NA,NA,Note=Similar to THOC2: THO complex subunit 2 (Homo sapiens OX%3D9606);,NA,"Dbxref=Coils:Coil,InterPro:IPR021418,MobiDBLite:mobidb-lite,Pfam:PF11262;"
Contig36080,1,10025,ID=OLUR_00011182;Name=OLUR_00011182;Alias=maker-Contig36080-snap-gene-0.4;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,4.370321121036734e-13,1.4650632979810172e-11,ID=OLUR_00011182;,NA,Name=OLUR_00011182;,Alias=maker-Contig36080-snap-gene-0.4;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig36525,1,28767,ID=OLUR_00005763;Name=OLUR_00005763;Alias=maker-Contig36525-snap-gene-0.2;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,7.429034848131385e-4,0.005835434039532221,ID=OLUR_00005763;,NA,Name=OLUR_00005763;,Alias=maker-Contig36525-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig36584,1,10082,ID=OLUR_00020951;Name=OLUR_00020951;Alias=maker-Contig36584-snap-gene-0.2;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.002324710762646667,0.01365395327987153,ID=OLUR_00020951;,NA,Name=OLUR_00020951;,Alias=maker-Contig36584-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig37183,1,8654,ID=OLUR_00022806;Name=OLUR_00022806;Alias=maker-Contig37183-snap-gene-0.2;Note=Protein of unknown function;,0.00246827946623864,0.014186409672527964,ID=OLUR_00022806;,NA,Name=OLUR_00022806;,Alias=maker-Contig37183-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig37656,17451,39752,"ID=OLUR_00003303;Name=OLUR_00003303;Alias=maker-Contig37656-snap-gene-0.4;Note=Similar to ARHGAP21: Rho GTPase-activating protein 21 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.555.10,Gene3D:G3DSA:2.30.29.30,InterPro:IPR000198,InterPro:IPR001605,InterPro:IPR001849,InterPro:IPR008936,InterPro:IPR011993,MobiDBLite:mobidb-lite,PRINTS:PR00683,Pfam:PF00620,Pfam:PF15410,ProSiteProfiles:PS50003,ProSiteProfiles:PS50238,SMART:SM00233,SMART:SM00324,SUPERFAMILY:SSF48350,SUPERFAMILY:SSF50729;Ontology_term=GO:0005515,GO:0005543,GO:0007165;",0.0068771652190058605,0.03335341872559017,ID=OLUR_00003303;,NA,Name=OLUR_00003303;,Alias=maker-Contig37656-snap-gene-0.4;,NA,NA,Note=Similar to ARHGAP21: Rho GTPase-activating protein 21 (Homo sapiens OX%3D9606);,"Ontology_term=GO:0005515,GO:0005543,GO:0007165;","Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.555.10,Gene3D:G3DSA:2.30.29.30,InterPro:IPR000198,InterPro:IPR001605,InterPro:IPR001849,InterPro:IPR008936,InterPro:IPR011993,MobiDBLite:mobidb-lite,PRINTS:PR00683,Pfam:PF00620,Pfam:PF15410,ProSiteProfiles:PS50003,ProSiteProfiles:PS50238,SMART:SM00233,SMART:SM00324,SUPERFAMILY:SSF48350,SUPERFAMILY:SSF50729;"
Contig38061,6157,15740,"ID=OLUR_00013310;Name=OLUR_00013310;Alias=snap_masked-Contig38061-processed-gene-0.1;Note=Similar to FMRFamide-activated amiloride-sensitive sodium channel (Helix aspersa OX%3D6535);Dbxref=Coils:Coil,InterPro:IPR001873,MobiDBLite:mobidb-lite,PRINTS:PR01078,Pfam:PF00858;Ontology_term=GO:0005272,GO:0006814,GO:0016020;",0.001370033061190898,0.009004679972322785,ID=OLUR_00013310;,NA,Name=OLUR_00013310;,Alias=snap_masked-Contig38061-processed-gene-0.1;,NA,NA,Note=Similar to FMRFamide-activated amiloride-sensitive sodium channel (Helix aspersa OX%3D6535);,"Ontology_term=GO:0005272,GO:0006814,GO:0016020;","Dbxref=Coils:Coil,InterPro:IPR001873,MobiDBLite:mobidb-lite,PRINTS:PR01078,Pfam:PF00858;"
Contig38252,1,19621,"ID=OLUR_00007284;Name=OLUR_00007284;Alias=maker-Contig38252-snap-gene-0.6;Note=Similar to Ddr2: Discoidin domain-containing receptor 2 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:2.60.120.1190,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000421,InterPro:IPR008979,Pfam:PF00754,ProSitePatterns:PS01285,ProSiteProfiles:PS50022,SUPERFAMILY:SSF49785;",0.0019065563578062215,0.011887415983457935,ID=OLUR_00007284;,NA,Name=OLUR_00007284;,Alias=maker-Contig38252-snap-gene-0.6;,NA,NA,Note=Similar to Ddr2: Discoidin domain-containing receptor 2 (Mus musculus OX%3D10090);,NA,"Dbxref=Gene3D:G3DSA:2.60.120.1190,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000421,InterPro:IPR008979,Pfam:PF00754,ProSitePatterns:PS01285,ProSiteProfiles:PS50022,SUPERFAMILY:SSF49785;"
Contig38804,1,3831,"ID=OLUR_00028960;Name=OLUR_00028960;Alias=snap_masked-Contig38804-processed-gene-0.0;Note=Protein of unknown function;Dbxref=InterPro:IPR029526,Pfam:PF13843;",6.757663840959489e-5,7.12448526663877e-4,ID=OLUR_00028960;,NA,Name=OLUR_00028960;,Alias=snap_masked-Contig38804-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=InterPro:IPR029526,Pfam:PF13843;"
Contig40,8415,23464,"ID=OLUR_00000591;Name=OLUR_00000591;Alias=maker-Contig40-snap-gene-0.4;Note=Similar to Top3b: DNA topoisomerase 3-beta-1 (Mus musculus OX%3D10090);Dbxref=CDD:cd00186,Gene3D:G3DSA:1.10.290.10,Gene3D:G3DSA:1.10.460.10,InterPro:IPR003602,InterPro:IPR013497,InterPro:IPR013824,InterPro:IPR013826,InterPro:IPR023405,InterPro:IPR023406,Pfam:PF01131,ProSitePatterns:PS00396,SMART:SM00437,SUPERFAMILY:SSF56712;Ontology_term=GO:0003677,GO:0003916,GO:0003917,GO:0006265;",2.0223391371499582e-4,0.0017746967324036654,ID=OLUR_00000591;,NA,Name=OLUR_00000591;,Alias=maker-Contig40-snap-gene-0.4;,NA,NA,Note=Similar to Top3b: DNA topoisomerase 3-beta-1 (Mus musculus OX%3D10090);,"Ontology_term=GO:0003677,GO:0003916,GO:0003917,GO:0006265;","Dbxref=CDD:cd00186,Gene3D:G3DSA:1.10.290.10,Gene3D:G3DSA:1.10.460.10,InterPro:IPR003602,InterPro:IPR013497,InterPro:IPR013824,InterPro:IPR013826,InterPro:IPR023405,InterPro:IPR023406,Pfam:PF01131,ProSitePatterns:PS00396,SMART:SM00437,SUPERFAMILY:SSF56712;"
Contig40218,1203,6323,ID=OLUR_00026000;Name=OLUR_00026000;Alias=maker-Contig40218-snap-gene-0.4;Note=Similar to UBR5: E3 ubiquitin-protein ligase UBR5 (Homo sapiens OX%3D9606);Dbxref=MobiDBLite:mobidb-lite;,0.0028477264208981172,0.015844433391830358,ID=OLUR_00026000;,NA,Name=OLUR_00026000;,Alias=maker-Contig40218-snap-gene-0.4;,NA,NA,Note=Similar to UBR5: E3 ubiquitin-protein ligase UBR5 (Homo sapiens OX%3D9606);,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig4078,1,8082,"ID=OLUR_00023589;Name=OLUR_00023589;Alias=maker-Contig4078-snap-gene-0.3;Note=Protein of unknown function;Dbxref=Coils:Coil,InterPro:IPR009030,InterPro:IPR011641,MobiDBLite:mobidb-lite,SMART:SM01411,SUPERFAMILY:SSF57184,SUPERFAMILY:SSF57586;",9.846832478843255e-15,3.5220009741291146e-13,ID=OLUR_00023589;,NA,Name=OLUR_00023589;,Alias=maker-Contig4078-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=Coils:Coil,InterPro:IPR009030,InterPro:IPR011641,MobiDBLite:mobidb-lite,SMART:SM01411,SUPERFAMILY:SSF57184,SUPERFAMILY:SSF57586;"
Contig41429,1,12640,"ID=OLUR_00017945;Name=OLUR_00017945;Alias=maker-Contig41429-snap-gene-0.2;Note=Protein of unknown function;Dbxref=InterPro:IPR002557,InterPro:IPR009030,InterPro:IPR011641,ProSiteProfiles:PS50940,SMART:SM01411,SUPERFAMILY:SSF57184;Ontology_term=GO:0005576,GO:0006030,GO:0008061;",1.3457168915551088e-6,2.1781583303312187e-5,ID=OLUR_00017945;,NA,Name=OLUR_00017945;,Alias=maker-Contig41429-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,"Ontology_term=GO:0005576,GO:0006030,GO:0008061;","Dbxref=InterPro:IPR002557,InterPro:IPR009030,InterPro:IPR011641,ProSiteProfiles:PS50940,SMART:SM01411,SUPERFAMILY:SSF57184;"
Contig41684,6776,14299,"ID=OLUR_00016224;Name=OLUR_00016224;Alias=maker-Contig41684-snap-gene-0.1;Note=Similar to Klhl24: Kelch-like protein 24 (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd14735,Gene3D:G3DSA:1.25.40.420,Gene3D:G3DSA:2.120.10.80,Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR006652,InterPro:IPR011333,InterPro:IPR011705,InterPro:IPR015915,Pfam:PF00651,Pfam:PF01344,Pfam:PF07707,SMART:SM00612,SMART:SM00875,SUPERFAMILY:SSF117281,SUPERFAMILY:SSF54695;Ontology_term=GO:0005515;",7.062031566609678e-12,2.1191384611114883e-10,ID=OLUR_00016224;,NA,Name=OLUR_00016224;,Alias=maker-Contig41684-snap-gene-0.1;,NA,NA,Note=Similar to Klhl24: Kelch-like protein 24 (Rattus norvegicus OX%3D10116);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd14735,Gene3D:G3DSA:1.25.40.420,Gene3D:G3DSA:2.120.10.80,Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR006652,InterPro:IPR011333,InterPro:IPR011705,InterPro:IPR015915,Pfam:PF00651,Pfam:PF01344,Pfam:PF07707,SMART:SM00612,SMART:SM00875,SUPERFAMILY:SSF117281,SUPERFAMILY:SSF54695;"
Contig419,30958,43937,"ID=OLUR_00002503;Name=OLUR_00002503;Alias=maker-Contig419-snap-gene-0.8;Note=Similar to setdb1: Histone-lysine N-methyltransferase SETDB1 (Xenopus laevis OX%3D8355);Dbxref=Gene3D:G3DSA:2.170.270.10,InterPro:IPR001214,InterPro:IPR003616,MobiDBLite:mobidb-lite,Pfam:PF00856,ProSiteProfiles:PS50280,ProSiteProfiles:PS50868,SMART:SM00317,SUPERFAMILY:SSF82199;Ontology_term=GO:0005515;",1.1942299842563652e-4,0.0011693469782410376,ID=OLUR_00002503;,NA,Name=OLUR_00002503;,Alias=maker-Contig419-snap-gene-0.8;,NA,NA,Note=Similar to setdb1: Histone-lysine N-methyltransferase SETDB1 (Xenopus laevis OX%3D8355);,Ontology_term=GO:0005515;,"Dbxref=Gene3D:G3DSA:2.170.270.10,InterPro:IPR001214,InterPro:IPR003616,MobiDBLite:mobidb-lite,Pfam:PF00856,ProSiteProfiles:PS50280,ProSiteProfiles:PS50868,SMART:SM00317,SUPERFAMILY:SSF82199;"
Contig4202,1,9128,ID=OLUR_00020954;Name=OLUR_00020954;Alias=maker-Contig4202-snap-gene-0.2;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,1.097929609374039e-5,1.4859141943082433e-4,ID=OLUR_00020954;,NA,Name=OLUR_00020954;,Alias=maker-Contig4202-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig42678,1,25021,"ID=OLUR_00008365;Name=OLUR_00008365;Alias=maker-Contig42678-snap-gene-0.4;Note=Similar to UNC79: Protein unc-79 homolog (Homo sapiens OX%3D9606);Dbxref=MobiDBLite:mobidb-lite,Pfam:PF14776;",9.005243216011076e-19,1.3951464263068812e-16,ID=OLUR_00008365;,NA,Name=OLUR_00008365;,Alias=maker-Contig42678-snap-gene-0.4;,NA,NA,Note=Similar to UNC79: Protein unc-79 homolog (Homo sapiens OX%3D9606);,NA,"Dbxref=MobiDBLite:mobidb-lite,Pfam:PF14776;"
Contig42707,731,11411,"ID=OLUR_00019398;Name=OLUR_00019398;Alias=maker-Contig42707-snap-gene-0.2;Note=Similar to Klhl8: Kelch-like protein 8 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR011333,MobiDBLite:mobidb-lite,Pfam:PF00651,ProSiteProfiles:PS50097,SMART:SM00225,SUPERFAMILY:SSF54695;Ontology_term=GO:0005515;",1.911359723304572e-7,3.896644809953239e-6,ID=OLUR_00019398;,NA,Name=OLUR_00019398;,Alias=maker-Contig42707-snap-gene-0.2;,NA,NA,Note=Similar to Klhl8: Kelch-like protein 8 (Mus musculus OX%3D10090);,Ontology_term=GO:0005515;,"Dbxref=Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR011333,MobiDBLite:mobidb-lite,Pfam:PF00651,ProSiteProfiles:PS50097,SMART:SM00225,SUPERFAMILY:SSF54695;"
Contig42944,2959,16683,"ID=OLUR_00013924;Name=OLUR_00013924;Alias=maker-Contig42944-snap-gene-0.2;Note=Similar to Nr2c2: Nuclear receptor subfamily 2 group C member 2 (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd06952,Coils:Coil,Gene3D:G3DSA:1.10.565.10,InterPro:IPR000536,InterPro:IPR001723,InterPro:IPR035500,PRINTS:PR00398,Pfam:PF00104,ProSiteProfiles:PS51843,SMART:SM00430,SUPERFAMILY:SSF48508;Ontology_term=GO:0003677,GO:0003707,GO:0005634,GO:0006355;",8.373468541892605e-4,0.006383275923657807,ID=OLUR_00013924;,NA,Name=OLUR_00013924;,Alias=maker-Contig42944-snap-gene-0.2;,NA,NA,Note=Similar to Nr2c2: Nuclear receptor subfamily 2 group C member 2 (Rattus norvegicus OX%3D10116);,"Ontology_term=GO:0003677,GO:0003707,GO:0005634,GO:0006355;","Dbxref=CDD:cd06952,Coils:Coil,Gene3D:G3DSA:1.10.565.10,InterPro:IPR000536,InterPro:IPR001723,InterPro:IPR035500,PRINTS:PR00398,Pfam:PF00104,ProSiteProfiles:PS51843,SMART:SM00430,SUPERFAMILY:SSF48508;"
Contig44633,2183,21821,"ID=OLUR_00009493;Name=OLUR_00009493;Alias=maker-Contig44633-snap-gene-0.5;Note=Protein of unknown function;Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",0.0014880304678052407,0.009614596861335152,ID=OLUR_00009493;,NA,Name=OLUR_00009493;,Alias=maker-Contig44633-snap-gene-0.5;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig44825,9699,16008,ID=OLUR_00008028;Name=OLUR_00008028;Alias=snap_masked-Contig44825-processed-gene-0.1;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,1.3015425606852663e-4,0.0012429033368546308,ID=OLUR_00008028;,NA,Name=OLUR_00008028;,Alias=snap_masked-Contig44825-processed-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig44825,12202,17728,"ID=OLUR_00008029;Name=OLUR_00008029;Alias=snap_masked-Contig44825-processed-gene-0.2;Note=Similar to Dag1: Dystroglycan (Mus musculus OX%3D10090);Dbxref=InterPro:IPR008465,InterPro:IPR030398,MobiDBLite:mobidb-lite,Pfam:PF05454,ProSiteProfiles:PS51699;Ontology_term=GO:0007016,GO:0016010;",1.3015425606852663e-4,0.0012429033368546308,ID=OLUR_00008029;,NA,Name=OLUR_00008029;,Alias=snap_masked-Contig44825-processed-gene-0.2;,NA,NA,Note=Similar to Dag1: Dystroglycan (Mus musculus OX%3D10090);,"Ontology_term=GO:0007016,GO:0016010;","Dbxref=InterPro:IPR008465,InterPro:IPR030398,MobiDBLite:mobidb-lite,Pfam:PF05454,ProSiteProfiles:PS51699;"
Contig45431,1,12522,"ID=OLUR_00018078;Name=OLUR_00018078;Alias=maker-Contig45431-snap-gene-0.1;Note=Similar to Ccdc66: Coiled-coil domain-containing protein 66 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite,Pfam:PF15236;",4.669773672213163e-7,7.873865445880183e-6,ID=OLUR_00018078;,NA,Name=OLUR_00018078;,Alias=maker-Contig45431-snap-gene-0.1;,NA,NA,Note=Similar to Ccdc66: Coiled-coil domain-containing protein 66 (Mus musculus OX%3D10090);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite,Pfam:PF15236;"
Contig45506,5918,16055,"ID=OLUR_00014494;Name=OLUR_00014494;Alias=maker-Contig45506-snap-gene-0.4;Note=Similar to eif3l: Eukaryotic translation initiation factor 3 subunit L (Danio rerio OX%3D7955);Dbxref=Hamap:MF_03011,InterPro:IPR000717,InterPro:IPR019382,Pfam:PF10255,ProSiteProfiles:PS50250;Ontology_term=GO:0003743,GO:0005737,GO:0005852;",2.618536367873821e-4,0.002255883159075812,ID=OLUR_00014494;,NA,Name=OLUR_00014494;,Alias=maker-Contig45506-snap-gene-0.4;,NA,NA,Note=Similar to eif3l: Eukaryotic translation initiation factor 3 subunit L (Danio rerio OX%3D7955);,"Ontology_term=GO:0003743,GO:0005737,GO:0005852;","Dbxref=Hamap:MF_03011,InterPro:IPR000717,InterPro:IPR019382,Pfam:PF10255,ProSiteProfiles:PS50250;"
Contig46712,1,6283,"ID=OLUR_00026070;Name=OLUR_00026070;Alias=maker-Contig46712-snap-gene-0.1;Note=Similar to NOTCH2: Neurogenic locus notch homolog protein 2 (Homo sapiens OX%3D9606);Dbxref=CDD:cd00204,Gene3D:G3DSA:1.25.40.20,Gene3D:G3DSA:3.30.300.320,Gene3D:G3DSA:3.30.70.3310,InterPro:IPR000800,InterPro:IPR002110,InterPro:IPR010660,InterPro:IPR020683,InterPro:IPR024600,InterPro:IPR035993,InterPro:IPR036770,MobiDBLite:mobidb-lite,PRINTS:PR01452,PRINTS:PR01983,Pfam:PF00066,Pfam:PF06816,Pfam:PF11936,Pfam:PF12796,Pfam:PF13857,ProSiteProfiles:PS50088,ProSiteProfiles:PS50258,ProSiteProfiles:PS50297,SMART:SM00004,SMART:SM00248,SMART:SM01334,SMART:SM01338,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF90193;Ontology_term=GO:0005515,GO:0016021,GO:0030154;",1.1385730737811532e-4,0.0011360208551848816,ID=OLUR_00026070;,NA,Name=OLUR_00026070;,Alias=maker-Contig46712-snap-gene-0.1;,NA,NA,Note=Similar to NOTCH2: Neurogenic locus notch homolog protein 2 (Homo sapiens OX%3D9606);,"Ontology_term=GO:0005515,GO:0016021,GO:0030154;","Dbxref=CDD:cd00204,Gene3D:G3DSA:1.25.40.20,Gene3D:G3DSA:3.30.300.320,Gene3D:G3DSA:3.30.70.3310,InterPro:IPR000800,InterPro:IPR002110,InterPro:IPR010660,InterPro:IPR020683,InterPro:IPR024600,InterPro:IPR035993,InterPro:IPR036770,MobiDBLite:mobidb-lite,PRINTS:PR01452,PRINTS:PR01983,Pfam:PF00066,Pfam:PF06816,Pfam:PF11936,Pfam:PF12796,Pfam:PF13857,ProSiteProfiles:PS50088,ProSiteProfiles:PS50258,ProSiteProfiles:PS50297,SMART:SM00004,SMART:SM00248,SMART:SM01334,SMART:SM01338,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF90193;"
Contig46867,3350,23701,"ID=OLUR_00009064;Name=OLUR_00009064;Alias=snap_masked-Contig46867-processed-gene-0.1;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:1.20.1070.10,InterPro:IPR000832,Pfam:PF00002;Ontology_term=GO:0004930,GO:0007186,GO:0016021;",0.004276699336234996,0.022063692905289624,ID=OLUR_00009064;,NA,Name=OLUR_00009064;,Alias=snap_masked-Contig46867-processed-gene-0.1;,NA,NA,Note=Protein of unknown function;,"Ontology_term=GO:0004930,GO:0007186,GO:0016021;","Dbxref=Gene3D:G3DSA:1.20.1070.10,InterPro:IPR000832,Pfam:PF00002;"
Contig49180,7039,12647,"ID=OLUR_00017936;Name=OLUR_00017936;Alias=snap_masked-Contig49180-processed-gene-0.0;Note=Similar to NFX1: Transcriptional repressor NF-X1 (Homo sapiens OX%3D9606);Dbxref=CDD:cd16696,Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50089,SUPERFAMILY:SSF57850;",3.014095319891555e-7,5.918855809551749e-6,ID=OLUR_00017936;,NA,Name=OLUR_00017936;,Alias=snap_masked-Contig49180-processed-gene-0.0;,NA,NA,Note=Similar to NFX1: Transcriptional repressor NF-X1 (Homo sapiens OX%3D9606);,NA,"Dbxref=CDD:cd16696,Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50089,SUPERFAMILY:SSF57850;"
Contig51440,1,10152,"ID=OLUR_00020878;Name=OLUR_00020878;Alias=maker-Contig51440-snap-gene-0.2;Note=Similar to FH20: Formin-like protein 20 (Arabidopsis thaliana OX%3D3702);Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.58.2220,InterPro:IPR015425,MobiDBLite:mobidb-lite,Pfam:PF02181,ProSiteProfiles:PS51444,SUPERFAMILY:SSF101447;",0.0025300292755310897,0.014305289030031821,ID=OLUR_00020878;,NA,Name=OLUR_00020878;,Alias=maker-Contig51440-snap-gene-0.2;,NA,NA,Note=Similar to FH20: Formin-like protein 20 (Arabidopsis thaliana OX%3D3702);,NA,"Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.58.2220,InterPro:IPR015425,MobiDBLite:mobidb-lite,Pfam:PF02181,ProSiteProfiles:PS51444,SUPERFAMILY:SSF101447;"
