id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0	alpha1	se_alpha1	qvalues	pvalues	significant	chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18
Contig555854557	18	3.069e-01	-6.321e-01	1.361e-01	3.416e-06	6.088e-01	2.816e-01	1.270e+01	1.918e+01	9.751e+00	2.884e+00	4.102e+00	6.656e-01	0.0197233100041112	3.416e-06	TRUE	Contig55585	4557	4557	+	8	8	0	5	5	0	10	10	0	8	7	1	3	2	1	6	6	0	10	10	0	11	11	0	11	11	0	12	12	0	3	3	0	9	8	1	10	10	0	15	15	0	14	12	2	14	13	1	6	5	1	10	10	0
Contig5584110469	18	2.354e-01	-5.501e-01	1.401e-01	8.584e-05	7.578e-01	2.256e-01	2.648e+01	2.882e+01	1.187e+01	2.866e+00	3.043e+00	8.161e-01	0.0987035731551951	8.584e-05	TRUE	Contig55841	10469	10469	+	10	10	0	9	9	0	11	11	0	10	10	0	14	14	0	5	5	0	17	17	0	13	13	0	14	14	0	10	10	0	7	7	0	13	13	0	15	14	1	13	13	0	16	15	1	10	9	1	4	4	0	17	17	0
Contig559367221	18	3.351e-01	-4.777e-01	1.167e-01	4.244e-05	5.625e-01	2.819e-01	3.524e+00	6.849e+00	9.423e+00	1.632e+00	2.385e+00	8.012e-01	0.067449482588055	4.244e-05	TRUE	Contig55936	7221	7221	+	18	18	0	11	11	0	17	16	1	9	7	2	13	9	4	7	7	0	14	14	0	22	21	1	8	8	0	44	44	0	4	4	0	20	19	1	26	24	2	24	23	1	23	15	8	38	36	2	25	25	0	19	19	0
Contig572013558	18	2.326e-01	7.020e-01	1.746e-01	5.81e-05	7.696e-01	2.378e-01	3.107e+01	2.958e+01	-6.667e+00	3.294e+00	-1.327e+00	6.266e-01	0.0829114613924569	5.81e-05	TRUE	Contig57201	3558	3558	+	5	5	0	7	6	1	7	7	0	5	5	0	4	4	0	2	2	0	8	7	1	4	4	0	8	8	0	2	2	0	3	3	0	9	6	3	6	6	0	14	14	0	5	5	0	5	5	0	5	5	0	10	9	1
Contig586971956	18	1.431e-01	-4.218e-01	9.342e-02	6.345e-06	9.513e-01	6.567e-02	9.074e+01	3.495e+01	1.183e+01	2.484e+00	2.518e+00	5.162e-01	0.0272778792563755	6.345e-06	TRUE	Contig58697	1956	1956	+	12	12	0	10	9	1	8	3	5	10	9	1	4	2	2	11	9	2	2	1	1	9	8	1	12	12	0	11	10	1	6	6	0	17	17	0	8	3	5	8	8	0	9	9	0	7	6	1	5	5	0	11	11	0
Contig598941441	18	2.989e-01	-4.029e-01	8.494e-02	2.102e-06	7.517e-01	2.153e-01	5.133e+00	9.358e+00	6.340e+00	1.430e+00	2.968e+00	6.285e-01	0.0149853733316375	2.102e-06	TRUE	Contig59894	1441	1441	+	8	8	0	17	17	0	14	13	1	12	12	0	15	13	2	11	10	1	19	19	0	11	10	1	18	16	2	24	23	1	8	8	0	20	19	1	23	22	1	20	18	2	28	26	2	16	14	2	21	21	0	20	20	0
Contig609495472	18	2.843e-01	7.237e-01	1.150e-01	3.067e-10	7.970e-01	2.095e-01	1.118e+01	1.863e+01	-8.490e+00	2.350e+00	-1.452e+00	8.226e-01	7.65273501562621e-05	3.067e-10	TRUE	Contig60949	5472	5472	+	14	8	6	10	10	0	7	7	0	8	8	0	8	8	0	7	7	0	10	10	0	8	6	2	13	12	1	10	9	1	9	9	0	8	8	0	6	6	0	11	11	0	6	6	0	9	9	0	9	9	0	7	7	0
Contig6108137475	18	2.250e-01	-6.483e-01	1.624e-01	6.558e-05	8.079e-01	2.327e-01	3.916e+01	3.506e+01	9.211e+00	3.028e+00	5.290e+00	1.048e+00	0.0881766485019354	6.558e-05	TRUE	Contig61081	37475	37475	+	6	6	0	6	6	0	5	4	1	4	3	1	6	5	1	2	2	0	7	7	0	3	3	0	10	10	0	4	4	0	4	4	0	7	7	0	11	10	1	11	11	0	9	9	0	11	10	1	9	9	0	7	7	0
Contig620581011	18	1.709e-01	-5.181e-01	1.144e-01	5.873e-06	8.137e-01	7.557e-02	7.920e+01	3.686e+01	1.618e+01	3.091e+00	1.247e+00	6.831e-01	0.0261682616486403	5.873e-06	TRUE	Contig62058	1011	1011	+	17	17	0	14	14	0	16	15	1	23	23	0	13	13	0	12	12	0	19	19	0	17	15	2	22	22	0	32	32	0	48	46	2	16	16	0	31	30	1	36	32	4	33	31	2	34	33	1	24	24	0	16	16	0
Contig6234868	18	2.571e-01	6.271e-01	1.475e-01	2.12e-05	7.659e-01	2.053e-01	1.540e+01	1.940e+01	-7.067e+00	2.553e+00	-1.345e+00	4.665e-01	0.0489795741801241	2.12e-05	TRUE	Contig6234	868	868	+	15	11	4	16	15	1	9	9	0	10	9	1	10	10	0	9	9	0	9	9	0	10	10	0	19	18	1	10	8	2	2	2	0	23	15	8	17	16	1	16	16	0	6	6	0	8	8	0	6	5	1	10	8	2
Contig6307294169	18	2.590e-01	-4.266e-01	9.495e-02	7.048e-06	7.957e-01	2.064e-01	1.388e+01	2.209e+01	9.675e+00	2.320e+00	2.157e+00	4.544e-01	0.0288337132591517	7.048e-06	TRUE	Contig630729	4169	4169	+	20	20	0	27	26	1	28	27	1	25	25	0	10	8	2	10	9	1	28	27	1	12	12	0	30	30	0	17	17	0	7	6	1	16	16	0	15	15	0	33	33	0	27	25	2	37	34	3	18	18	0	16	16	0
Contig639245321	18	1.805e-01	-3.723e-01	8.939e-02	3.116e-05	9.420e-01	6.365e-02	5.080e+01	3.164e+01	8.942e+00	2.287e+00	1.600e+00	4.505e-01	0.0584586400187572	3.116e-05	TRUE	Contig63924	5321	5321	+	10	10	0	13	11	2	10	3	7	8	8	0	7	3	4	11	11	0	4	2	2	16	15	1	17	17	0	13	13	0	14	14	0	6	6	0	10	8	2	26	24	2	16	10	6	22	20	2	12	11	1	7	7	0
Contig646713576	18	3.515e-01	6.015e-01	1.388e-01	1.459e-05	6.417e-01	2.624e-01	3.873e+00	5.963e+00	-7.959e+00	2.566e+00	-4.140e-01	7.037e-01	0.0428291313135988	1.459e-05	TRUE	Contig64671	3576	3576	+	10	7	3	10	10	0	9	9	0	18	17	1	11	11	0	7	7	0	16	15	1	11	11	0	8	7	1	16	16	0	8	8	0	12	8	4	18	18	0	16	16	0	14	14	0	13	13	0	15	15	0	14	14	0
Contig64894654	18	3.397e-01	3.791e-01	9.538e-02	7.068e-05	6.504e-01	2.562e-01	5.673e+00	1.266e+01	-3.780e+00	1.689e+00	-9.858e-01	3.137e-01	0.0918540292672774	7.068e-05	TRUE	Contig64894	654	654	+	19	12	7	7	7	0	8	8	0	12	12	0	10	9	1	9	8	1	10	9	1	16	15	1	18	12	6	9	8	1	9	9	0	7	5	2	7	6	1	24	24	0	14	14	0	27	26	1	9	8	1	12	8	4
Contig650198027	18	2.385e-01	-7.440e-01	1.802e-01	3.656e-05	7.158e-01	2.552e-01	3.451e+01	3.262e+01	8.337e+00	3.159e+00	5.393e+00	1.174e+00	0.0618839140725134	3.656e-05	TRUE	Contig65019	8027	8027	+	8	8	0	6	6	0	8	5	3	5	5	0	10	7	3	2	2	0	8	8	0	6	6	0	6	5	1	6	6	0	11	11	0	2	0	2	12	11	1	10	9	1	15	14	1	11	9	2	12	10	2	3	3	0
Contig66124714	18	1.882e-01	1.123e+00	2.761e-01	4.747e-05	7.602e-01	2.012e-01	7.932e+01	4.078e+01	-1.080e+01	4.240e+00	-8.310e+00	2.279e+00	0.0735692375845813	4.747e-05	TRUE	Contig6612	4714	4714	+	5	0	5	4	0	4	5	0	5	6	0	6	3	0	3	2	0	2	8	0	8	3	0	3	9	0	9	2	0	2	3	0	3	9	0	9	11	0	11	11	0	11	10	0	10	23	17	6	12	8	4	2	0	2
Contig6619317973	18	3.045e-01	-3.539e-01	7.416e-02	1.823e-06	7.728e-01	2.216e-01	4.909e+00	8.545e+00	5.687e+00	1.197e+00	2.109e+00	5.061e-01	0.0140335301390187	1.823e-06	TRUE	Contig66193	17973	17973	+	13	13	0	13	11	2	14	12	2	4	2	2	17	13	4	15	14	1	11	10	1	11	9	2	15	13	2	24	23	1	19	18	1	14	13	1	29	23	6	28	19	9	18	12	6	16	11	5	20	19	1	17	17	0
Contig663622417	18	2.623e-01	4.286e-01	9.858e-02	1.379e-05	7.483e-01	2.455e-01	1.104e+01	1.679e+01	-2.759e+00	1.792e+00	-1.172e+00	4.683e-01	0.0416966600016246	1.379e-05	TRUE	Contig66362	2417	2417	+	14	13	1	10	9	1	10	10	0	13	13	0	11	11	0	7	7	0	20	19	1	11	11	0	17	16	1	11	11	0	15	14	1	9	8	1	20	19	1	22	22	0	25	25	0	17	17	0	24	23	1	12	11	1
Contig6636712761	18	2.941e-01	-6.246e-01	1.355e-01	4.026e-06	5.780e-01	2.749e-01	7.304e+00	1.042e+01	1.059e+01	2.309e+00	3.621e+00	8.188e-01	0.0218383005435925	4.026e-06	TRUE	Contig66367	12761	12761	+	12	12	0	2	2	0	8	6	2	5	5	0	4	3	1	2	2	0	12	12	0	5	5	0	7	7	0	9	9	0	13	13	0	4	4	0	13	11	2	18	17	1	12	11	1	12	10	2	4	4	0	2	2	0
Contig664503778	18	3.112e-01	4.250e-01	1.016e-01	2.887e-05	6.688e-01	2.669e-01	4.970e+00	8.799e+00	-3.415e+00	1.579e+00	-6.839e-01	5.893e-01	0.0571714409668537	2.887e-05	TRUE	Contig66450	3778	3778	+	18	17	1	14	14	0	13	13	0	14	14	0	10	10	0	8	8	0	20	19	1	16	16	0	21	20	1	16	16	0	23	23	0	16	15	1	25	25	0	32	32	0	30	30	0	32	32	0	21	20	1	23	23	0
Contig670752377	18	1.634e-01	-8.577e-01	1.716e-01	5.762e-07	9.410e-01	7.040e-02	5.936e+01	3.262e+01	8.967e+00	2.786e+00	5.463e+00	1.317e+00	0.00718863044669681	5.762e-07	TRUE	Contig67075	2377	2377	+	3	3	0	10	1	9	10	0	10	8	1	7	5	0	5	6	5	1	10	4	6	7	7	0	10	5	5	11	11	0	4	4	0	8	8	0	15	15	0	20	20	0	21	5	16	8	7	1	11	10	1	8	8	0
Contig677954368	18	2.835e-01	5.195e-01	1.312e-01	7.539e-05	6.820e-01	2.285e-01	6.699e+00	1.023e+01	-6.797e+00	2.243e+00	-8.003e-01	4.492e-01	0.092715206404854	7.539e-05	TRUE	Contig67795	4368	4368	+	15	9	6	18	11	7	16	15	1	16	12	4	13	13	0	16	15	1	17	13	4	20	19	1	23	20	3	5	4	1	4	4	0	13	7	6	13	12	1	15	14	1	8	8	0	9	9	0	8	8	0	20	18	2
Contig685763883	18	1.930e-01	5.899e-01	1.425e-01	3.478e-05	8.704e-01	8.428e-02	5.500e+01	3.395e+01	-5.935e+00	2.827e+00	-1.540e+00	5.975e-01	0.0600737504683924	3.478e-05	TRUE	Contig68576	3883	3883	+	6	6	0	5	4	1	6	5	1	3	3	0	2	2	0	2	2	0	7	6	1	6	5	1	5	4	1	10	3	7	18	17	1	4	3	1	13	12	1	11	11	0	17	17	0	15	15	0	4	4	0	4	3	1
Contig686013834	18	3.195e-01	-3.019e-01	7.227e-02	2.942e-05	7.174e-01	2.486e-01	7.539e+00	1.486e+01	4.871e+00	1.225e+00	1.662e+00	4.583e-01	0.0578018644395183	2.942e-05	TRUE	Contig68601	3834	3834	+	5	4	1	10	8	2	8	8	0	15	11	4	10	6	4	8	5	3	7	7	0	8	8	0	14	11	3	11	9	2	9	9	0	13	13	0	17	13	4	19	10	9	12	7	5	15	11	4	10	8	2	10	10	0
Contig704293960	18	2.815e-01	-7.049e-01	1.618e-01	1.319e-05	6.670e-01	2.457e-01	1.364e+01	2.039e+01	1.059e+01	2.818e+00	4.294e+00	9.943e-01	0.0416601283801471	1.319e-05	TRUE	Contig70429	3960	3960	+	4	4	0	7	7	0	5	4	1	8	8	0	2	2	0	6	6	0	5	5	0	8	7	1	8	7	1	8	8	0	13	13	0	6	6	0	9	9	0	10	9	1	7	5	2	6	5	1	7	7	0	7	7	0
Contig7065910776	18	3.232e-01	5.272e-01	1.151e-01	4.608e-06	6.613e-01	2.699e-01	8.988e+00	1.823e+01	-4.520e+00	2.284e+00	-1.496e+00	3.674e-01	0.023090449897165	4.608e-06	TRUE	Contig70659	10776	10776	+	10	7	3	15	14	1	15	14	1	11	10	1	5	5	0	8	8	0	14	14	0	11	11	0	16	15	1	12	12	0	4	4	0	14	12	2	9	9	0	20	20	0	7	7	0	7	7	0	5	5	0	14	11	3
Contig717554876	18	3.075e-01	6.073e-01	1.517e-01	6.268e-05	8.051e-01	2.029e-01	7.913e+00	1.216e+01	-7.039e+00	2.432e+00	-1.393e+00	4.530e-01	0.086887916309722	6.268e-05	TRUE	Contig71755	4876	4876	+	4	3	1	12	11	1	5	5	0	5	5	0	9	9	0	15	15	0	8	7	1	8	8	0	7	6	1	13	10	3	2	2	0	10	6	4	7	6	1	5	5	0	4	4	0	9	9	0	11	10	1	12	9	3
Contig73202633	18	1.766e-01	4.137e-01	9.052e-02	4.865e-06	7.635e-01	7.427e-02	5.264e+01	3.102e+01	-4.807e+00	2.205e+00	-6.072e-01	3.285e-01	0.0232428916291789	4.865e-06	TRUE	Contig73202	633	633	+	18	9	9	15	14	1	18	18	0	16	15	1	12	7	5	11	10	1	18	5	13	15	8	7	19	8	11	18	17	1	20	20	0	11	11	0	25	23	2	24	21	3	24	24	0	24	22	2	23	23	0	23	21	2
Contig740892262	18	2.897e-01	5.995e-01	1.479e-01	5.069e-05	5.910e-01	2.845e-01	9.703e+00	1.359e+01	-2.751e-01	2.456e+00	-2.004e+00	7.755e-01	0.0757669908261218	5.069e-05	TRUE	Contig74089	2262	2262	+	10	10	0	11	11	0	7	7	0	6	6	0	2	2	0	16	16	0	12	12	0	24	24	0	17	17	0	11	11	0	2	2	0	22	22	0	6	6	0	26	26	0	15	15	0	10	10	0	4	4	0	14	14	0
Contig77251503	18	3.316e-01	4.119e-01	9.131e-02	6.45e-06	7.561e-01	2.501e-01	6.864e+00	1.372e+01	-4.003e+00	1.606e+00	-7.530e-01	3.937e-01	0.0272778792563755	6.45e-06	TRUE	Contig7725	1503	1503	+	12	11	1	8	7	1	8	8	0	14	14	0	8	8	0	10	9	1	17	16	1	9	8	1	12	11	1	4	4	0	11	11	0	16	11	5	24	24	0	32	31	1	18	18	0	29	28	1	17	17	0	18	16	2
Contig776263168	18	1.835e-01	1.038e+00	1.858e-01	2.307e-08	8.650e-01	1.531e-01	4.905e+01	3.287e+01	-1.292e+01	3.235e+00	-1.687e+00	7.121e-01	0.000822341966605323	2.307e-08	TRUE	Contig77626	3168	3168	+	18	18	0	17	17	0	7	7	0	4	4	0	17	17	0	16	16	0	17	16	1	16	16	0	16	13	3	3	3	0	6	6	0	19	16	3	11	11	0	9	9	0	2	2	0	4	4	0	6	6	0	17	17	0
Contig78915250	18	4.543e-01	2.564e-01	6.368e-02	5.672e-05	6.689e-01	2.807e-01	1.971e+00	6.493e+00	-1.696e+00	1.179e+00	-1.177e+00	2.703e-01	0.0818074807311693	5.672e-05	TRUE	Contig78915	250	250	+	10	6	4	13	8	5	16	13	3	12	11	1	6	6	0	7	7	0	11	9	2	11	9	2	13	11	2	13	9	4	4	2	2	8	3	5	14	14	0	21	19	2	17	16	1	13	11	2	20	16	4	12	4	8
Contig791408199	18	2.529e-01	7.664e-01	1.932e-01	7.252e-05	7.022e-01	2.345e-01	2.018e+01	2.449e+01	-7.947e+00	3.244e+00	-1.909e+00	7.555e-01	0.0923982598554312	7.252e-05	TRUE	Contig79140	8199	8199	+	4	3	1	3	2	1	2	2	0	5	5	0	3	3	0	4	4	0	7	6	1	5	5	0	8	7	1	8	8	0	9	9	0	3	3	0	9	9	0	13	13	0	11	11	0	15	15	0	10	9	1	11	10	1
Contig816445335	18	3.369e-01	2.884e-01	5.796e-02	6.475e-07	7.351e-01	2.399e-01	3.807e+00	7.548e+00	-3.069e+00	1.053e+00	-7.042e-01	2.175e-01	0.00734378563982863	6.475e-07	TRUE	Contig81644	5335	5335	+	11	8	3	15	13	2	14	11	3	15	13	2	14	13	1	11	10	1	22	14	8	13	13	0	19	14	5	4	2	2	2	2	0	26	16	10	27	25	2	30	29	1	22	22	0	23	21	2	15	13	2	24	16	8
Contig817005600	18	3.648e-01	-5.159e-01	1.164e-01	9.292e-06	6.042e-01	2.844e-01	4.079e+00	7.611e+00	8.021e+00	2.087e+00	3.589e+00	6.241e-01	0.0360151287485165	9.292e-06	TRUE	Contig81700	5600	5600	+	16	16	0	13	13	0	11	10	1	18	16	2	9	8	1	9	8	1	16	16	0	10	10	0	16	16	0	10	9	1	3	3	0	9	9	0	12	11	1	23	22	1	12	11	1	15	15	0	15	14	1	10	10	0
Contig82211332	18	1.964e-01	-6.897e-01	1.562e-01	1.002e-05	8.585e-01	8.229e-02	5.641e+01	3.539e+01	1.536e+01	3.348e+00	2.891e+00	5.978e-01	0.0367672974436481	1.002e-05	TRUE	Contig822	11332	11332	+	12	12	0	9	9	0	4	2	2	10	9	1	10	10	0	7	7	0	9	9	0	9	9	0	11	11	0	10	10	0	28	27	1	6	6	0	20	20	0	20	20	0	26	24	2	30	28	2	17	17	0	6	6	0
Contig8301714624	18	3.601e-01	-4.542e-01	1.139e-01	6.688e-05	6.514e-01	2.677e-01	3.774e+00	8.218e+00	6.378e+00	1.603e+00	3.168e+00	8.147e-01	0.089239588206539	6.688e-05	TRUE	Contig83017	14624	14624	+	12	12	0	10	10	0	10	9	1	12	8	4	6	5	1	11	10	1	8	8	0	8	8	0	11	10	1	7	6	1	5	5	0	11	10	1	17	16	1	10	10	0	10	8	2	11	8	3	8	8	0	12	12	0
Contig84514055	18	3.875e-01	-3.587e-01	7.604e-02	2.399e-06	5.877e-01	2.942e-01	2.869e+00	5.565e+00	4.415e+00	1.282e+00	2.455e+00	4.332e-01	0.0161782455806689	2.399e-06	TRUE	Contig8451	4055	4055	+	15	15	0	9	9	0	13	8	5	13	10	3	7	4	3	4	0	4	15	10	5	13	10	3	14	11	3	11	10	1	29	29	0	7	5	2	22	18	4	17	13	4	24	13	11	25	15	10	19	17	2	15	15	0
Contig85842339	18	2.491e-01	-5.587e-01	1.387e-01	5.59e-05	6.971e-01	2.497e-01	2.591e+01	2.960e+01	9.200e+00	2.542e+00	2.806e+00	9.195e-01	0.0810935402699224	5.59e-05	TRUE	Contig8584	2339	2339	+	6	6	0	4	4	0	8	7	1	13	12	1	6	2	4	4	3	1	9	9	0	9	8	1	14	13	1	20	20	0	19	19	0	7	5	2	18	16	2	21	20	1	16	1	15	20	18	2	9	8	1	8	8	0
Contig858872262	18	1.307e-01	-8.208e-01	1.465e-01	2.12e-08	8.507e-01	5.862e-02	1.023e+02	2.977e+01	1.680e+01	3.610e+00	1.535e+00	6.698e-01	0.000822341966605323	2.12e-08	TRUE	Contig85887	2262	2262	+	19	19	0	14	14	0	23	23	0	22	22	0	15	15	0	19	17	2	23	23	0	14	14	0	19	11	8	27	21	6	25	0	25	6	0	6	22	0	22	23	0	23	19	0	19	21	0	21	20	12	8	10	0	10
Contig869911476	18	2.725e-01	-5.530e-01	1.294e-01	1.923e-05	7.944e-01	1.896e-01	1.864e+01	2.429e+01	9.282e+00	1.951e+00	3.366e+00	8.317e-01	0.0479550957552244	1.923e-05	TRUE	Contig86991	1476	1476	+	11	11	0	8	8	0	10	10	0	7	6	1	5	5	0	4	4	0	9	9	0	8	8	0	14	14	0	14	14	0	19	19	0	12	11	1	13	12	1	19	17	2	21	16	5	19	18	1	17	16	1	11	11	0
Contig875291163	18	2.849e-01	-4.749e-01	1.114e-01	2.015e-05	4.314e-01	1.931e-01	5.127e+00	4.272e+00	8.287e+00	1.964e+00	1.545e+00	4.946e-01	0.0479550957552244	2.015e-05	TRUE	Contig87529	1163	1163	+	22	20	2	23	13	10	27	15	12	27	24	3	18	7	11	15	2	13	28	27	1	10	5	5	22	21	1	39	36	3	38	25	13	19	18	1	40	26	14	37	11	26	33	0	33	40	26	14	31	25	6	19	18	1
Contig87926662	18	2.196e-01	-6.404e-01	1.447e-01	9.595e-06	5.824e-01	1.947e-01	1.923e+01	1.957e+01	1.125e+01	2.576e+00	2.606e+00	6.424e-01	0.0362747095053569	9.595e-06	TRUE	Contig87926	662	662	+	18	18	0	14	13	1	16	10	6	16	9	7	22	19	3	9	8	1	19	19	0	15	15	0	18	10	8	19	19	0	30	28	2	17	17	0	17	15	2	28	28	0	20	0	20	30	28	2	25	23	2	15	15	0
Contig883433128	18	2.763e-01	6.521e-01	1.632e-01	6.469e-05	6.130e-01	2.479e-01	1.981e+01	2.647e+01	-6.025e+00	2.711e+00	-2.071e+00	6.681e-01	0.0881766485019354	6.469e-05	TRUE	Contig88343	3128	3128	+	11	10	1	10	10	0	7	7	0	15	14	1	6	6	0	3	3	0	9	8	1	3	2	1	21	16	5	11	11	0	5	5	0	12	11	1	13	13	0	13	13	0	7	7	0	9	9	0	3	3	0	6	3	3
Contig89250874	18	2.253e-01	-4.693e-01	9.180e-02	3.178e-07	7.932e-01	2.141e-01	1.634e+01	2.184e+01	1.046e+01	2.301e+00	1.842e+00	4.476e-01	0.00528646709698078	3.178e-07	TRUE	Contig89250	874	874	+	10	10	0	10	8	2	12	10	2	9	8	1	9	7	2	4	4	0	10	9	1	6	6	0	9	9	0	21	21	0	27	26	1	4	4	0	12	12	0	17	14	3	23	11	12	22	21	1	18	18	0	13	13	0
Contig89735353	18	1.719e-01	-4.006e-01	8.387e-02	1.786e-06	9.350e-01	6.634e-02	6.489e+01	3.521e+01	6.047e+00	1.645e+00	2.321e+00	4.542e-01	0.0140335301390187	1.786e-06	TRUE	Contig89735	353	353	+	19	19	0	20	15	5	17	10	7	13	12	1	7	2	5	9	6	3	18	16	2	21	21	0	17	15	2	25	0	25	15	3	12	9	0	9	22	0	22	15	0	15	18	14	4	24	0	24	24	14	10	16	8	8
Contig920631185	18	1.643e-01	-4.951e-01	1.107e-01	7.76e-06	8.479e-01	7.638e-02	8.608e+01	3.765e+01	9.614e+00	2.809e+00	1.457e+00	3.653e-01	0.0312300681138758	7.76e-06	TRUE	Contig92063	1185	1185	+	7	7	0	9	4	5	7	5	2	2	0	2	2	2	0	4	3	1	12	12	0	7	7	0	11	0	11	13	12	1	12	4	8	13	13	0	22	11	11	21	8	13	22	12	10	23	7	16	4	4	0	19	18	1
Contig921033169	18	2.558e-01	5.977e-01	1.517e-01	8.154e-05	6.576e-01	2.313e-01	1.640e+01	2.013e+01	-5.402e+00	2.902e+00	-1.239e+00	5.162e-01	0.0964253339206631	8.154e-05	TRUE	Contig92103	3169	3169	+	11	10	1	9	8	1	12	12	0	12	12	0	7	7	0	7	7	0	12	10	2	19	18	1	10	10	0	8	8	0	5	5	0	15	14	1	14	14	0	13	12	1	15	15	0	14	14	0	10	10	0	20	19	1
Contig966416587	18	2.555e-01	-4.143e-01	9.351e-02	9.382e-06	7.565e-01	2.056e-01	1.266e+01	1.853e+01	9.253e+00	1.771e+00	2.080e+00	5.470e-01	0.0360151287485165	9.382e-06	TRUE	Contig96641	6587	6587	+	11	11	0	18	18	0	18	17	1	22	21	1	12	12	0	11	9	2	22	22	0	17	17	0	17	17	0	22	22	0	33	33	0	10	10	0	32	31	1	32	32	0	32	26	6	43	40	3	21	20	1	21	21	0
Contig98447172	18	2.570e-01	5.513e-01	1.188e-01	3.478e-06	7.981e-01	1.896e-01	6.283e+00	1.052e+01	-4.699e+00	1.828e+00	-1.585e+00	3.720e-01	0.0197233100041112	3.478e-06	TRUE	Contig98447	172	172	+	14	10	4	16	16	0	18	18	0	21	20	1	14	14	0	17	16	1	19	18	1	21	20	1	29	28	1	29	28	1	18	18	0	16	13	3	30	28	2	38	38	0	45	45	0	32	31	1	23	23	0	17	10	7
