siteID	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig850_7816	13	21	17	16	13	14	10	17	13	18	13	22	21	22	21	18	13	15
Contig85040_1993	40	46	52	46	41	43	51	44	48	41	47	47	50	53	50	50	50	44
Contig85040_2003	50	46	52	49	44	48	50	44	45	45	50	48	46	50	48	50	47	46
Contig85040_2011	34	36	38	33	33	38	36	36	36	19	38	34	36	44	38	42	34	33
Contig85040_2017	36	33	37	23	22	35	33	33	22	20	34	32	34	39	36	37	32	33
Contig85040_2021	18	16	18	16	18	17	15	16	17	15	19	14	16	19	17	19	13	17
Contig85040_4677	44	54	51	44	45	48	50	54	58	21	28	56	55	59	50	50	37	50
Contig85078_1599	14	0	23	14	14	10	16	15	10	21	19	0	29	28	34	32	14	16
Contig85078_1674	18	14	13	15	17	13	12	13	21	22	16	12	21	29	26	27	20	26
Contig85078_1696	17	0	16	15	15	14	19	18	17	28	20	13	17	22	27	24	23	15
Contig85133_496	20	0	16	20	11	10	16	10	17	37	58	13	42	46	50	47	23	17
Contig85151_6976	40	31	43	48	30	36	45	43	43	49	50	31	48	51	51	48	45	41
Contig85151_6988	38	37	42	45	35	41	46	43	47	57	56	35	57	56	51	52	47	44
Contig85178_4743	17	17	14	38	24	27	23	17	46	37	10	26	34	34	14	17	21	43
Contig85226_8308	12	13	14	17	0	13	11	13	12	0	12	15	20	25	21	22	14	13
Contig85240_2857	18	12	13	18	12	12	20	15	12	22	29	12	25	39	42	41	19	20
Contig85240_2872	13	12	12	15	0	11	20	13	12	20	36	16	24	38	40	37	19	20
Contig85240_2885	11	11	13	23	0	11	31	12	13	20	37	0	34	48	39	47	16	28
Contig85272_16872	0	20	38	35	20	20	38	18	30	29	23	20	48	43	12	55	24	27
Contig85272_16886	0	13	15	14	19	14	19	13	10	17	12	12	24	31	12	33	14	19
Contig85299_5880	11	22	26	13	12	14	33	0	28	27	31	26	30	34	14	38	29	24
Contig85299_5890	14	16	17	14	13	14	27	10	26	16	29	15	16	29	15	29	27	17
Contig85299_5904	15	15	16	15	13	14	15	0	13	14	21	13	17	18	13	16	16	14
Contig85301_5355	13	10	16	14	12	11	15	14	15	18	16	12	19	18	16	19	16	12
Contig85301_5362	13	0	15	13	11	10	11	14	13	16	14	12	17	15	15	14	15	10
Contig85301_5366	13	10	15	14	10	11	13	12	12	17	15	10	17	16	13	16	15	11
Contig85301_5373	16	11	16	18	14	11	16	13	15	18	18	12	22	18	24	17	21	12
Contig85308_715	13	17	11	11	16	14	15	10	17	22	0	11	17	16	21	15	15	16
Contig85311_961	12	11	0	15	12	10	12	12	14	15	0	19	15	18	17	17	14	16
Contig85311_978	10	12	19	16	13	10	17	20	26	18	0	19	26	23	21	22	21	21
Contig85311_1029	12	26	14	20	14	14	20	15	16	13	10	21	18	17	16	23	21	21
Contig85311_1711	26	18	10	32	16	0	27	22	29	37	36	11	43	34	39	35	41	21
Contig85350_3234	29	32	37	27	22	14	41	34	37	29	42	24	39	47	32	37	14	34
Contig85350_3277	17	14	10	18	10	10	19	12	13	0	13	13	18	32	16	14	20	15
Contig85350_3595	15	23	12	27	13	0	29	25	27	41	29	16	28	29	43	21	30	17
Contig85377_1244	14	14	11	22	10	10	18	17	18	37	39	18	18	33	45	28	31	20
Contig854_3406	27	14	26	28	14	0	32	23	33	55	39	26	50	51	46	54	41	31
Contig854_3418	20	10	13	15	11	10	28	0	29	41	32	0	44	40	39	47	37	28
Contig854_3534	15	14	12	13	11	0	21	23	26	42	22	24	40	43	37	48	44	36
Contig854_3546	10	12	24	29	12	11	32	25	27	44	35	13	42	45	36	44	42	33
Contig8540_2852	17	11	15	14	10	13	18	16	15	0	11	23	12	10	14	14	11	10
Contig8540_2865	21	17	18	14	15	17	25	19	18	15	12	23	17	16	20	19	14	15
Contig8540_2899	29	30	30	29	29	27	39	29	37	0	11	32	32	37	14	27	12	38
Contig8544_3201	14	31	12	14	10	0	30	14	10	19	10	25	33	34	16	41	31	0
Contig8544_3728	17	13	15	13	14	0	12	15	11	14	0	14	21	15	11	13	20	19
Contig8544_3743	19	20	21	24	20	13	25	21	16	22	11	12	27	22	18	21	28	19
Contig8544_3751	20	15	18	19	18	0	26	15	12	24	10	12	31	20	16	21	35	16
Contig8544_3760	19	19	18	22	18	12	40	24	13	31	11	18	31	22	16	26	36	18
Contig8544_3799	23	27	25	34	32	0	46	25	17	40	0	25	34	27	24	33	56	29
Contig8544_3833	14	19	23	11	17	0	28	24	10	25	0	23	24	23	13	29	28	11
Contig85485_1401	16	0	12	13	11	11	16	12	13	34	29	0	17	24	36	41	20	19
Contig855_8947	36	19	39	38	18	11	36	29	47	31	61	24	59	59	66	72	37	40
Contig855_8957	41	30	49	46	40	26	49	40	54	40	69	33	68	76	75	78	43	37
Contig855_8973	42	32	51	44	35	26	47	44	54	38	64	29	60	70	72	66	38	32
Contig855_9000	42	32	42	44	27	32	51	45	42	48	69	27	58	71	67	66	38	37
Contig855_9017	37	27	35	29	22	31	36	30	33	34	47	23	46	49	46	45	30	29
Contig855_9033	38	32	33	36	31	23	37	31	34	37	48	32	45	49	49	46	38	31
Contig855_9043	55	48	54	48	44	35	59	55	58	58	70	44	68	78	72	70	54	50
Contig855_9067	41	39	51	47	17	21	48	45	44	55	83	26	58	72	64	71	42	52
Contig855_9071	44	34	49	42	15	14	43	41	45	51	79	25	54	63	59	73	40	46
Contig855_9121	25	23	27	32	23	22	30	22	29	29	35	24	33	32	57	32	24	26
Contig855_9174	14	12	14	31	11	14	31	15	29	33	44	15	19	43	36	41	24	17
Contig855_9203	28	26	24	34	19	16	26	26	34	32	35	20	35	36	36	36	28	27
Contig855_9205	32	28	27	34	24	20	31	30	34	35	37	24	37	38	37	37	27	27
Contig855_9224	28	27	28	30	28	23	30	28	33	34	35	31	37	46	48	45	35	29
Contig855_9227	31	30	30	31	31	26	36	36	37	37	50	32	51	54	53	50	38	35
Contig855_9241	51	38	55	43	44	32	51	48	52	54	61	45	62	68	70	61	44	46
Contig855_9245	49	31	55	46	38	37	50	49	50	51	66	40	63	64	74	64	55	46
Contig855_9284	14	16	27	32	14	12	25	18	35	36	43	15	40	46	43	39	26	17
Contig855_9308	65	55	69	71	46	60	67	66	74	71	81	55	76	84	79	81	67	58
Contig855_9352	35	34	42	42	28	22	49	26	55	51	55	25	51	57	61	52	43	36
Contig855_9358	43	34	39	45	27	21	48	23	51	51	58	23	51	58	63	52	38	37
Contig855_9368	29	19	35	31	25	17	37	17	47	41	53	20	47	55	62	47	37	33
Contig855_9417	42	42	39	52	35	38	50	39	58	46	58	41	51	65	62	56	43	51
Contig855_9433	36	39	40	42	28	38	36	29	50	44	51	37	41	62	54	53	35	40
Contig855_9435	32	36	38	38	25	33	33	26	45	38	41	33	35	48	49	46	28	30
Contig855_9572	21	17	26	22	32	29	24	18	57	26	15	27	28	49	25	38	26	26
Contig85518_3147	11	12	12	13	11	10	10	12	11	22	21	12	18	18	22	23	14	17
Contig85518_3337	13	11	15	15	14	0	15	19	28	27	47	14	36	37	41	42	27	19
Contig85518_3340	14	13	16	12	16	0	17	22	27	23	46	13	37	38	41	42	26	20
Contig85518_3347	16	12	20	26	16	0	15	21	28	45	45	23	38	29	49	40	28	21
Contig85518_3352	10	11	19	11	14	0	14	18	24	42	47	12	41	38	50	42	22	25
Contig85534_3835	26	12	29	22	12	10	30	26	26	38	26	21	36	38	30	38	38	30
Contig85534_3852	26	22	28	12	13	10	30	29	28	43	30	10	38	48	46	39	36	30
Contig85534_3870	24	10	23	24	12	0	29	27	32	40	29	25	35	45	43	45	38	34
Contig85598_23	15	12	10	15	12	0	19	13	27	28	26	14	25	36	43	45	28	20
Contig85625_4451	16	14	29	20	15	11	32	15	19	39	33	12	26	45	42	44	23	19
Contig85625_4474	17	14	18	16	13	11	20	16	13	31	43	10	44	44	52	42	24	22
Contig85625_4489	27	14	13	24	10	0	19	10	13	39	37	12	44	43	50	56	21	20
Contig85625_4521	29	19	13	29	10	0	32	21	16	38	34	18	42	43	36	32	36	31
Contig85625_4532	12	15	11	35	0	11	33	21	17	40	36	17	39	39	31	38	34	19
Contig85625_4635	16	14	30	31	12	10	26	15	29	43	49	14	47	41	34	37	42	16
Contig85625_4914	21	13	29	30	10	10	15	20	30	59	47	14	43	41	53	40	26	25
Contig85625_4936	21	20	29	13	11	0	29	16	10	46	47	13	40	34	49	35	22	16
Contig85637_91	17	11	16	14	0	11	13	17	16	20	19	15	34	23	19	33	19	17
Contig85669_12049	13	13	15	14	12	10	12	14	22	17	0	12	13	20	21	22	17	15
Contig857_14584	11	15	12	16	14	11	16	12	19	41	17	14	33	39	21	20	24	21
Contig857_14633	29	10	13	30	10	12	30	15	27	44	31	30	44	45	30	32	46	32
Contig857_14740	16	11	11	26	12	0	15	16	14	16	20	10	33	18	27	32	25	14
Contig857_14750	17	10	14	17	15	0	14	15	14	19	18	11	34	27	19	30	28	13
Contig857_14794	16	14	18	19	19	14	17	22	13	29	24	17	25	33	25	36	25	21
Contig857_14836	15	15	11	15	11	0	11	13	11	23	20	11	26	20	24	23	18	19
Contig857_14849	26	19	15	31	13	16	19	15	20	22	24	13	39	37	27	32	18	18
Contig857_14863	25	12	11	27	12	14	27	16	27	34	30	26	35	18	25	30	12	22
Contig857_14865	25	12	12	26	11	13	13	16	25	24	29	28	20	17	21	18	10	14
Contig857_14903	20	0	11	25	11	10	21	11	29	40	34	23	30	17	14	25	28	16
Contig85810_20748	15	12	14	14	14	11	17	23	21	30	25	18	17	18	19	24	28	16
Contig85813_1652	16	14	23	18	16	10	20	14	16	19	35	14	25	31	29	36	34	23
Contig85813_1664	15	14	20	14	11	0	16	14	13	22	31	13	21	37	30	34	31	22
Contig85813_1692	14	11	14	14	15	10	12	16	13	32	41	11	38	41	43	50	18	16
Contig85813_1701	19	13	16	13	16	13	15	19	26	30	46	12	39	42	46	49	21	22
Contig85813_1705	16	13	20	15	14	14	14	20	18	23	35	13	29	34	48	45	23	22
Contig85813_1709	15	10	18	14	12	12	13	18	17	21	35	11	26	25	45	44	25	20
Contig8584_263	15	0	21	14	10	10	16	24	25	36	43	10	29	32	47	35	23	12
Contig8584_311	13	13	21	38	0	10	15	17	21	45	59	12	34	37	47	41	32	27
Contig8584_452	15	16	15	13	0	13	15	15	12	38	55	12	40	37	30	39	35	11
Contig8584_459	27	16	25	29	15	10	11	12	10	37	58	22	42	36	19	43	41	11
Contig8584_478	32	11	35	32	12	11	10	13	25	39	66	24	51	45	36	53	52	15
Contig8584_494	16	0	28	24	11	16	10	11	25	39	64	11	41	41	48	55	39	26
Contig8584_532	14	10	21	13	10	0	17	15	17	28	50	0	41	42	43	43	21	11
Contig8584_539	26	10	26	16	13	0	28	27	16	42	59	11	49	48	43	50	26	14
Contig8584_1284	19	0	18	16	10	13	14	14	17	16	41	14	19	34	25	34	16	13
Contig8584_1583	36	22	41	43	13	12	40	16	33	49	63	28	50	53	58	58	45	38
Contig8584_1598	30	21	38	35	23	17	37	14	0	51	65	18	47	42	55	48	31	41
Contig8584_1635	34	12	34	18	12	10	30	37	25	47	60	12	45	35	51	43	25	30
Contig8584_1638	33	12	29	17	23	11	26	37	26	45	60	21	43	34	50	41	25	32
Contig85851_1348	12	11	12	12	13	0	12	10	12	15	11	16	14	13	10	12	13	19
Contig8587_1585	41	30	46	41	12	35	36	37	47	25	51	31	46	45	46	50	34	26
Contig8587_1601	43	36	41	47	12	35	42	39	42	28	49	27	47	46	48	55	24	15
Contig8589_1132	16	12	33	19	34	11	31	16	35	70	37	33	46	46	57	50	34	40
Contig8589_1147	18	14	24	16	25	13	20	11	29	59	33	25	31	42	59	55	21	39
Contig8589_1270	19	13	29	17	18	0	31	12	15	49	39	12	31	45	56	49	21	17
Contig8589_1274	15	12	19	15	25	0	29	11	12	43	39	12	32	41	52	51	17	13
Contig8589_1337	22	0	38	13	20	13	34	26	29	44	55	19	37	58	68	60	21	13
Contig8589_1342	22	10	37	15	20	13	38	25	25	52	56	21	36	55	69	61	24	17
Contig8589_1345	20	10	41	16	16	14	33	12	17	58	53	21	38	61	67	62	23	19
Contig8589_1373	33	0	36	27	26	11	34	11	14	66	50	27	35	59	90	75	32	12
Contig8589_1382	32	0	37	24	34	10	34	13	13	75	51	36	38	71	93	81	30	26
Contig8589_1430	13	11	31	10	35	0	35	11	25	71	58	18	38	60	89	71	36	33
Contig8589_1499	20	10	35	15	20	10	36	13	26	59	54	29	41	55	74	69	24	20
Contig8589_1502	17	10	39	18	22	12	38	22	29	62	58	32	49	63	82	73	29	22
Contig8589_1512	29	11	42	18	21	10	36	27	25	65	53	35	39	64	78	79	39	20
Contig8589_1516	33	12	44	25	30	0	36	24	28	64	54	31	44	64	82	76	38	32
Contig8589_1522	32	12	40	15	27	10	35	13	24	57	48	23	39	54	78	75	35	22
Contig8589_1559	34	11	39	27	26	10	35	27	26	53	56	27	50	55	78	69	37	30
Contig8589_1569	31	12	34	24	15	0	33	13	18	55	53	28	42	56	73	65	30	26
Contig8589_1577	32	16	28	18	21	13	34	17	22	64	55	33	47	57	84	72	34	32
Contig8589_2051	18	12	34	14	25	0	30	14	16	37	14	31	17	39	51	41	14	34
Contig8589_2082	35	23	36	17	37	12	40	20	36	51	29	39	43	51	75	59	35	40
Contig8589_2111	19	13	36	12	28	14	38	11	15	41	28	16	33	50	57	41	29	33
Contig8589_2134	28	13	29	24	29	11	36	31	30	42	27	29	38	44	57	39	11	36
Contig8589_2140	25	21	30	12	26	12	34	27	26	41	16	32	37	42	56	40	10	33
Contig8589_2144	21	10	29	11	15	0	30	14	25	39	18	32	31	43	51	38	11	35
Contig86013_38	17	14	31	24	15	11	35	16	16	13	10	14	36	37	37	40	33	37
Contig86013_96	29	20	31	24	23	17	29	29	26	15	19	23	37	38	34	36	26	32
Contig86013_101	27	19	33	22	21	19	22	28	24	15	23	21	35	37	30	28	25	30
Contig86013_290	14	10	17	13	14	10	20	0	18	19	11	15	19	20	20	12	17	19
Contig86013_304	20	18	26	20	18	22	30	15	24	28	20	24	32	27	26	22	28	30
Contig86013_306	21	21	24	17	18	21	29	16	21	26	17	25	32	29	24	19	27	31
Contig86013_340	22	16	12	14	20	18	18	16	15	16	15	15	17	22	20	17	20	19
Contig86017_7735	19	0	16	12	11	16	17	15	19	17	0	18	18	19	17	14	14	17
Contig86017_7750	32	0	16	24	12	15	27	17	26	20	0	34	39	33	27	32	27	42
Contig86054_2934	13	12	16	12	16	0	11	13	25	0	11	11	19	16	21	10	12	10
Contig86096_2603	20	25	22	22	21	12	21	0	19	11	0	20	23	25	28	15	21	26
Contig86104_2281	13	14	12	14	12	0	11	21	18	41	30	15	18	36	32	30	27	13
Contig8612_1584	15	12	14	14	17	15	12	0	18	13	15	15	13	19	11	12	15	13
Contig8612_3143	22	11	14	11	0	17	18	14	16	12	16	14	24	16	24	19	14	21
Contig8612_3147	20	11	14	0	11	20	17	13	17	16	14	14	25	18	23	18	17	24
Contig86125_715	14	15	16	27	16	0	17	12	15	16	31	14	18	31	29	31	17	17
Contig86125_1005	36	40	42	46	27	19	44	24	24	43	70	23	42	67	60	61	52	20
Contig86125_1013	32	40	46	49	29	19	39	24	22	38	62	23	46	58	58	53	46	22
Contig86125_1026	22	21	26	24	15	14	20	16	19	21	32	12	24	30	31	26	24	14
Contig86125_1030	19	15	22	17	15	0	17	16	14	17	29	0	21	25	27	22	21	12
Contig86125_1085	15	15	17	17	13	12	17	11	12	11	16	10	18	18	18	16	17	14
Contig86125_1108	27	19	27	30	21	18	30	18	21	16	39	12	32	42	39	31	26	23
Contig86125_1110	23	18	27	26	17	15	27	15	20	15	39	10	29	37	36	26	20	19
Contig86125_1112	20	16	19	22	14	13	23	13	15	12	37	10	24	33	34	25	20	17
Contig86125_1402	30	11	28	33	12	0	18	16	12	16	43	0	14	38	23	29	24	10
Contig86133_17709	13	11	16	19	0	10	15	16	16	19	30	11	14	15	24	31	13	13
Contig86155_1042	19	21	15	16	13	10	18	18	23	30	10	19	23	28	36	20	25	22
Contig86155_1105	12	14	14	17	11	12	14	17	0	18	0	11	18	16	23	13	18	14
Contig86155_1119	11	14	16	28	13	11	31	16	30	20	12	14	18	24	40	32	25	14
Contig86155_1224	14	10	12	14	0	12	28	18	21	15	0	12	33	15	27	14	25	15
Contig86155_1227	15	11	11	18	0	12	21	19	24	15	11	12	35	16	30	31	17	15
Contig86155_1238	19	13	0	20	11	14	32	14	15	13	0	15	31	35	31	33	28	25
Contig86155_1248	17	14	11	17	11	0	17	13	20	12	10	13	14	26	30	30	11	17
Contig86155_1289	27	24	18	22	0	14	18	22	26	38	22	30	33	40	38	29	29	37
Contig86155_1293	30	14	28	20	10	13	18	22	32	34	23	29	30	34	31	26	26	35
Contig86155_1498	13	23	24	16	10	0	15	23	14	30	10	14	22	34	11	0	10	29
Contig86155_1505	24	22	15	17	21	21	23	21	28	31	10	14	22	27	26	0	12	37
Contig8618_1019	13	46	45	49	50	25	55	26	29	31	0	36	32	48	52	44	33	51
Contig8618_1033	0	31	38	40	37	16	42	22	22	19	0	30	15	39	44	36	29	45
Contig8618_1099	0	31	27	34	29	23	35	11	10	28	0	21	21	33	32	31	13	33
Contig8618_1102	0	28	29	35	28	12	35	20	11	29	0	13	21	34	32	33	10	35
Contig8618_1238	15	33	21	33	32	12	39	18	0	17	0	14	11	20	21	23	19	25
Contig8618_1250	10	13	17	19	27	10	35	15	0	11	0	11	10	20	16	16	14	18
Contig86202_12855	28	19	33	35	13	14	26	18	30	38	31	12	36	43	50	54	34	21
Contig86202_12861	24	16	15	32	11	0	21	11	29	31	16	0	29	40	45	50	29	17
Contig86202_12871	21	12	11	20	15	10	14	14	20	29	19	11	29	32	27	40	18	16
Contig86202_12890	13	17	19	20	15	11	13	16	17	29	24	12	21	22	29	27	21	13
Contig86202_12909	13	10	15	13	10	0	10	10	14	21	19	10	15	18	18	24	17	10
Contig86227_2359	12	16	17	10	13	11	13	14	14	11	27	16	10	23	32	23	11	0
Contig86248_2530	30	26	40	52	28	12	42	25	38	31	31	26	44	49	54	42	35	28
Contig86248_2602	12	23	19	30	17	10	20	10	22	18	19	16	25	25	25	12	13	12
Contig86276_174	13	14	23	34	18	0	23	29	27	17	59	16	41	43	38	43	36	15
Contig86276_186	36	25	53	50	30	17	45	41	39	47	79	29	60	65	48	54	51	28
Contig86276_215	34	45	58	61	41	11	60	44	49	56	79	38	67	75	55	71	61	42
Contig86282_1191	28	13	12	30	0	10	27	32	11	40	0	20	31	43	51	39	35	13
Contig86282_1737	13	11	15	0	14	10	15	28	15	18	19	29	32	34	38	38	29	24
Contig86282_1740	12	10	16	0	11	11	16	19	18	18	20	16	29	31	35	33	16	13
Contig86282_1744	13	10	28	0	11	14	18	19	17	16	21	17	35	30	32	35	27	23
Contig86282_3894	12	14	16	15	17	0	13	29	26	50	37	11	35	41	39	45	40	17
Contig86282_3909	16	17	18	17	16	0	16	12	14	53	38	13	38	43	43	34	43	18
Contig86282_3944	33	31	23	30	12	24	28	40	31	48	44	24	42	35	41	44	40	28
Contig86282_3962	30	17	17	17	10	0	18	16	19	39	34	12	31	14	32	33	31	13
Contig86282_4045	15	14	12	18	13	0	17	15	18	25	21	14	23	17	19	21	18	17
Contig8629_9910	18	17	13	14	10	10	21	14	23	18	16	21	21	31	17	23	10	20
Contig8629_9954	13	13	14	11	12	0	11	10	17	0	11	11	17	31	13	19	15	29
Contig8629_9972	15	13	16	14	12	10	18	11	31	22	19	17	23	42	23	38	16	40
Contig8629_9984	17	13	19	16	13	14	17	12	18	21	21	22	23	27	21	28	20	29
Contig8629_9989	14	11	14	13	0	11	14	11	15	17	14	16	18	23	18	22	16	21
Contig86329_5537	50	50	59	48	50	37	61	41	57	63	60	46	67	65	66	67	58	60
Contig86329_5551	35	36	46	34	37	20	49	27	41	48	52	43	55	59	49	56	43	49
Contig86350_239	26	32	19	21	34	20	43	30	45	43	16	71	63	64	57	57	39	59
Contig86350_265	13	15	10	14	41	12	34	15	22	37	15	66	52	51	47	50	47	60
Contig86350_305	28	28	32	11	38	10	40	38	35	40	17	58	44	45	47	47	38	59
Contig86350_309	25	29	26	11	38	0	42	30	29	41	13	59	44	39	48	42	36	57
Contig8648_6524	12	16	13	14	10	0	14	11	10	20	22	0	13	32	12	17	10	12
Contig8648_6558	18	15	17	15	11	12	20	13	12	26	24	14	26	31	36	45	16	12
Contig8648_6563	15	12	17	11	0	10	17	14	11	21	26	12	24	29	33	42	14	11
Contig86508_20699	14	10	10	14	11	0	24	15	11	14	13	0	17	27	15	24	16	15
Contig86508_20705	18	11	14	16	10	0	17	13	17	15	18	12	21	29	16	25	20	17
Contig86526_9746	30	20	24	25	20	0	28	27	27	33	62	14	46	48	49	50	34	23
Contig86526_9753	26	0	11	27	11	14	23	24	25	31	57	10	36	47	47	43	33	0
Contig86547_2503	12	16	13	18	14	0	13	12	10	11	0	12	15	20	15	17	14	18
Contig86575_1536	13	12	11	17	12	10	19	17	18	13	0	13	30	15	15	14	13	21
Contig86607_13059	21	16	10	16	27	0	17	12	23	19	0	15	31	33	19	26	23	35
Contig86607_13071	18	14	12	14	12	10	15	11	19	12	0	15	16	15	20	16	17	19
Contig86626_5013	14	23	32	18	15	12	24	25	29	32	56	12	33	38	37	40	32	21
Contig86678_3823	16	0	14	22	16	12	24	10	12	11	10	12	28	43	33	36	13	24
Contig86678_3862	15	22	14	16	14	12	20	14	24	17	18	19	30	43	23	27	14	14
Contig86678_3870	16	19	25	13	12	10	15	13	23	14	17	18	36	49	22	41	11	15
Contig86678_3914	23	12	13	13	11	0	11	12	13	29	10	12	23	30	26	16	12	15
Contig86831_3720	13	12	13	16	12	11	14	18	18	22	22	0	17	20	23	21	16	13
Contig86831_3838	15	15	19	25	13	0	19	11	17	41	58	0	43	40	50	44	36	16
Contig86831_3845	17	19	22	28	15	0	20	12	29	43	63	0	39	40	51	46	34	15
Contig86831_3924	28	14	17	12	28	0	18	26	25	36	60	13	41	42	54	51	35	25
Contig86831_3935	12	15	13	10	19	0	16	11	15	30	53	13	39	36	44	46	15	11
Contig86863_14112	10	17	17	15	12	12	10	10	19	14	10	11	19	16	13	10	10	13
Contig86885_946	14	15	13	10	13	0	12	13	16	19	19	11	22	36	23	16	17	0
Contig86885_1359	15	16	12	25	14	10	16	26	20	27	40	15	42	37	42	42	24	20
Contig86885_1363	16	20	15	24	15	10	16	17	18	24	38	13	37	38	37	40	22	20
Contig86885_1420	14	11	11	16	0	12	12	13	11	37	32	0	32	26	44	28	23	12
Contig86903_8589	15	14	15	16	15	14	13	10	17	11	14	11	16	18	16	18	16	0
Contig86951_1349	15	0	12	17	13	12	19	17	15	24	25	0	22	28	28	25	22	20
Contig86951_1363	20	14	16	16	20	12	24	18	22	26	30	15	26	30	41	21	24	15
Contig86951_1377	14	16	14	16	13	0	16	16	18	26	24	10	15	31	41	17	22	0
Contig86951_1402	14	14	13	11	24	12	25	20	0	11	40	0	22	21	41	32	31	11
Contig86951_1415	21	16	24	13	22	0	23	29	15	29	44	12	35	48	46	45	30	15
Contig86951_1421	21	16	25	26	24	0	20	29	14	31	48	13	42	49	49	42	31	16
Contig86951_2234	12	13	24	12	12	0	17	23	13	37	35	0	25	35	29	42	18	14
Contig86951_2244	21	12	22	23	16	0	16	13	13	39	40	10	27	20	35	44	14	10
Contig86951_2345	24	14	13	14	0	10	24	25	25	38	32	12	37	26	35	44	32	35
Contig86990_2864	11	15	12	15	10	10	11	15	14	11	11	17	15	16	12	11	15	19
Contig86991_2290	21	12	12	19	11	10	15	11	32	29	41	0	33	40	49	44	29	22
Contig870_5664	0	10	14	10	10	11	23	11	11	13	32	12	13	27	34	27	22	21
Contig870_5710	10	13	27	17	0	11	17	10	15	18	38	11	29	35	34	32	25	18
Contig8702_651	56	14	45	22	47	49	50	52	22	58	48	31	59	63	74	56	50	26
Contig87071_630	17	0	15	13	10	10	18	16	13	19	25	16	14	28	18	26	22	16
Contig87071_635	21	0	20	12	12	10	21	21	18	23	31	18	14	31	22	29	23	18
Contig871_8896	20	22	11	15	17	10	22	20	29	11	0	21	38	42	14	19	20	23
Contig871_9016	15	14	12	16	13	13	24	14	32	11	0	12	17	36	17	22	11	30
Contig8711_1377	18	12	18	23	14	0	12	12	16	23	36	13	30	35	33	37	31	22
Contig87122_8904	13	17	27	32	13	0	16	12	16	17	61	14	46	36	51	56	30	12
Contig87122_9008	14	11	16	16	12	10	14	17	15	28	28	13	21	21	28	35	22	15
Contig87122_9016	13	10	10	13	10	12	15	14	13	24	24	12	19	17	22	20	18	11
Contig87122_9020	10	0	11	14	10	10	11	12	11	19	23	10	15	14	21	13	14	10
Contig87148_674	11	11	17	13	10	0	13	14	14	11	17	15	17	18	13	16	11	13
Contig87159_1444	21	15	15	16	10	20	12	23	18	0	18	10	18	19	22	20	17	11
Contig87159_1449	21	15	13	16	10	20	14	24	18	10	17	10	18	19	22	19	17	13
Contig87159_3820	20	13	11	24	13	0	31	18	23	26	32	0	40	34	37	29	19	26
Contig8716_1414	12	10	16	15	11	0	17	14	19	32	26	12	25	25	34	22	29	21
Contig8718_265	15	16	15	15	19	13	19	13	16	24	24	19	24	20	24	19	16	19
Contig8718_274	15	17	11	14	16	13	16	0	13	23	22	18	21	17	22	17	18	19
Contig8721_1623	21	13	17	14	16	15	20	15	13	10	10	14	15	21	12	17	10	11
Contig8721_1636	23	22	23	17	20	19	25	18	21	13	13	20	21	26	14	20	12	18
Contig87337_1017	10	14	15	13	17	0	18	12	14	18	26	10	21	26	29	30	19	12
Contig87354_4646	10	13	11	16	10	0	14	13	18	30	14	21	25	35	20	16	20	11
Contig87369_3743	15	12	13	11	11	11	0	13	12	11	0	16	14	11	17	15	16	19
Contig87369_3761	22	19	19	15	14	16	16	18	18	17	11	23	20	20	24	22	22	27
Contig87394_1448	19	0	20	12	17	13	15	18	16	24	21	14	21	24	24	23	20	15
Contig87394_1452	24	13	21	15	18	17	16	22	20	25	24	17	24	28	27	25	25	17
Contig87394_1650	18	0	17	15	11	16	14	19	12	21	22	17	22	29	26	27	18	16
Contig87394_1653	16	0	12	13	12	14	15	15	12	17	19	16	20	24	22	23	15	16
Contig87399_5059	0	14	10	13	10	11	18	15	17	15	14	10	18	19	16	39	15	11
Contig87399_5071	10	14	11	11	10	11	15	16	10	14	11	10	17	20	0	20	14	10
Contig87525_277	18	10	11	10	10	0	14	10	17	20	16	0	15	34	20	29	11	13
Contig87529_1053	25	10	26	29	13	11	30	12	31	45	39	24	34	27	31	41	42	28
Contig87529_1058	22	0	22	24	12	13	29	15	26	44	34	25	29	22	29	40	37	31
Contig87529_1142	25	11	11	26	12	10	20	0	25	22	33	11	31	33	36	42	31	30
Contig87529_1192	28	14	22	30	12	0	31	29	35	45	44	13	44	51	52	52	43	31
Contig87571_1246	26	31	30	34	0	14	34	40	28	24	10	11	32	34	32	35	32	28
Contig87571_1254	29	30	34	39	0	14	37	42	29	27	10	12	31	34	33	37	35	27
Contig87581_1223	12	10	10	13	0	10	11	16	29	12	0	10	23	22	12	13	14	14
Contig87581_1228	11	12	11	14	0	10	15	14	19	26	0	10	22	22	11	14	15	28
Contig87625_1128	12	13	14	17	0	13	14	12	32	16	0	10	17	26	28	17	17	14
Contig87626_5141	39	30	14	25	17	18	10	22	27	30	31	19	51	66	48	62	22	22
Contig87626_5403	14	17	0	19	17	16	14	14	23	18	13	22	24	21	19	18	18	15
Contig87626_5872	18	23	10	21	18	13	14	18	41	16	10	34	38	39	20	18	33	37
Contig87626_5876	15	18	0	16	15	21	11	17	38	15	0	34	34	36	26	15	30	32
