siteID	numCs1	numCs2	numCs3	numCs4	numCs5	numCs6	numCs7	numCs8	numCs9	numCs10	numCs11	numCs12	numCs13	numCs14	numCs15	numCs16	numCs17	numCs18
Contig55222_2294	20	13	13	17	12	NA	20	12	17	28	29	10	34	36	39	34	24	16
Contig55244_3652	10	3	8	12	NA	11	8	9	14	11	NA	3	10	13	4	11	20	9
Contig55244_4421	13	NA	22	14	10	9	10	14	12	29	48	12	29	33	44	47	26	22
Contig55244_4480	14	9	10	16	13	NA	12	12	9	NA	32	13	8	12	34	19	20	14
Contig55244_5049	10	9	13	9	NA	12	11	11	9	15	16	NA	11	14	22	22	10	11
Contig55244_5063	15	12	15	13	12	15	18	15	15	13	21	8	16	35	23	27	21	13
Contig55244_5078	13	10	17	17	14	NA	18	18	19	17	25	11	16	39	26	28	19	17
Contig55244_5100	7	9	11	17	12	2	19	7	9	25	22	3	12	29	15	13	NA	18
Contig55244_5138	11	14	12	14	10	NA	18	10	15	18	12	9	17	21	22	21	15	12
Contig55263_6642	12	13	11	11	9	NA	11	10	9	NA	11	11	15	14	12	17	19	13
Contig55271_8440	14	9	7	12	9	10	15	15	9	14	11	10	17	24	18	12	18	11
Contig552723_1376	11	8	24	22	10	NA	24	27	20	31	35	10	38	36	30	40	28	11
Contig55275_11492	23	11	18	26	NA	12	17	16	16	27	43	11	36	43	36	44	24	15
Contig5532_116	28	9	11	NA	26	10	24	33	8	47	NA	30	34	28	49	32	20	21
Contig5532_128	14	11	12	19	25	11	19	31	NA	41	NA	26	38	30	43	33	26	28
Contig55321_929	17	13	15	19	6	15	17	14	14	17	20	7	16	15	14	16	15	11
Contig55321_937	19	16	18	18	13	12	17	18	15	20	22	14	15	19	17	18	20	16
Contig55323_417	10	11	14	8	8	NA	11	12	8	7	10	9	14	14	16	NA	13	12
Contig55323_843	12	9	15	20	NA	12	14	13	18	15	11	12	15	20	18	16	23	12
Contig55323_853	7	6	10	15	NA	11	19	9	14	13	NA	14	16	16	18	11	22	10
Contig55323_883	13	8	8	14	NA	11	13	11	12	NA	11	10	22	22	21	26	8	12
Contig55332_6047	10	15	10	23	9	NA	16	23	20	11	NA	23	28	14	25	35	22	23
Contig55340_2599	8	18	14	14	14	10	16	9	13	27	28	11	23	26	32	21	21	25
Contig55340_2608	17	10	13	11	9	5	3	9	12	12	29	8	26	13	17	17	30	23
Contig55340_2620	NA	12	18	21	13	10	31	24	16	37	41	13	30	28	42	35	37	28
Contig55340_2651	35	11	14	29	10	13	33	33	27	58	36	39	43	38	59	39	39	32
Contig55340_2668	16	16	20	31	8	14	24	18	27	49	40	18	39	45	46	44	35	22
Contig55348_5247	15	25	11	18	13	NA	30	15	15	16	NA	30	51	35	24	41	13	33
Contig55362_3099	11	16	11	10	NA	11	13	11	10	32	39	NA	35	29	23	38	29	14
Contig55362_3110	16	15	11	15	NA	8	11	11	13	43	43	12	40	32	30	34	20	16
Contig55362_3122	29	16	12	26	11	9	13	19	12	47	53	14	44	34	43	39	35	18
Contig55362_3134	19	13	13	20	13	12	NA	15	10	45	49	14	42	28	47	38	35	21
Contig55362_3766	16	16	12	15	NA	10	15	10	9	13	10	NA	26	16	14	34	15	13
Contig55362_3790	21	12	11	23	14	NA	15	22	30	33	14	14	35	34	26	41	29	23
Contig55378_21653	15	NA	10	17	8	14	11	13	17	16	20	16	23	21	18	18	14	16
Contig55378_21657	14	NA	13	12	7	10	10	8	12	10	16	15	20	14	9	15	11	7
Contig55378_21662	13	NA	16	19	9	12	16	11	17	15	20	14	22	19	21	27	16	12
Contig55378_21687	26	20	30	33	6	18	21	14	34	24	39	19	36	31	38	34	24	25
Contig55378_21705	39	13	38	39	21	24	29	33	38	33	42	27	46	44	44	49	41	38
Contig55378_21712	24	12	22	25	8	NA	23	15	23	11	28	12	30	26	27	32	25	22
Contig55382_52	14	19	15	15	14	8	13	12	13	14	27	16	26	45	25	29	14	25
Contig55382_64	9	13	12	12	9	NA	10	10	10	11	12	11	18	22	25	14	12	13
Contig55382_5867	12	16	13	14	9	NA	11	16	16	33	31	NA	29	30	34	43	31	15
Contig55382_5894	12	17	11	12	15	10	14	18	12	23	26	12	26	41	24	37	15	18
Contig55382_5898	12	16	12	13	15	NA	18	19	15	21	28	11	26	43	28	36	20	18
Contig55382_5901	11	16	11	13	15	NA	18	16	14	17	29	12	33	31	29	37	17	19
Contig55382_5910	9	12	11	14	14	NA	11	16	14	11	40	12	27	35	26	41	20	13
Contig55382_12767	12	10	10	15	NA	11	13	16	12	16	10	NA	14	30	13	16	19	16
Contig55421_6716	11	10	9	16	NA	10	10	8	14	13	35	9	33	27	28	31	22	11
Contig55421_6981	21	19	26	11	10	NA	21	20	25	43	30	NA	25	30	32	32	26	9
Contig55424_3210	10	8	NA	13	12	12	12	12	16	12	15	11	12	13	13	14	14	NA
Contig55424_3227	10	10	11	12	10	10	14	12	18	13	18	12	14	15	16	14	14	NA
Contig55446_21572	15	10	9	9	10	9	12	NA	10	16	8	16	44	52	36	33	9	33
Contig55446_21577	11	11	NA	10	10	10	12	9	13	15	10	18	37	47	39	28	11	34
Contig55455_4424	16	17	12	12	NA	11	16	10	36	12	NA	17	12	33	18	19	13	19
Contig55455_4892	23	16	12	17	10	13	24	16	34	37	10	25	36	41	28	30	37	35
Contig55455_5129	15	17	NA	14	16	13	14	17	19	21	15	16	23	20	25	19	26	21
Contig55455_5145	10	14	11	12	17	9	NA	11	26	19	11	19	19	21	22	21	18	16
Contig55455_7189	21	10	26	30	10	8	29	24	28	36	NA	12	34	43	46	42	37	28
Contig55455_7306	13	10	18	14	10	NA	13	17	18	17	14	14	22	16	21	16	16	16
Contig55455_7375	16	10	17	15	11	NA	17	12	14	23	16	18	25	21	18	15	20	22
Contig55455_7456	8	10	17	13	9	7	11	21	18	47	30	8	35	25	36	30	29	24
Contig55455_7552	29	15	15	30	10	15	14	23	24	37	45	18	46	47	52	46	37	27
Contig55455_7669	13	11	15	14	16	NA	19	17	15	21	27	10	34	22	22	26	15	16
Contig55467_3175	17	19	18	11	16	NA	20	20	27	27	9	20	26	24	26	30	21	24
Contig55482_7727	14	10	11	12	10	NA	13	14	10	24	13	11	31	16	32	28	15	22
Contig55482_7732	12	12	11	13	12	NA	12	14	9	18	15	11	30	18	26	24	17	19
Contig55482_7739	15	16	15	15	14	NA	25	11	24	24	29	10	35	22	31	37	16	23
Contig55492_579	10	17	12	11	9	11	13	NA	8	17	NA	10	11	15	10	11	10	26
Contig55492_588	12	20	11	13	NA	13	19	14	23	18	NA	15	25	26	12	12	12	33
Contig5550_15	10	11	9	8	8	NA	12	10	13	8	17	NA	14	18	14	21	11	11
Contig5550_22	13	11	14	10	9	8	14	14	10	9	32	NA	17	35	30	35	14	15
Contig5550_29	14	16	17	23	16	12	20	19	13	14	40	NA	25	41	32	39	15	19
Contig5550_34	15	16	16	15	15	12	17	16	15	15	23	NA	23	37	21	24	16	20
Contig5550_839	7	3	14	12	6	4	12	3	19	10	20	8	19	17	16	18	15	11
Contig5550_844	30	25	31	31	23	14	30	29	37	28	30	22	35	37	37	37	30	27
Contig5550_1589	15	8	22	23	12	9	10	25	31	22	36	29	45	49	40	43	36	33
Contig5550_1635	15	10	15	12	6	11	7	7	17	12	26	21	25	25	24	26	15	6
Contig5550_1640	13	13	14	14	10	11	14	17	15	16	17	13	26	27	30	27	16	11
Contig5550_2127	10	11	9	11	10	NA	13	12	24	10	8	11	14	24	10	17	7	16
Contig55520_3957	11	19	15	25	21	NA	15	16	15	17	NA	18	21	18	16	25	12	24
Contig5558_3555	12	5	8	9	NA	12	8	8	14	11	14	NA	13	14	16	13	13	9
Contig55609_1298	25	27	19	15	15	NA	16	17	24	32	34	16	48	40	38	41	34	24
Contig55609_1306	27	18	18	15	15	NA	31	16	23	29	34	13	38	38	29	38	33	17
Contig55609_1314	21	19	20	16	14	NA	32	17	15	16	23	16	34	36	40	24	28	17
Contig55609_1482	22	22	11	13	23	NA	27	24	32	15	28	9	36	36	35	44	23	20
Contig55609_1495	24	NA	8	20	20	11	25	29	33	18	31	21	36	36	40	47	25	24
Contig55639_927	16	10	15	18	11	NA	11	15	16	27	15	20	20	22	27	18	20	16
Contig55658_10327	12	12	10	16	NA	9	9	10	16	18	16	10	29	23	37	16	17	12
Contig55714_13429	26	22	28	25	18	11	31	28	18	36	46	14	43	36	50	46	34	39
Contig55714_13437	29	27	39	41	20	17	39	27	25	45	57	22	46	47	55	50	38	37
Contig55714_13447	29	30	38	38	13	22	33	31	17	40	50	29	46	43	64	60	43	38
Contig55717_13388	13	9	10	13	10	NA	12	13	10	NA	21	12	16	16	17	17	6	11
Contig55717_13399	18	17	16	21	13	NA	21	20	17	12	26	13	18	22	19	23	14	15
Contig55717_13406	14	15	13	16	12	NA	20	18	17	9	22	13	20	20	19	24	13	14
Contig55720_14054	24	10	16	10	NA	7	20	12	11	24	15	9	14	23	32	42	15	25
Contig55729_3840	11	9	23	15	23	10	NA	29	11	16	NA	23	36	7	39	21	28	27
Contig5573_387	14	15	10	18	19	14	13	13	14	13	17	15	31	27	20	NA	20	19
Contig5573_394	12	13	7	13	13	12	11	11	10	11	17	14	23	20	19	NA	19	12
Contig5573_1275	NA	10	23	29	10	9	15	12	10	8	25	20	30	37	10	8	NA	11
Contig5573_1281	11	7	27	28	9	9	15	12	10	11	28	19	34	45	9	24	NA	11
Contig5573_1369	10	12	20	18	NA	11	27	10	9	34	15	NA	33	23	35	22	27	26
Contig5573_1386	22	14	24	22	9	10	33	14	23	45	24	27	45	29	37	32	37	29
Contig5573_1408	22	10	25	22	10	NA	28	25	21	42	35	18	37	36	31	33	26	33
Contig55735_10281	19	13	19	16	11	12	18	23	14	11	NA	17	10	10	12	8	13	15
Contig55735_10290	15	14	18	18	14	11	19	23	15	11	NA	16	11	9	10	7	11	16
Contig55741_17960	12	24	28	18	16	11	19	20	14	22	10	12	35	30	16	20	15	23
Contig55741_18000	12	10	13	14	11	11	15	17	22	11	NA	16	19	19	19	14	12	14
Contig55778_10208	36	30	26	32	27	10	37	19	34	24	43	17	22	27	27	47	25	20
Contig55809_13421	14	4	20	14	16	15	15	11	15	14	11	8	12	17	10	18	13	13
Contig55809_14626	23	NA	16	13	11	12	17	11	24	12	32	11	34	45	28	42	19	13
Contig55818_9621	13	14	13	12	9	NA	17	21	16	32	25	NA	15	26	31	12	26	25
Contig55818_9871	11	20	21	10	10	12	12	15	15	33	50	14	34	37	39	42	34	15
Contig55818_9884	14	11	10	NA	11	12	18	13	12	32	40	10	17	27	38	35	29	14
Contig55824_3984	14	12	12	11	12	NA	12	12	17	13	14	9	18	17	16	26	16	16
Contig55824_3990	16	8	10	10	11	NA	12	12	13	4	10	NA	10	4	15	18	17	14
Contig55831_8477	16	8	20	19	14	13	16	17	9	26	21	9	15	26	25	26	21	12
Contig55841_10554	14	3	8	4	10	NA	19	10	20	NA	6	19	30	21	23	10	0	15
Contig55841_10560	16	9	10	13	14	NA	17	12	16	NA	12	15	35	40	33	23	17	15
Contig55843_10980	13	11	15	16	9	NA	9	12	14	11	21	12	12	18	21	17	15	14
Contig55845_8072	31	14	30	19	11	23	31	31	33	44	57	13	38	40	49	50	32	32
Contig55845_8131	16	12	12	14	9	NA	16	15	26	29	45	16	36	40	45	43	22	21
Contig55845_9883	11	17	14	16	9	NA	13	11	15	14	NA	18	19	24	12	20	19	19
Contig55855_661	12	15	22	10	13	NA	26	21	12	22	NA	19	17	26	38	20	18	13
Contig55864_7100	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig55864_7106	11	9	12	9	NA	15	12	11	17	10	16	13	11	14	13	16	14	10
Contig55864_7119	13	21	27	28	25	NA	28	17	29	19	22	21	26	29	29	31	22	22
Contig55864_7157	7	NA	23	22	9	8	12	11	21	19	20	7	21	23	27	33	9	21
Contig5587_3205	13	12	11	7	NA	11	16	17	10	NA	13	8	12	14	15	30	8	10
Contig55911_975	10	NA	9	10	10	10	17	17	10	24	25	9	19	13	24	29	15	14
Contig55936_7298	11	9	12	11	22	NA	11	9	6	16	17	NA	16	17	30	16	16	19
Contig55941_2982	11	7	7	8	9	19	9	14	9	13	26	9	19	16	16	26	17	8
Contig55941_3022	12	11	NA	13	9	10	11	11	17	19	21	NA	17	19	19	20	20	6
Contig55970_6428	34	12	19	25	12	20	9	27	27	36	23	23	33	27	38	36	27	31
Contig56044_15222	11	9	10	10	12	NA	26	14	6	13	10	NA	35	27	14	25	26	27
Contig56044_15264	21	11	27	25	8	9	18	NA	17	14	10	NA	30	32	22	25	9	19
Contig56044_15281	12	10	16	16	7	9	17	22	20	8	10	9	22	33	26	30	21	10
Contig56044_15329	18	22	18	20	NA	10	16	22	29	34	22	21	31	40	26	15	30	25
Contig56044_15332	19	23	16	8	NA	6	20	25	29	32	12	21	30	36	23	22	28	27
Contig56081_28507	28	18	11	21	13	9	20	15	32	36	28	17	34	41	46	39	40	23
Contig56091_15204	19	18	13	18	NA	15	16	17	17	24	20	21	25	36	37	35	25	18
Contig56091_15217	18	22	16	24	10	11	21	21	20	24	24	20	30	31	32	27	29	17
Contig56091_15228	12	16	20	19	11	10	16	18	19	21	26	9	22	26	24	24	22	21
Contig56092_1553	14	10	11	NA	12	10	11	11	12	8	NA	12	13	12	14	23	12	11
Contig56092_1649	11	12	14	10	10	13	13	10	13	16	14	10	26	30	26	30	16	19
Contig56133_7683	13	8	0	1	8	13	5	7	11	0	NA	16	3	11	18	4	11	14
Contig56138_11277	5	0	0	0	0	0	0	7	0	0	NA	0	0	0	0	0	0	0
Contig56138_11286	3	0	0	0	0	0	0	6	0	0	NA	0	0	0	0	0	0	0
Contig56185_803	10	NA	14	11	9	9	13	10	14	18	14	15	15	17	14	15	13	13
Contig56188_16314	27	11	17	23	9	7	22	17	25	48	27	7	34	36	37	41	32	24
Contig56208_3043	24	11	18	20	9	11	14	18	22	29	36	16	40	36	40	50	36	28
Contig56224_1550	16	16	12	12	12	NA	15	9	10	14	24	12	30	37	32	32	27	16
Contig56299_15612	11	12	5	9	7	12	9	10	12	9	10	7	12	20	14	9	8	8
Contig56299_15676	16	9	12	17	13	NA	15	24	26	28	13	15	38	27	25	22	17	22
Contig56303_16498	12	NA	13	14	11	8	11	18	16	22	16	13	14	27	17	27	21	18
Contig56310_917	27	28	24	24	NA	12	13	22	19	36	14	NA	42	36	38	27	28	28
Contig56310_952	10	17	12	22	NA	13	9	23	18	19	11	NA	19	15	23	14	24	15
Contig56331_2148	8	10	21	12	9	NA	11	11	13	8	16	10	17	13	23	22	16	9
Contig56331_2157	18	9	23	24	18	9	20	11	26	17	20	12	25	31	27	29	16	13
Contig56331_2159	22	10	24	25	13	NA	26	12	17	13	29	13	28	40	30	32	31	14
Contig56331_2163	20	15	25	25	22	8	26	14	30	26	26	13	32	43	33	35	31	21
Contig56331_9770	13	14	11	13	9	10	18	NA	22	22	21	17	13	24	15	14	14	14
Contig56343_3709	14	11	10	10	13	6	15	14	8	11	42	NA	26	34	43	38	24	18
Contig56343_3733	16	10	19	15	12	12	19	18	15	17	27	14	19	24	28	25	20	12
Contig56390_4232	11	14	16	18	11	13	15	13	14	11	NA	9	16	18	16	20	12	17
Contig56390_5878	13	NA	16	13	9	10	13	12	9	18	22	10	18	26	29	20	17	11
Contig56390_5925	16	10	11	13	9	NA	13	15	14	17	15	12	21	21	24	22	17	9
Contig56419_6063	19	16	22	13	10	31	26	16	40	22	NA	29	14	22	25	11	8	42
Contig56432_1348	20	10	30	19	11	NA	21	12	24	28	34	10	23	28	36	28	24	14
Contig56432_1360	18	14	38	28	15	10	34	17	29	37	43	16	36	47	47	44	39	23
Contig56432_1380	18	13	24	23	11	NA	19	13	19	15	31	18	24	29	32	24	20	21
Contig56432_1398	26	20	25	21	16	12	24	17	24	18	31	18	26	35	38	32	25	23
Contig56432_1405	22	14	28	19	14	16	27	18	20	20	34	18	33	32	30	34	23	22
Contig56432_1416	20	11	21	17	15	16	25	18	17	14	26	16	26	26	30	29	20	12
Contig56437_5931	16	7	10	9	12	11	10	8	7	8	8	NA	14	9	25	16	13	11
Contig56437_5945	22	19	25	25	19	18	30	13	20	21	22	16	23	17	31	31	28	19
Contig56437_5958	16	15	19	18	14	11	22	10	16	15	18	10	17	13	18	20	23	15
Contig56451_30704	15	10	24	14	8	NA	21	19	12	18	16	8	28	25	38	28	23	15
Contig56451_30725	24	12	16	15	NA	10	27	23	29	39	39	20	37	37	46	45	34	24
Contig56451_30750	32	25	27	34	22	20	30	31	26	45	41	25	36	47	48	56	43	43
Contig56451_30753	28	23	29	31	20	NA	32	29	25	37	41	26	38	43	52	56	44	35
Contig56451_30766	24	11	20	24	9	NA	24	20	25	32	35	21	31	37	46	46	33	30
Contig56451_30771	26	9	21	15	9	NA	26	19	25	29	32	19	34	35	49	47	34	26
Contig56451_30796	27	24	19	32	NA	7	24	24	17	31	40	11	34	44	46	44	41	27
Contig56451_30839	8	NA	16	13	9	9	11	15	10	24	27	7	23	15	26	23	17	10
Contig56451_30843	12	8	18	15	13	11	11	14	11	33	36	12	34	30	37	33	26	23
Contig56451_30897	16	14	18	28	11	10	15	26	17	37	40	8	36	48	41	41	36	30
Contig56451_30908	16	11	29	19	24	12	22	34	27	40	52	8	40	47	29	44	40	28
Contig56451_30922	10	9	25	25	10	NA	11	9	25	38	47	8	31	43	40	33	30	13
Contig56451_30926	10	9	21	26	11	NA	11	10	26	32	40	9	35	44	47	35	36	10
Contig56451_30936	17	13	27	28	10	NA	14	13	31	32	41	15	44	46	51	38	33	21
Contig56453_3680	15	12	12	17	NA	12	16	14	14	12	31	NA	18	43	23	26	17	11
Contig56453_3695	20	11	10	32	NA	10	18	15	16	23	46	NA	19	50	33	26	16	13
Contig56453_7660	11	10	11	12	15	NA	17	14	12	24	19	NA	38	40	35	37	17	10
Contig56453_7672	13	13	23	10	16	NA	14	13	7	39	30	10	33	40	37	42	16	22
Contig56453_7735	12	13	9	22	10	NA	23	8	21	49	32	11	35	31	30	47	23	13
Contig56453_8384	25	10	23	24	NA	9	26	23	12	34	37	NA	43	36	36	39	29	26
Contig56453_8398	19	14	19	19	11	12	18	18	24	32	33	12	43	47	40	50	20	22
Contig56453_8462	11	10	22	11	10	NA	12	13	12	20	31	8	21	36	39	24	14	17
Contig56453_9272	NA	16	14	15	11	12	20	15	10	32	27	12	22	18	24	27	27	23
Contig56453_9287	14	13	17	10	11	10	13	12	NA	26	25	14	22	21	26	26	25	20
Contig56453_9368	11	9	13	11	NA	10	15	14	10	17	25	17	25	26	24	31	19	9
Contig56456_16874	33	16	27	17	24	8	31	28	26	50	43	24	45	40	42	38	40	30
Contig56456_16897	20	14	21	34	12	11	27	12	21	44	39	14	43	33	34	45	39	18
Contig56456_16913	18	18	19	21	13	12	14	20	11	39	45	9	38	42	42	41	36	17
Contig56456_16939	17	13	15	30	NA	10	20	17	32	38	39	11	37	49	40	36	36	26
Contig56456_16958	27	14	13	27	NA	12	27	14	25	33	30	11	30	47	42	40	38	27
Contig56456_16963	23	11	13	13	NA	11	26	14	21	35	38	21	23	45	37	45	37	24
Contig56456_17011	11	11	13	13	12	11	14	16	28	43	32	NA	32	36	33	50	26	15
Contig56456_17380	28	13	10	11	11	13	11	23	25	46	29	11	25	27	30	27	15	22
Contig56456_17383	28	20	NA	12	11	15	11	11	27	49	17	12	26	23	25	22	24	25
Contig56456_17476	12	22	12	14	NA	10	11	13	34	40	13	25	25	21	10	24	24	25
Contig56479_86	13	14	19	19	15	11	15	15	18	13	13	16	21	15	18	17	12	12
Contig5648_241	13	13	18	13	NA	8	9	14	15	17	22	4	23	19	25	20	22	13
Contig5648_1269	12	13	15	13	11	10	16	15	14	12	17	10	13	16	13	16	13	12
Contig5648_1285	16	14	18	17	12	12	15	18	13	16	18	10	14	16	18	20	16	16
Contig5648_1290	9	NA	7	8	7	11	9	12	8	11	9	NA	7	11	8	15	11	9
Contig5648_1527	16	12	16	16	15	10	17	14	13	14	16	15	19	22	19	16	18	10
Contig5648_1531	9	7	7	11	11	NA	9	6	4	6	9	NA	6	10	5	12	9	6
Contig565_20379	13	12	21	11	NA	9	16	19	19	33	16	14	34	33	15	32	14	26
Contig565_20500	12	26	13	22	7	9	14	22	9	33	27	14	38	42	36	30	25	28
Contig565_20521	26	20	18	28	13	15	19	19	20	50	32	31	43	41	32	41	44	23
Contig565_20529	16	17	20	34	23	12	19	19	26	45	37	26	40	36	33	38	41	22
Contig565_20774	13	9	16	19	12	NA	15	18	15	19	35	10	21	30	15	31	21	10
Contig565_20784	12	10	15	12	13	NA	12	17	13	30	40	NA	18	25	19	39	22	10
Contig565_21064	17	10	24	12	9	6	23	13	26	22	44	NA	11	18	22	0	34	12
Contig565_21066	14	10	26	28	7	16	12	10	24	34	43	NA	27	27	35	32	32	22
Contig565_21073	26	8	24	28	9	NA	23	9	12	36	44	NA	31	30	32	33	24	22
Contig565_21119	15	13	11	NA	20	23	22	23	22	50	33	17	29	24	28	34	30	25
Contig565_21616	12	9	10	17	10	11	13	12	19	28	41	13	20	21	25	29	22	18
Contig565_21647	19	11	13	17	NA	7	13	13	16	26	39	10	19	14	21	17	14	13
Contig56577_4445	19	21	26	26	18	16	18	17	18	16	30	14	17	32	33	31	29	18
Contig56577_4460	38	36	49	46	32	26	41	39	38	23	52	36	38	42	49	46	39	23
Contig56578_3126	12	11	9	12	12	NA	15	11	11	18	16	12	16	18	18	20	13	15
Contig56578_3241	26	18	14	26	6	21	29	23	25	19	35	22	27	43	43	35	26	30
Contig56581_5747	15	9	13	11	NA	9	12	11	9	11	9	11	12	29	17	12	14	NA
Contig56581_6751	24	15	21	21	18	12	20	15	19	31	22	16	29	31	37	28	37	22
Contig56581_6771	29	15	22	18	19	17	21	26	18	31	27	18	43	43	39	38	37	24
Contig56581_6777	24	15	24	18	19	15	18	23	19	34	28	15	39	41	39	41	38	26
Contig56581_6803	23	24	22	20	13	11	17	20	27	29	21	14	34	40	32	32	35	20
Contig56581_6848	23	16	16	18	13	6	21	17	18	15	14	10	23	25	25	14	27	20
Contig56581_6856	21	14	21	24	13	12	19	20	24	21	17	15	21	35	25	22	23	24
Contig56598_5697	9	13	12	22	10	NA	12	9	19	24	NA	22	34	26	33	30	31	26
Contig56598_5730	13	10	11	12	11	NA	11	15	12	20	NA	9	20	29	18	28	12	17
Contig56634_5012	33	14	25	33	NA	11	26	27	33	51	61	12	41	50	55	45	40	37
Contig56634_5019	34	11	17	31	10	11	16	23	29	45	53	10	38	43	48	47	36	31
Contig56634_5022	19	10	17	16	9	9	12	26	17	38	48	9	38	44	41	38	34	31
Contig56634_5632	16	15	15	16	NA	9	16	13	9	26	14	7	26	27	19	18	22	19
Contig56634_5866	11	15	11	16	13	10	10	NA	22	25	7	5	28	30	24	31	16	10
Contig56634_5871	11	11	10	21	9	14	12	10	23	30	9	NA	30	32	20	32	15	12
Contig56634_5935	13	11	16	13	12	NA	18	16	14	14	NA	12	18	8	17	8	10	10
Contig56634_7002	11	13	12	14	9	NA	26	12	16	24	16	14	11	33	35	37	16	9
Contig5666_3255	18	18	14	19	NA	14	18	25	24	25	41	13	38	37	40	39	28	21
Contig5666_3265	16	13	11	18	NA	11	10	14	30	27	34	27	33	38	45	32	30	16
Contig5666_3273	13	13	13	17	NA	12	15	16	24	25	44	14	35	36	37	24	18	18
Contig5666_3285	9	13	9	17	10	NA	9	15	11	21	37	11	18	22	31	26	19	14
Contig5666_3363	17	17	11	17	9	7	11	13	18	17	28	12	28	16	28	29	27	14
Contig5666_3375	14	21	16	24	11	9	12	17	19	22	33	15	28	29	31	42	28	18
Contig5666_3378	16	19	16	22	12	11	11	18	22	23	33	15	30	29	29	40	23	20
Contig5666_3387	14	12	15	22	10	11	14	18	17	21	30	14	24	25	24	26	21	15
Contig56702_8307	16	13	12	18	13	NA	11	13	13	20	14	17	37	37	23	19	24	20
Contig56702_8385	13	11	11	12	10	10	17	14	15	11	16	14	20	21	26	26	13	17
Contig56702_18803	17	14	NA	19	10	10	12	17	12	41	46	16	26	39	41	41	30	28
Contig56702_18807	17	14	NA	18	12	10	13	18	14	29	41	12	24	36	29	38	30	17
Contig56702_18811	17	14	NA	17	10	9	14	15	11	29	39	12	25	35	26	41	19	19
Contig56766_7105	13	4	11	14	11	12	11	10	15	12	14	8	14	16	16	16	10	13
Contig56805_2075	22	NA	20	14	9	10	31	15	25	40	47	11	36	42	46	37	32	16
Contig56805_2114	24	12	28	23	12	NA	34	23	28	44	61	10	38	44	45	42	45	27
Contig56805_2123	32	26	31	22	28	19	34	30	34	51	68	24	47	55	51	58	46	36
Contig56805_2165	30	8	16	11	11	NA	16	28	25	40	53	14	37	46	46	49	37	31
Contig56805_2173	32	10	25	24	8	NA	27	30	24	50	56	14	38	45	47	54	43	34
Contig56805_2285	11	12	24	23	11	15	16	18	18	51	51	12	42	35	45	38	36	28
Contig56805_2318	13	9	29	22	9	8	24	26	28	34	43	5	31	31	42	37	30	28
Contig56821_8706	8	14	19	17	12	NA	14	11	10	17	11	NA	12	16	20	15	13	3
Contig56821_8708	11	15	18	19	15	NA	13	11	13	18	14	NA	11	19	19	20	16	11
Contig5683_16376	18	22	26	22	15	20	22	24	25	23	13	22	32	38	27	34	28	24
Contig56855_15626	21	21	11	21	20	10	21	14	22	38	31	NA	22	26	29	33	26	13
Contig56855_15648	26	26	30	28	11	21	24	31	29	42	36	8	28	37	36	37	42	31
Contig56855_15653	5	15	23	25	3	NA	10	0	30	32	38	6	23	18	0	0	35	0
Contig56855_15662	11	10	17	23	14	NA	15	13	18	33	36	9	32	31	27	32	33	13
Contig56949_9491	26	12	NA	14	12	11	31	10	10	14	13	14	26	31	34	32	13	18
Contig56949_9551	15	11	8	12	9	NA	17	15	14	14	15	12	15	25	24	20	18	10
Contig56956_116	6	8	10	13	15	14	NA	10	29	31	14	14	16	31	10	29	NA	9
Contig56958_10677	10	13	8	7	11	8	12	12	9	10	NA	11	13	13	14	9	16	11
Contig56986_6100	21	26	26	19	21	22	32	20	25	31	30	21	30	39	38	23	21	37
Contig56992_1059	15	12	27	16	11	10	20	13	16	16	34	12	37	26	39	39	24	26
Contig56992_1073	12	10	9	14	10	NA	14	12	14	11	NA	7	24	25	32	17	16	18
Contig57_33821	29	14	17	19	14	17	14	22	25	18	11	14	28	35	30	28	25	19
Contig570079_3022	17	16	16	8	8	13	14	15	11	15	17	7	19	17	22	25	9	14
Contig57019_3513	17	11	10	13	11	11	15	9	16	13	14	15	18	21	24	43	15	17
Contig57030_741	18	7	20	17	13	7	21	10	17	12	21	9	19	18	23	25	17	8
Contig57033_2105	13	12	11	17	10	NA	9	17	17	18	20	17	22	22	22	19	NA	16
Contig57050_3228	6	7	6	6	5	4	7	6	9	7	7	4	11	13	9	10	7	2
Contig57050_3237	4	2	3	6	3	4	6	3	8	5	6	3	8	9	7	13	6	4
Contig57053_9961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Contig57083_4200	14	12	7	21	10	NA	14	17	18	24	37	12	29	28	34	41	25	18
Contig57083_4961	17	13	13	15	13	11	25	12	33	17	NA	16	24	34	17	14	14	13
Contig57113_1859	9	16	10	15	NA	10	11	12	10	11	13	11	18	22	22	26	12	13
Contig5712_1274	18	9	6	11	7	NA	8	6	13	17	20	11	19	10	14	14	23	16
Contig5712_1309	12	0	7	11	8	12	14	13	12	12	14	10	19	1	12	1	18	19
Contig57123_3020	14	18	17	23	13	NA	25	12	25	17	22	15	28	31	36	32	30	29
Contig57123_3039	10	10	13	11	9	NA	8	12	9	12	12	12	25	25	13	30	15	11
Contig57123_3041	11	14	12	10	12	NA	11	11	11	12	14	11	27	25	15	19	16	12
Contig57201_3405	16	14	13	12	10	NA	14	14	21	15	NA	12	15	16	12	14	15	16
