id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig71265_358	18	2.531e-01	-4.698e-01	7.970e-01	5.556e-01	6.312e-01	2.587e-01	7.526e+00	1.531e+01	3.832e+00	1.120e+00
Contig71265_360	18	3.230e-01	-5.803e-01	1.209e+00	6.314e-01	3.037e-01	1.798e-01	6.853e+00	6.489e+00	3.981e+00	1.312e+00
Contig71265_383	18	3.150e-01	-1.620e-01	6.522e-01	8.038e-01	6.724e-01	2.745e-01	3.119e+00	6.194e+00	3.343e+00	9.573e-01
Contig71265_1338	18	2.176e-01	1.910e+00	1.353e+00	1.580e-01	8.525e-01	1.110e-01	1.692e+01	1.907e+01	2.556e+00	1.501e+00
Contig71265_12080	18	2.568e-01	-1.269e-01	9.106e-01	8.892e-01	7.186e-01	2.362e-01	5.939e+00	1.015e+01	1.706e+00	1.085e+00
Contig71265_12084	18	2.157e-01	9.728e-01	1.182e+00	4.104e-01	8.661e-01	1.791e-01	2.526e+01	2.775e+01	4.045e+00	1.576e+00
Contig71265_12090	18	3.105e-01	9.111e-01	1.442e+00	5.276e-01	3.296e-01	2.028e-01	7.801e+00	7.195e+00	4.000e+00	1.432e+00
Contig71265_12092	18	2.643e-01	-1.267e-01	1.411e+00	9.284e-01	4.237e-01	1.704e-01	1.341e+01	7.966e+00	9.557e-01	1.478e+00
Contig7129_26	18	3.349e-01	2.092e-01	7.693e-01	7.857e-01	6.502e-01	2.801e-01	3.286e+00	7.426e+00	3.238e+00	1.039e+00
Contig7129_30	18	2.696e-01	-2.214e-01	5.455e-01	6.848e-01	7.350e-01	2.715e-01	4.271e+00	6.933e+00	-1.129e+00	8.350e-01
Contig7129_35	18	2.018e-01	-2.332e-01	1.660e+00	8.883e-01	7.933e-01	1.451e-01	3.170e+01	2.989e+01	3.489e+00	1.567e+00
Contig7129_49	18	2.672e-01	1.355e-01	6.746e-01	8.408e-01	7.217e-01	2.249e-01	4.122e+00	9.819e+00	1.755e+00	9.816e-01
Contig7129_83	18	2.750e-01	-3.908e-01	6.926e-01	5.726e-01	8.146e-01	1.802e-01	6.774e+00	1.098e+01	2.541e+00	9.667e-01
Contig7129_1630	18	3.878e-01	-1.901e-01	3.508e-01	5.879e-01	5.836e-01	2.884e-01	7.007e-01	1.486e+00	2.148e+00	5.383e-01
Contig7129_1638	18	3.945e-01	-2.744e-01	4.233e-01	5.168e-01	7.446e-01	2.401e-01	1.396e+00	5.048e+00	2.618e+00	6.517e-01
Contig7129_1650	18	3.775e-01	2.359e-01	4.012e-01	5.566e-01	7.055e-01	2.524e-01	1.501e+00	3.178e+00	9.238e-01	5.897e-01
Contig7129_1678	18	3.691e-01	-1.500e-01	4.267e-01	7.251e-01	7.076e-01	2.433e-01	1.637e+00	4.372e+00	1.413e+00	6.280e-01
Contig7129_1737	18	2.448e-01	-3.905e-01	6.843e-01	5.682e-01	6.425e-01	2.231e-01	4.518e+00	1.006e+01	1.827e+00	1.007e+00
Contig7129_1744	18	3.193e-01	3.173e-01	1.608e+00	8.436e-01	3.467e-01	1.826e-01	1.050e+01	9.081e+00	-5.240e+00	1.517e+00
Contig7129_1836	18	2.650e-01	4.747e-01	7.511e-01	5.274e-01	6.728e-01	2.310e-01	4.688e+00	9.088e+00	1.958e+00	9.934e-01
Contig7129_1852	18	2.309e-01	3.540e-01	7.665e-01	6.442e-01	8.455e-01	1.805e-01	1.283e+01	1.846e+01	1.928e+00	1.091e+00
Contig7129_1956	18	3.239e-01	-3.204e-01	8.764e-01	7.146e-01	3.440e-01	1.812e-01	3.682e+00	3.936e+00	3.160e+00	1.106e+00
Contig7129_2063	18	3.257e-01	-1.529e-01	6.211e-01	8.056e-01	5.521e-01	2.488e-01	1.806e+00	2.665e+00	1.650e+00	8.250e-01
Contig71292_3034	18	4.074e-01	5.784e-01	4.005e-01	1.487e-01	7.728e-01	2.076e-01	1.383e+00	2.535e+00	4.753e-01	6.163e-01
Contig71292_3039	18	2.708e-01	8.578e-01	6.747e-01	2.036e-01	8.346e-01	1.723e-01	5.597e+00	9.536e+00	6.332e-01	9.044e-01
Contig71292_3133	18	3.498e-01	4.326e-01	3.784e-01	2.530e-01	7.198e-01	2.627e-01	1.358e+00	2.633e+00	-2.352e-01	5.779e-01
Contig71292_3138	18	4.437e-01	2.175e-01	3.437e-01	5.269e-01	6.585e-01	2.819e-01	7.491e-01	1.334e+00	3.523e-01	5.460e-01
Contig71299_121	18	2.911e-01	-3.370e+00	1.868e+00	7.115e-02	3.945e-01	1.552e-01	1.575e+01	9.731e+00	2.261e+00	1.608e+00
Contig71299_1312	18	3.104e-01	-9.008e-02	6.826e-01	8.950e-01	3.767e-01	1.897e-01	2.341e+00	2.633e+00	2.688e+00	9.080e-01
Contig71299_1328	18	3.459e-01	-3.573e-01	6.339e-01	5.730e-01	5.457e-01	3.030e-01	2.489e+00	4.615e+00	3.345e+00	8.704e-01
Contig71329_2017	18	2.132e-01	-4.335e-01	1.626e+00	7.898e-01	5.910e-01	2.055e-01	2.821e+01	2.391e+01	5.432e+00	2.059e+00
Contig71329_3006	18	2.586e-01	6.548e-01	6.593e-01	3.206e-01	8.792e-01	1.533e-01	6.414e+00	1.012e+01	8.815e-01	8.744e-01
Contig71366_1293	18	2.368e-01	7.414e-01	1.240e+00	5.499e-01	6.020e-01	2.343e-01	1.326e+01	1.498e+01	3.500e+00	1.401e+00
Contig71366_1305	18	3.369e-01	-7.037e-02	5.908e-01	9.052e-01	3.498e-01	1.863e-01	1.740e+00	1.961e+00	5.070e-01	8.230e-01
Contig7140_1135	18	2.586e-01	1.473e+00	9.487e-01	1.204e-01	7.392e-01	2.687e-01	1.063e+01	2.030e+01	2.306e+00	1.080e+00
Contig7140_1163	18	3.340e-01	2.462e-01	5.998e-01	6.815e-01	5.613e-01	2.759e-01	2.025e+00	4.377e+00	1.921e+00	8.194e-01
Contig7140_1252	18	3.001e-01	6.039e-02	6.803e-01	9.293e-01	7.957e-01	2.146e-01	4.290e+00	8.462e+00	2.617e+00	9.304e-01
Contig7140_1256	18	2.514e-01	6.260e-01	8.695e-01	4.715e-01	7.303e-01	2.539e-01	7.787e+00	1.298e+01	2.543e+00	1.102e+00
Contig71414_858	18	2.802e-01	6.844e-01	1.123e+00	5.422e-01	4.566e-01	2.266e-01	5.635e+00	6.841e+00	3.030e+00	1.271e+00
Contig71414_863	18	2.859e-01	7.221e-01	9.459e-01	4.452e-01	4.859e-01	2.632e-01	5.887e+00	8.082e+00	2.768e+00	1.215e+00
Contig71414_918	18	1.941e-01	-1.509e-01	1.077e+00	8.885e-01	6.804e-01	2.086e-01	1.318e+01	1.663e+01	2.831e+00	1.353e+00
Contig71414_940	18	3.170e-01	2.949e-01	5.511e-01	5.926e-01	7.265e-01	2.398e-01	2.542e+00	5.558e+00	1.413e+00	7.813e-01
Contig71414_7350	18	1.833e-01	-1.810e+00	1.740e+00	2.981e-01	8.278e-01	8.699e-02	2.378e+01	2.029e+01	3.156e+00	1.502e+00
Contig71414_7352	18	2.675e-01	-6.316e-01	8.341e-01	4.489e-01	7.487e-01	2.574e-01	6.536e+00	1.193e+01	3.572e+00	1.160e+00
Contig71423_32484	18	2.590e-01	1.031e+00	9.546e-01	2.801e-01	7.246e-01	2.236e-01	8.371e+00	1.499e+01	2.875e+00	1.216e+00
Contig71423_32493	18	2.693e-01	-1.796e+00	1.661e+00	2.794e-01	4.416e-01	1.964e-01	1.543e+01	1.462e+01	5.145e+00	1.596e+00
Contig71423_33137	18	3.070e-01	-2.183e-01	8.709e-01	8.021e-01	3.532e-01	1.899e-01	3.290e+00	3.702e+00	3.143e+00	1.040e+00
Contig71423_33145	18	3.136e-01	7.303e-01	9.832e-01	4.576e-01	4.436e-01	2.653e-01	4.561e+00	8.094e+00	3.093e+00	1.142e+00
Contig71466_1570	18	2.001e-01	2.778e-01	1.902e+00	8.839e-01	9.073e-01	6.644e-02	4.026e+01	3.537e+01	5.128e+00	2.043e+00
Contig71466_1755	18	2.659e-01	-1.997e-01	8.687e-01	8.181e-01	7.659e-01	2.141e-01	7.724e+00	1.484e+01	3.543e+00	1.137e+00
Contig71466_1770	18	2.174e-01	-2.080e-01	1.341e+00	8.767e-01	6.375e-01	2.266e-01	1.551e+01	1.725e+01	4.744e+00	1.478e+00
Contig71473_1125	18	2.145e-01	-2.031e+00	1.460e+00	1.641e-01	7.677e-01	1.951e-01	1.491e+01	1.862e+01	5.385e+00	1.577e+00
Contig71473_1135	18	3.097e-01	1.407e-01	8.839e-01	8.736e-01	4.441e-01	2.402e-01	4.212e+00	6.868e+00	2.878e+00	1.183e+00
Contig71473_1178	18	2.209e-01	-9.340e-01	1.370e+00	4.955e-01	6.769e-01	2.390e-01	2.512e+01	2.935e+01	4.463e+00	1.741e+00
Contig71473_1196	18	2.092e-01	4.382e+00	2.325e+00	5.939e-02	5.249e-01	1.828e-01	2.146e+01	1.876e+01	1.093e+00	1.699e+00
Contig71473_1228	18	2.952e-01	1.198e+00	1.148e+00	2.968e-01	7.292e-01	2.722e-01	8.531e+00	1.708e+01	3.517e+00	1.284e+00
Contig71473_1266	18	2.606e-01	4.126e-01	8.607e-01	6.316e-01	6.681e-01	2.677e-01	5.187e+00	8.821e+00	2.727e+00	1.107e+00
Contig71473_1284	18	2.429e-01	-1.136e+00	9.948e-01	2.536e-01	8.299e-01	1.391e-01	1.011e+01	1.617e+01	4.179e+00	1.222e+00
Contig71473_1295	18	3.029e-01	-3.819e-02	8.665e-01	9.648e-01	6.159e-01	2.635e-01	3.333e+00	5.969e+00	3.640e+00	1.092e+00
Contig71473_1315	18	2.583e-01	1.856e+00	1.785e+00	2.983e-01	4.450e-01	2.051e-01	1.520e+01	1.059e+01	2.385e+00	1.625e+00
Contig71473_1348	18	2.630e-01	-8.328e-01	6.945e-01	2.305e-01	8.538e-01	1.715e-01	5.951e+00	9.652e+00	3.618e+00	9.860e-01
Contig71473_1350	18	3.108e-01	-1.274e+00	1.674e+00	4.466e-01	3.325e-01	1.822e-01	9.541e+00	7.985e+00	5.202e+00	1.475e+00
Contig71473_1354	18	2.810e-01	-9.567e-02	7.022e-01	8.916e-01	4.882e-01	2.328e-01	2.235e+00	3.791e+00	2.626e+00	9.533e-01
Contig71473_1420	18	2.937e-01	1.486e+00	1.497e+00	3.209e-01	4.105e-01	1.767e-01	1.230e+01	8.633e+00	1.467e+00	1.482e+00
Contig71473_1423	18	1.893e-01	1.153e+00	1.766e+00	5.138e-01	5.482e-01	1.665e-01	1.827e+01	1.440e+01	1.399e+00	1.626e+00
Contig71473_1437	18	2.535e-01	3.788e-01	7.141e-01	5.958e-01	7.040e-01	2.424e-01	6.045e+00	1.189e+01	2.302e+00	1.005e+00
Contig71473_7775	18	2.381e-01	-2.088e-01	1.407e+00	8.820e-01	7.135e-01	2.456e-01	1.712e+01	2.212e+01	4.072e+00	1.474e+00
Contig71473_7793	18	2.255e-01	-9.071e-01	1.645e+00	5.813e-01	6.588e-01	2.617e-01	1.875e+01	2.298e+01	4.571e+00	1.485e+00
Contig71473_7869	18	4.519e-01	-4.207e-01	4.034e-01	2.970e-01	7.229e-01	2.619e-01	9.744e-01	2.027e+00	1.727e+00	6.234e-01
Contig71473_7910	18	2.616e-01	-1.640e+00	1.270e+00	1.964e-01	6.587e-01	2.984e-01	9.734e+00	1.377e+01	4.599e+00	1.401e+00
Contig7149_7895	18	3.214e-01	-6.833e-02	5.042e-01	8.922e-01	6.204e-01	2.587e-01	2.312e+00	6.398e+00	2.465e+00	7.782e-01
Contig7149_7906	18	3.333e-01	-3.404e-01	4.400e-01	4.392e-01	6.644e-01	2.999e-01	2.650e+00	8.456e+00	2.422e+00	7.036e-01
Contig71496_9157	18	2.714e-01	-5.873e-01	8.171e-01	4.722e-01	6.931e-01	2.714e-01	4.743e+00	6.380e+00	3.008e+00	1.067e+00
Contig71496_9227	18	4.099e-01	-3.860e-02	2.963e-01	8.963e-01	5.925e-01	3.008e-01	5.561e-01	1.335e+00	1.196e+00	4.598e-01
Contig71496_9233	18	2.575e-01	-1.203e-01	5.878e-01	8.379e-01	8.708e-01	1.393e-01	5.917e+00	8.328e+00	2.875e+00	8.669e-01
Contig71524_26	18	2.445e-01	2.847e-01	1.149e+00	8.043e-01	7.005e-01	2.270e-01	8.081e+00	1.205e+01	3.763e+00	1.310e+00
Contig71524_142	18	3.215e-01	-6.930e-01	9.090e-01	4.459e-01	3.453e-01	1.887e-01	3.911e+00	3.291e+00	2.595e+00	1.137e+00
Contig71598_680	18	2.550e-01	-3.126e-01	7.434e-01	6.741e-01	8.142e-01	2.097e-01	8.584e+00	1.457e+01	3.906e+00	1.072e+00
Contig71598_698	18	2.349e-01	-9.354e-01	1.020e+00	3.593e-01	7.875e-01	2.237e-01	7.978e+00	1.176e+01	4.583e+00	1.198e+00
Contig71598_743	18	2.018e-01	6.005e-02	1.237e+00	9.613e-01	5.576e-01	1.625e-01	1.024e+01	9.033e+00	1.436e+00	1.386e+00
Contig71601_13706	18	2.887e-01	6.481e-01	1.029e+00	5.289e-01	7.579e-01	2.335e-01	7.723e+00	1.221e+01	2.659e+00	1.138e+00
Contig71659_2873	18	2.818e-01	3.647e-01	1.372e+00	7.904e-01	4.120e-01	2.079e-01	1.135e+01	1.351e+01	3.047e+00	1.476e+00
Contig71679_988	18	2.655e-01	1.934e+00	9.579e-01	4.349e-02	5.509e-01	2.600e-01	5.286e+00	9.878e+00	-1.452e-01	1.149e+00
Contig71680_3943	18	2.895e-01	1.613e+00	1.054e+00	1.259e-01	7.191e-01	2.725e-01	1.025e+01	1.549e+01	2.937e+00	1.332e+00
Contig71720_6976	18	2.449e-01	-8.082e-01	1.130e+00	4.743e-01	7.296e-01	2.534e-01	1.525e+01	1.963e+01	4.738e+00	1.414e+00
Contig71726_1533	18	3.171e-01	-9.379e-01	1.166e+00	4.211e-01	4.606e-01	2.578e-01	7.256e+00	1.145e+01	3.993e+00	1.275e+00
Contig71726_1561	18	3.715e-01	-3.519e-01	4.888e-01	4.715e-01	6.596e-01	2.659e-01	1.763e+00	5.992e+00	2.209e+00	7.356e-01
Contig71746_7217	18	3.044e-01	2.362e-01	1.007e+00	8.146e-01	3.723e-01	1.870e-01	4.015e+00	4.532e+00	2.417e+00	1.227e+00
Contig71746_7232	18	3.561e-01	7.506e-01	5.398e-01	1.643e-01	5.127e-01	2.810e-01	1.629e+00	4.959e+00	1.982e+00	7.821e-01
Contig71746_7249	18	3.735e-01	-4.109e-01	5.388e-01	4.457e-01	7.711e-01	2.176e-01	3.132e+00	7.817e+00	3.045e+00	8.424e-01
Contig71746_7255	18	2.139e-01	3.505e-01	1.116e+00	7.534e-01	7.426e-01	2.089e-01	1.554e+01	1.871e+01	2.871e+00	1.371e+00
Contig71746_7334	18	3.231e-01	-1.973e+00	1.017e+00	5.247e-02	3.302e-01	1.689e-01	3.461e+00	3.054e+00	3.761e+00	1.160e+00
Contig71755_4523	18	2.430e-01	-6.202e-01	1.177e+00	5.983e-01	6.646e-01	2.766e-01	1.475e+01	2.194e+01	4.638e+00	1.420e+00
Contig71779_6946	18	3.373e-01	4.058e-01	7.165e-01	5.712e-01	7.664e-01	2.210e-01	4.972e+00	1.010e+01	2.361e+00	9.944e-01
Contig71779_6979	18	3.184e-01	2.426e-02	6.433e-01	9.699e-01	6.063e-01	2.812e-01	3.645e+00	6.935e+00	2.261e+00	9.176e-01
Contig71789_905	18	2.707e-01	3.660e-01	9.502e-01	7.001e-01	7.446e-01	2.311e-01	1.074e+01	1.875e+01	2.851e+00	1.197e+00
Contig71789_915	18	2.875e-01	1.399e-01	7.073e-01	8.432e-01	7.791e-01	2.293e-01	4.549e+00	8.907e+00	2.956e+00	9.446e-01
Contig718_3265	18	2.852e-01	-2.075e+00	1.474e+00	1.594e-01	5.823e-01	2.632e-01	9.468e+00	1.562e+01	4.444e+00	1.353e+00
Contig71818_918	18	2.922e-01	7.915e-01	1.165e+00	4.968e-01	7.250e-01	2.707e-01	6.329e+00	1.029e+01	3.139e+00	1.356e+00
Contig71882_68	18	2.822e-01	1.185e-01	9.768e-01	9.034e-01	6.925e-01	2.259e-01	7.750e+00	1.113e+01	2.894e+00	1.242e+00
Contig71882_77	18	2.765e-01	4.787e-02	1.026e+00	9.628e-01	5.900e-01	2.689e-01	8.541e+00	1.540e+01	2.976e+00	1.261e+00
Contig719_15982	18	3.081e-01	7.973e-02	7.309e-01	9.131e-01	7.732e-01	2.258e-01	5.405e+00	1.326e+01	2.298e+00	1.117e+00
Contig719_15998	18	4.125e-01	-2.656e-01	5.629e-01	6.371e-01	4.786e-01	3.092e-01	1.275e+00	2.394e+00	1.962e+00	7.609e-01
Contig71959_4541	18	3.257e-01	-1.738e-01	7.243e-01	8.104e-01	6.742e-01	2.636e-01	3.071e+00	5.381e+00	2.920e+00	9.614e-01
Contig71959_4756	18	3.106e-01	-9.905e-01	8.295e-01	2.324e-01	6.377e-01	2.410e-01	3.194e+00	5.525e+00	4.214e+00	1.099e+00
Contig7197_6577	18	2.307e-01	-1.190e+00	1.282e+00	3.535e-01	5.046e-01	1.965e-01	1.188e+01	1.438e+01	4.980e+00	1.530e+00
Contig72_4295	18	2.212e-01	-8.660e-01	1.376e+00	5.292e-01	7.659e-01	1.773e-01	1.480e+01	1.671e+01	4.173e+00	1.455e+00
Contig72_4300	18	2.845e-01	-4.453e-01	1.064e+00	6.756e-01	5.147e-01	2.508e-01	4.765e+00	6.935e+00	4.222e+00	1.284e+00
Contig72_4309	18	2.536e-01	-5.394e-01	1.369e+00	6.935e-01	7.975e-01	2.084e-01	1.255e+01	1.831e+01	4.248e+00	1.355e+00
Contig72_4371	18	3.341e-01	-8.893e-01	2.246e+00	6.921e-01	3.219e-01	1.537e-01	3.864e+01	2.106e+01	2.145e+00	2.035e+00
Contig72012_23823	18	2.632e-01	1.055e+00	1.794e+00	5.565e-01	4.528e-01	2.299e-01	1.870e+01	1.897e+01	3.371e+00	1.617e+00
Contig72016_2490	18	3.048e-01	-3.676e-01	9.178e-01	6.887e-01	5.261e-01	3.082e-01	5.926e+00	7.454e+00	3.815e+00	1.201e+00
Contig72023_1024	18	2.701e-01	4.274e-01	1.423e+00	7.640e-01	7.170e-01	2.437e-01	8.533e+00	1.531e+01	3.663e+00	1.397e+00
Contig72023_1048	18	2.833e-01	-6.927e-01	1.104e+00	5.305e-01	4.705e-01	2.368e-01	3.985e+00	4.432e+00	4.056e+00	1.297e+00
Contig7204_513	18	2.871e-01	1.457e-01	9.984e-01	8.840e-01	4.695e-01	2.458e-01	5.515e+00	8.287e+00	3.202e+00	1.228e+00
Contig72056_709	18	3.495e-01	3.451e-01	4.599e-01	4.530e-01	7.209e-01	2.317e-01	2.021e+00	4.291e+00	6.901e-01	6.907e-01
Contig72056_906	18	3.381e-01	-6.222e-01	5.039e-01	2.169e-01	7.155e-01	2.489e-01	2.478e+00	5.024e+00	2.147e+00	6.949e-01
Contig72089_3787	18	2.715e-01	-1.245e-01	7.704e-01	8.717e-01	6.535e-01	2.461e-01	5.639e+00	9.724e+00	1.873e+00	1.019e+00
Contig72089_3792	18	3.064e-01	3.246e-01	8.066e-01	6.874e-01	6.343e-01	2.795e-01	4.836e+00	8.176e+00	2.453e+00	1.089e+00
Contig72092_4065	18	2.870e-01	9.148e-02	7.203e-01	8.989e-01	7.529e-01	1.991e-01	5.570e+00	8.885e+00	2.054e+00	1.030e+00
Contig72092_4079	18	3.047e-01	-2.594e-01	7.651e-01	7.346e-01	7.088e-01	2.537e-01	5.283e+00	1.110e+01	3.249e+00	1.080e+00
Contig72094_2263	18	2.585e-01	6.300e-02	8.233e-01	9.390e-01	7.870e-01	2.352e-01	9.733e+00	1.510e+01	2.172e+00	1.090e+00
Contig72103_1509	18	2.801e-01	9.503e-02	7.089e-01	8.934e-01	5.470e-01	2.382e-01	3.170e+00	4.718e+00	1.479e+00	9.325e-01
Contig72103_1516	18	2.892e-01	8.574e-01	8.390e-01	3.068e-01	7.243e-01	2.486e-01	6.036e+00	1.084e+01	2.212e+00	1.053e+00
Contig72147_5902	18	3.245e-01	5.874e-01	6.509e-01	3.668e-01	7.884e-01	2.052e-01	3.397e+00	6.845e+00	9.530e-01	8.609e-01
Contig72149_6457	18	2.598e-01	-7.564e-01	1.406e+00	5.906e-01	5.770e-01	2.528e-01	1.289e+01	2.041e+01	3.917e+00	1.527e+00
Contig72149_6621	18	3.349e-01	-5.813e-01	8.676e-01	5.029e-01	3.539e-01	2.208e-01	4.009e+00	8.620e+00	2.918e+00	1.121e+00
Contig72165_3852	18	2.955e-01	4.782e+00	2.704e+00	7.700e-02	3.853e-01	1.778e-01	2.271e+01	1.557e+01	-5.050e+00	1.854e+00
Contig72165_3871	18	3.289e-01	4.431e-01	6.111e-01	4.684e-01	7.415e-01	2.575e-01	5.559e+00	1.110e+01	2.879e+00	9.107e-01
Contig72165_3875	18	1.929e-01	-5.330e-01	1.391e+00	7.016e-01	9.075e-01	1.114e-01	4.022e+01	3.111e+01	5.681e+00	1.637e+00
Contig72192_2780	18	2.334e-01	-3.068e-01	7.095e-01	6.655e-01	8.261e-01	1.156e-01	6.944e+00	9.089e+00	1.262e+00	1.011e+00
Contig722_6792	18	1.987e-01	-1.861e+00	1.438e+00	1.958e-01	7.442e-01	1.779e-01	1.831e+01	1.952e+01	4.140e+00	1.511e+00
Contig722_6802	18	2.335e-01	-2.333e+00	1.446e+00	1.065e-01	6.759e-01	2.334e-01	1.521e+01	1.965e+01	6.028e+00	1.540e+00
Contig722_6819	18	3.016e-01	1.199e-01	8.210e-01	8.838e-01	5.539e-01	2.803e-01	5.359e+00	1.055e+01	3.689e+00	1.110e+00
Contig722_6830	18	1.874e-01	-1.102e+00	1.554e+00	4.779e-01	8.586e-01	8.038e-02	3.279e+01	2.772e+01	2.480e+00	1.662e+00
Contig722_6834	18	2.908e-01	-3.052e-01	1.902e+00	8.725e-01	3.968e-01	1.814e-01	1.461e+01	1.285e+01	4.068e+00	1.791e+00
Contig72204_100	18	3.375e-01	2.343e-01	7.762e-01	7.627e-01	6.838e-01	2.636e-01	4.188e+00	8.073e+00	2.234e+00	1.008e+00
Contig72206_6326	18	3.246e-01	-1.212e-01	6.033e-01	8.408e-01	7.329e-01	2.393e-01	4.718e+00	8.860e+00	3.059e+00	8.882e-01
Contig72206_6368	18	2.822e-01	-7.851e-02	1.117e+00	9.440e-01	6.656e-01	2.694e-01	7.539e+00	1.466e+01	4.176e+00	1.264e+00
Contig72206_6440	18	3.051e-01	2.058e-01	8.219e-01	8.023e-01	7.625e-01	2.195e-01	5.450e+00	1.118e+01	3.211e+00	1.103e+00
Contig72206_6443	18	3.219e-01	4.281e-01	7.252e-01	5.550e-01	7.955e-01	2.189e-01	4.328e+00	7.698e+00	2.804e+00	1.043e+00
Contig72218_7251	18	2.425e-01	-1.331e-01	1.399e+00	9.242e-01	7.075e-01	2.551e-01	2.459e+01	2.815e+01	2.439e+00	1.529e+00
Contig72218_7317	18	2.085e-01	-2.453e+00	1.293e+00	5.785e-02	8.627e-01	1.519e-01	2.428e+01	2.614e+01	5.175e+00	1.428e+00
Contig72218_7355	18	2.227e-01	2.379e+00	2.316e+00	3.043e-01	8.412e-01	1.538e-01	2.600e+01	2.700e+01	4.042e+00	1.607e+00
Contig72218_7389	18	3.498e-01	1.235e-01	6.405e-01	8.471e-01	4.039e-01	2.600e-01	1.747e+00	2.680e+00	2.924e+00	8.696e-01
Contig72218_7402	18	3.751e-01	-4.499e-01	6.654e-01	4.989e-01	7.827e-01	2.171e-01	2.620e+00	6.371e+00	3.531e+00	9.535e-01
Contig72218_7428	18	2.650e-01	6.230e-01	8.615e-01	4.696e-01	7.331e-01	2.299e-01	6.784e+00	1.233e+01	3.263e+00	1.172e+00
Contig72247_7956	18	3.764e-01	5.601e-01	7.070e-01	4.282e-01	5.012e-01	2.977e-01	2.036e+00	3.068e+00	2.616e+00	9.463e-01
Contig72247_7963	18	3.598e-01	4.698e-01	6.836e-01	4.919e-01	6.733e-01	2.733e-01	2.384e+00	4.783e+00	2.357e+00	8.813e-01
Contig72247_7967	18	3.022e-01	1.443e+00	7.724e-01	6.179e-02	6.070e-01	2.898e-01	6.583e+00	1.523e+01	1.415e+00	1.061e+00
Contig7225_1742	18	3.200e-01	-9.210e-02	9.076e-01	9.192e-01	4.912e-01	3.034e-01	5.647e+00	8.684e+00	3.712e+00	1.205e+00
Contig7225_1747	18	2.706e-01	-7.335e-01	8.319e-01	3.779e-01	5.866e-01	2.379e-01	4.339e+00	5.031e+00	3.699e+00	1.128e+00
Contig72285_278	18	3.228e-01	-7.200e-01	7.863e-01	3.598e-01	6.599e-01	2.774e-01	4.107e+00	9.635e+00	3.960e+00	1.085e+00
Contig723_12143	18	1.898e-01	-3.326e+00	2.992e+00	2.662e-01	5.928e-01	1.646e-01	2.668e+01	2.165e+01	4.912e+00	1.801e+00
Contig723_12152	18	2.483e-01	-1.091e-01	1.221e+00	9.288e-01	7.129e-01	2.343e-01	1.600e+01	2.226e+01	4.188e+00	1.681e+00
Contig723_12232	18	2.838e-01	2.608e-01	1.156e+00	8.215e-01	7.069e-01	2.270e-01	5.748e+00	9.350e+00	3.566e+00	1.419e+00
Contig72420_9710	18	3.454e-01	-6.849e-02	5.990e-01	9.090e-01	3.921e-01	2.282e-01	1.511e+00	1.851e+00	1.843e+00	8.313e-01
Contig72420_9766	18	2.878e-01	1.247e+00	8.818e-01	1.572e-01	7.798e-01	2.581e-01	9.073e+00	1.586e+01	2.002e+00	1.055e+00
Contig72452_5091	18	2.475e-01	2.498e-01	6.605e-01	7.052e-01	8.208e-01	1.816e-01	6.592e+00	1.125e+01	1.792e+00	9.760e-01
Contig72452_5094	18	2.120e-01	3.875e-01	8.857e-01	6.617e-01	8.998e-01	1.088e-01	1.817e+01	1.987e+01	1.330e+00	1.310e+00
Contig72452_5256	18	1.976e-01	1.206e+00	1.539e+00	4.335e-01	8.008e-01	1.266e-01	3.765e+01	3.669e+01	5.180e+00	2.016e+00
Contig72454_624	18	2.448e-01	9.793e-01	9.282e-01	2.914e-01	8.734e-01	1.409e-01	1.175e+01	1.589e+01	1.626e+00	1.147e+00
Contig725_5568	18	2.785e-01	6.157e-01	7.337e-01	4.014e-01	8.200e-01	1.632e-01	5.720e+00	1.056e+01	1.506e+00	1.010e+00
Contig72505_8972	18	3.689e-01	4.027e-01	5.876e-01	4.932e-01	7.174e-01	2.329e-01	2.254e+00	5.184e+00	1.873e+00	8.042e-01
Contig72505_8979	18	2.273e-01	-1.572e+00	2.485e+00	5.269e-01	8.455e-01	1.181e-01	2.800e+01	2.865e+01	-5.055e+00	1.726e+00
Contig72505_8986	18	3.211e-01	-1.429e-01	6.134e-01	8.158e-01	4.642e-01	2.454e-01	2.152e+00	3.566e+00	1.628e+00	8.678e-01
Contig72505_9202	18	3.230e-01	6.405e-01	7.416e-01	3.877e-01	7.124e-01	2.518e-01	5.209e+00	1.131e+01	1.831e+00	1.022e+00
Contig72505_9207	18	2.325e-01	-1.129e+00	1.619e+00	4.854e-01	7.392e-01	1.937e-01	1.507e+01	1.927e+01	-5.387e+00	1.693e+00
Contig72505_9210	18	4.462e-01	-3.018e-01	4.604e-01	5.120e-01	6.739e-01	2.813e-01	1.171e+00	2.910e+00	2.270e+00	7.207e-01
Contig7258_3937	18	2.287e-01	3.845e-01	9.387e-01	6.821e-01	6.754e-01	2.358e-01	7.064e+00	1.092e+01	2.931e+00	1.235e+00
Contig7258_3963	18	2.032e-01	-4.173e-01	9.039e-01	6.444e-01	9.079e-01	1.293e-01	1.411e+01	1.708e+01	2.938e+00	1.139e+00
