contig_gene,start_gene_2kb,end_gene_2kb,notes_gene,pval.treatment,adj.pval.pop,ID,Parent,Name,Alias,AED,eAED,Note,Ontology_term,Dbxref
Contig54745,1,10298,"ID=OLUR_00020709;Name=OLUR_00020709;Alias=snap_masked-Contig54745-processed-gene-0.0;Note=Similar to ZNF236: Zinc finger protein 236 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",4.161534349975904e-5,5.313634143953661e-4,ID=OLUR_00020709;,NA,Name=OLUR_00020709;,Alias=snap_masked-Contig54745-processed-gene-0.0;,NA,NA,Note=Similar to ZNF236: Zinc finger protein 236 (Homo sapiens OX%3D9606);,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig56453,1643,12473,"ID=OLUR_00016519;Name=OLUR_00016519;Alias=maker-Contig56453-snap-gene-0.4;Note=Similar to Mbd5: Methyl-CpG-binding domain protein 5 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",0.0035840744035754955,0.021860303744188316,ID=OLUR_00016519;,NA,Name=OLUR_00016519;,Alias=maker-Contig56453-snap-gene-0.4;,NA,NA,Note=Similar to Mbd5: Methyl-CpG-binding domain protein 5 (Mus musculus OX%3D10090);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig565,18183,29628,"ID=OLUR_00003136;Name=OLUR_00003136;Alias=snap_masked-Contig565-processed-gene-0.4;Note=Similar to Prdm1: PR domain zinc finger protein 1 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:2.170.270.10,Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,PIRSF:PIRSF013212,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",2.682621122113161e-6,4.999165191890524e-5,ID=OLUR_00003136;,NA,Name=OLUR_00003136;,Alias=snap_masked-Contig565-processed-gene-0.4;,NA,NA,Note=Similar to Prdm1: PR domain zinc finger protein 1 (Mus musculus OX%3D10090);,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:2.170.270.10,Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,PIRSF:PIRSF013212,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig57713,15658,19430,"ID=OLUR_00011764;Name=OLUR_00011764;Alias=maker-Contig57713-snap-gene-0.3;Note=Similar to trpa-1: Transient receptor potential cation channel subfamily A member 1 homolog (Caenorhabditis elegans OX%3D6239);Dbxref=CDD:cd00204,Gene3D:G3DSA:1.25.40.20,InterPro:IPR002110,InterPro:IPR020683,InterPro:IPR036770,Pfam:PF13857,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,SMART:SM00248,SUPERFAMILY:SSF48403;Ontology_term=GO:0005515;",1.616816556666098e-15,1.4589255235486098e-13,ID=OLUR_00011764;,NA,Name=OLUR_00011764;,Alias=maker-Contig57713-snap-gene-0.3;,NA,NA,Note=Similar to trpa-1: Transient receptor potential cation channel subfamily A member 1 homolog (Caenorhabditis elegans OX%3D6239);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00204,Gene3D:G3DSA:1.25.40.20,InterPro:IPR002110,InterPro:IPR020683,InterPro:IPR036770,Pfam:PF13857,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,SMART:SM00248,SUPERFAMILY:SSF48403;"
Contig58,1,24798,"ID=OLUR_00002052;Name=OLUR_00002052;Alias=snap_masked-Contig58-processed-gene-0.0;Note=Protein of unknown function;Dbxref=Coils:Coil,Gene3D:G3DSA:2.120.10.30,Gene3D:G3DSA:3.30.40.200,InterPro:IPR000315,InterPro:IPR011042,MobiDBLite:mobidb-lite,Pfam:PF00643,ProSiteProfiles:PS50119,SUPERFAMILY:SSF57845,SUPERFAMILY:SSF63829;Ontology_term=GO:0005622,GO:0008270;",2.8648491539760264e-16,3.142703572791385e-14,ID=OLUR_00002052;,NA,Name=OLUR_00002052;,Alias=snap_masked-Contig58-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,"Ontology_term=GO:0005622,GO:0008270;","Dbxref=Coils:Coil,Gene3D:G3DSA:2.120.10.30,Gene3D:G3DSA:3.30.40.200,InterPro:IPR000315,InterPro:IPR011042,MobiDBLite:mobidb-lite,Pfam:PF00643,ProSiteProfiles:PS50119,SUPERFAMILY:SSF57845,SUPERFAMILY:SSF63829;"
Contig58026,1,8558,ID=OLUR_00022736;Name=OLUR_00022736;Alias=snap_masked-Contig58026-processed-gene-0.0;Note=Protein of unknown function;,8.36029143752728e-4,0.007041837258612191,ID=OLUR_00022736;,NA,Name=OLUR_00022736;,Alias=snap_masked-Contig58026-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig58063,1,3624,"ID=OLUR_00021262;Name=OLUR_00021262;Alias=snap_masked-Contig58063-processed-gene-0.0;Note=Similar to C7orf26: Uncharacterized protein C7orf26 (Homo sapiens OX%3D9606);Dbxref=InterPro:IPR027844,Pfam:PF14964;",1.3761254252276213e-4,0.00155403289786633,ID=OLUR_00021262;,NA,Name=OLUR_00021262;,Alias=snap_masked-Contig58063-processed-gene-0.0;,NA,NA,Note=Similar to C7orf26: Uncharacterized protein C7orf26 (Homo sapiens OX%3D9606);,NA,"Dbxref=InterPro:IPR027844,Pfam:PF14964;"
Contig58140,602,6206,"ID=OLUR_00023446;Name=OLUR_00023446;Alias=snap_masked-Contig58140-processed-gene-0.0;Note=Similar to PSMD3: 26S proteasome non-ATPase regulatory subunit 3 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.40.570,InterPro:IPR000717,InterPro:IPR013026,InterPro:IPR013586,InterPro:IPR019734,InterPro:IPR036390,MobiDBLite:mobidb-lite,Pfam:PF01399,Pfam:PF08375,ProSiteProfiles:PS50005,ProSiteProfiles:PS50250,ProSiteProfiles:PS50293,SMART:SM00088,SMART:SM00753,SUPERFAMILY:SSF46785;Ontology_term=GO:0000502,GO:0005515,GO:0030234,GO:0042176;",9.406011034113704e-4,0.00771923246703004,ID=OLUR_00023446;,NA,Name=OLUR_00023446;,Alias=snap_masked-Contig58140-processed-gene-0.0;,NA,NA,Note=Similar to PSMD3: 26S proteasome non-ATPase regulatory subunit 3 (Homo sapiens OX%3D9606);,"Ontology_term=GO:0000502,GO:0005515,GO:0030234,GO:0042176;","Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.40.570,InterPro:IPR000717,InterPro:IPR013026,InterPro:IPR013586,InterPro:IPR019734,InterPro:IPR036390,MobiDBLite:mobidb-lite,Pfam:PF01399,Pfam:PF08375,ProSiteProfiles:PS50005,ProSiteProfiles:PS50250,ProSiteProfiles:PS50293,SMART:SM00088,SMART:SM00753,SUPERFAMILY:SSF46785;"
Contig58479,956,12381,ID=OLUR_00016278;Name=OLUR_00016278;Alias=maker-Contig58479-snap-gene-0.3;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,1.4697963117322038e-7,3.47354494272652e-6,ID=OLUR_00016278;,NA,Name=OLUR_00016278;,Alias=maker-Contig58479-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig58807,1,7121,"ID=OLUR_00024941;Name=OLUR_00024941;Alias=maker-Contig58807-snap-gene-0.1;Note=Similar to Adgrv1: Adhesion G-protein coupled receptor V1 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:2.60.40.2030,InterPro:IPR003644,InterPro:IPR038081,Pfam:PF03160,SMART:SM00237,SUPERFAMILY:SSF141072;Ontology_term=GO:0007154,GO:0016021;",5.028685105409759e-6,8.25378349894888e-5,ID=OLUR_00024941;,NA,Name=OLUR_00024941;,Alias=maker-Contig58807-snap-gene-0.1;,NA,NA,Note=Similar to Adgrv1: Adhesion G-protein coupled receptor V1 (Mus musculus OX%3D10090);,"Ontology_term=GO:0007154,GO:0016021;","Dbxref=Gene3D:G3DSA:2.60.40.2030,InterPro:IPR003644,InterPro:IPR038081,Pfam:PF03160,SMART:SM00237,SUPERFAMILY:SSF141072;"
Contig60274,1046,11550,"ID=OLUR_00019214;Name=OLUR_00019214;Alias=maker-Contig60274-snap-gene-0.1;Note=Similar to RNF169: E3 ubiquitin-protein ligase RNF169 (Bos taurus OX%3D9913);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",9.817664222746847e-12,4.747469989148277e-10,ID=OLUR_00019214;,NA,Name=OLUR_00019214;,Alias=maker-Contig60274-snap-gene-0.1;,NA,NA,Note=Similar to RNF169: E3 ubiquitin-protein ligase RNF169 (Bos taurus OX%3D9913);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig60405,1,4761,"ID=OLUR_00028105;Name=OLUR_00028105;Alias=maker-Contig60405-snap-gene-0.1;Note=Similar to APLF: Aprataxin and PNK-like factor (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,InterPro:IPR019406,MobiDBLite:mobidb-lite,Pfam:PF10283;",3.199916622752963e-4,0.0031445495618902266,ID=OLUR_00028105;,NA,Name=OLUR_00028105;,Alias=maker-Contig60405-snap-gene-0.1;,NA,NA,Note=Similar to APLF: Aprataxin and PNK-like factor (Homo sapiens OX%3D9606);,NA,"Dbxref=Coils:Coil,InterPro:IPR019406,MobiDBLite:mobidb-lite,Pfam:PF10283;"
Contig60548,6334,19864,"ID=OLUR_00011015;Name=OLUR_00011015;Alias=maker-Contig60548-snap-gene-0.3;Note=Similar to Amot: Angiomotin (Mus musculus OX%3D10090);Dbxref=Coils:Coil,InterPro:IPR009114,InterPro:IPR024646,MobiDBLite:mobidb-lite,PRINTS:PR01807,Pfam:PF12240;",2.910088094218619e-4,0.0029500239908228014,ID=OLUR_00011015;,NA,Name=OLUR_00011015;,Alias=maker-Contig60548-snap-gene-0.3;,NA,NA,Note=Similar to Amot: Angiomotin (Mus musculus OX%3D10090);,NA,"Dbxref=Coils:Coil,InterPro:IPR009114,InterPro:IPR024646,MobiDBLite:mobidb-lite,PRINTS:PR01807,Pfam:PF12240;"
Contig60796,1,7474,ID=OLUR_00010852;Name=OLUR_00010852;Alias=maker-Contig60796-snap-gene-0.7;Note=Protein of unknown function;,1.477132154036464e-5,2.229942747492431e-4,ID=OLUR_00010852;,NA,Name=OLUR_00010852;,Alias=maker-Contig60796-snap-gene-0.7;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig60846,1,5669,ID=OLUR_00026923;Name=OLUR_00026923;Alias=maker-Contig60846-snap-gene-0.1;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,6.591472926422133e-9,2.0787389284179765e-7,ID=OLUR_00026923;,NA,Name=OLUR_00026923;,Alias=maker-Contig60846-snap-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig60935,1,4139,"ID=OLUR_00028914;Name=OLUR_00028914;Alias=maker-Contig60935-snap-gene-0.1;Note=Similar to Nalcn: Sodium leak channel non-selective protein (Rattus norvegicus OX%3D10116);Dbxref=Gene3D:G3DSA:1.20.120.350,InterPro:IPR005821,InterPro:IPR027359,Pfam:PF00520;Ontology_term=GO:0005216,GO:0006811,GO:0016020,GO:0055085;",1.457670246126656e-6,3.034238760673577e-5,ID=OLUR_00028914;,NA,Name=OLUR_00028914;,Alias=maker-Contig60935-snap-gene-0.1;,NA,NA,Note=Similar to Nalcn: Sodium leak channel non-selective protein (Rattus norvegicus OX%3D10116);,"Ontology_term=GO:0005216,GO:0006811,GO:0016020,GO:0055085;","Dbxref=Gene3D:G3DSA:1.20.120.350,InterPro:IPR005821,InterPro:IPR027359,Pfam:PF00520;"
Contig61840,763,5386,"ID=OLUR_00024344;Name=OLUR_00024344;Alias=maker-Contig61840-snap-gene-0.2;Note=Similar to SPTAN1: Spectrin alpha chain%2C non-erythrocytic 1 (Homo sapiens OX%3D9606);Dbxref=CDD:cd00176,Coils:Coil,Gene3D:G3DSA:1.20.58.1940,InterPro:IPR002017,InterPro:IPR018159,Pfam:PF00435,SMART:SM00150,SUPERFAMILY:SSF46966;Ontology_term=GO:0005515;",6.310093470551082e-13,4.741117639885373e-11,ID=OLUR_00024344;,NA,Name=OLUR_00024344;,Alias=maker-Contig61840-snap-gene-0.2;,NA,NA,Note=Similar to SPTAN1: Spectrin alpha chain%2C non-erythrocytic 1 (Homo sapiens OX%3D9606);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00176,Coils:Coil,Gene3D:G3DSA:1.20.58.1940,InterPro:IPR002017,InterPro:IPR018159,Pfam:PF00435,SMART:SM00150,SUPERFAMILY:SSF46966;"
Contig61840,1,4504,"ID=OLUR_00024343;Name=OLUR_00024343;Alias=maker-Contig61840-snap-gene-0.1;Note=Similar to alpha-Spec: Spectrin alpha chain (Drosophila melanogaster OX%3D7227);Dbxref=CDD:cd00176,Gene3D:G3DSA:1.20.58.60,InterPro:IPR002017,InterPro:IPR018159,Pfam:PF00435,SMART:SM00150,SUPERFAMILY:SSF46966;Ontology_term=GO:0005515;",6.310093470551082e-13,4.741117639885373e-11,ID=OLUR_00024343;,NA,Name=OLUR_00024343;,Alias=maker-Contig61840-snap-gene-0.1;,NA,NA,Note=Similar to alpha-Spec: Spectrin alpha chain (Drosophila melanogaster OX%3D7227);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00176,Gene3D:G3DSA:1.20.58.60,InterPro:IPR002017,InterPro:IPR018159,Pfam:PF00435,SMART:SM00150,SUPERFAMILY:SSF46966;"
Contig61862,12144,25186,"ID=OLUR_00008283;Name=OLUR_00008283;Alias=maker-Contig61862-snap-gene-0.3;Note=Similar to FRMD6: FERM domain-containing protein 6 (Homo sapiens OX%3D9606);Dbxref=CDD:cd13185,CDD:cd14473,Gene3D:G3DSA:1.20.80.10,Gene3D:G3DSA:2.30.29.30,Gene3D:G3DSA:3.10.20.90,InterPro:IPR000299,InterPro:IPR011993,InterPro:IPR014352,InterPro:IPR018979,InterPro:IPR018980,InterPro:IPR019748,InterPro:IPR019749,InterPro:IPR029071,InterPro:IPR035963,MobiDBLite:mobidb-lite,PRINTS:PR00935,Pfam:PF00373,Pfam:PF09379,Pfam:PF09380,ProSiteProfiles:PS50057,SMART:SM00295,SMART:SM01196,SUPERFAMILY:SSF47031,SUPERFAMILY:SSF50729,SUPERFAMILY:SSF54236;Ontology_term=GO:0005856;",0.008239748589369097,0.04051979625734336,ID=OLUR_00008283;,NA,Name=OLUR_00008283;,Alias=maker-Contig61862-snap-gene-0.3;,NA,NA,Note=Similar to FRMD6: FERM domain-containing protein 6 (Homo sapiens OX%3D9606);,Ontology_term=GO:0005856;,"Dbxref=CDD:cd13185,CDD:cd14473,Gene3D:G3DSA:1.20.80.10,Gene3D:G3DSA:2.30.29.30,Gene3D:G3DSA:3.10.20.90,InterPro:IPR000299,InterPro:IPR011993,InterPro:IPR014352,InterPro:IPR018979,InterPro:IPR018980,InterPro:IPR019748,InterPro:IPR019749,InterPro:IPR029071,InterPro:IPR035963,MobiDBLite:mobidb-lite,PRINTS:PR00935,Pfam:PF00373,Pfam:PF09379,Pfam:PF09380,ProSiteProfiles:PS50057,SMART:SM00295,SMART:SM01196,SUPERFAMILY:SSF47031,SUPERFAMILY:SSF50729,SUPERFAMILY:SSF54236;"
Contig61889,1,9407,ID=OLUR_00007421;Name=OLUR_00007421;Alias=maker-Contig61889-snap-gene-0.3;Note=Similar to Rims2: Regulating synaptic membrane exocytosis protein 2 (Rattus norvegicus OX%3D10116);Dbxref=MobiDBLite:mobidb-lite;,0.009304772785804471,0.04516327194771103,ID=OLUR_00007421;,NA,Name=OLUR_00007421;,Alias=maker-Contig61889-snap-gene-0.3;,NA,NA,Note=Similar to Rims2: Regulating synaptic membrane exocytosis protein 2 (Rattus norvegicus OX%3D10116);,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig62898,1,6160,"ID=OLUR_00025497;Name=OLUR_00025497;Alias=maker-Contig62898-snap-gene-0.1;Note=Similar to Suclg1: Succinate--CoA ligase [ADP/GDP-forming] subunit alpha%2C mitochondrial (Rattus norvegicus OX%3D10116);Dbxref=Gene3D:G3DSA:3.40.50.261,Gene3D:G3DSA:3.40.50.720,InterPro:IPR003781,InterPro:IPR005810,InterPro:IPR005811,InterPro:IPR016102,InterPro:IPR033847,InterPro:IPR036291,PRINTS:PR01798,Pfam:PF00549,Pfam:PF02629,ProSitePatterns:PS01216,SMART:SM00881,SUPERFAMILY:SSF51735,SUPERFAMILY:SSF52210,TIGRFAM:TIGR01019;Ontology_term=GO:0003824,GO:0048037;",7.567276176997469e-14,5.996271488319129e-12,ID=OLUR_00025497;,NA,Name=OLUR_00025497;,Alias=maker-Contig62898-snap-gene-0.1;,NA,NA,Note=Similar to Suclg1: Succinate--CoA ligase [ADP/GDP-forming] subunit alpha%2C mitochondrial (Rattus norvegicus OX%3D10116);,"Ontology_term=GO:0003824,GO:0048037;","Dbxref=Gene3D:G3DSA:3.40.50.261,Gene3D:G3DSA:3.40.50.720,InterPro:IPR003781,InterPro:IPR005810,InterPro:IPR005811,InterPro:IPR016102,InterPro:IPR033847,InterPro:IPR036291,PRINTS:PR01798,Pfam:PF00549,Pfam:PF02629,ProSitePatterns:PS01216,SMART:SM00881,SUPERFAMILY:SSF51735,SUPERFAMILY:SSF52210,TIGRFAM:TIGR01019;"
Contig63171,1,7720,"ID=OLUR_00024106;Name=OLUR_00024106;Alias=maker-Contig63171-snap-gene-0.3;Note=Similar to Ttn: Titin (Mus musculus OX%3D10090);Dbxref=CDD:cd00063,Coils:Coil,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003961,InterPro:IPR013783,InterPro:IPR036116,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50853,SMART:SM00060,SUPERFAMILY:SSF49265;Ontology_term=GO:0005515;",2.7008672033699025e-4,0.0028063721536282643,ID=OLUR_00024106;,NA,Name=OLUR_00024106;,Alias=maker-Contig63171-snap-gene-0.3;,NA,NA,Note=Similar to Ttn: Titin (Mus musculus OX%3D10090);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00063,Coils:Coil,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003961,InterPro:IPR013783,InterPro:IPR036116,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50853,SMART:SM00060,SUPERFAMILY:SSF49265;"
Contig64890,18498,27987,"ID=OLUR_00006711;Name=OLUR_00006711;Alias=maker-Contig64890-snap-gene-0.5;Note=Similar to WDR27: WD repeat-containing protein 27 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR036322,MobiDBLite:mobidb-lite,Pfam:PF00400,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00320,SUPERFAMILY:SSF50978;Ontology_term=GO:0005515;",0.00233610904106644,0.01554988085971201,ID=OLUR_00006711;,NA,Name=OLUR_00006711;,Alias=maker-Contig64890-snap-gene-0.5;,NA,NA,Note=Similar to WDR27: WD repeat-containing protein 27 (Homo sapiens OX%3D9606);,Ontology_term=GO:0005515;,"Dbxref=Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR036322,MobiDBLite:mobidb-lite,Pfam:PF00400,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00320,SUPERFAMILY:SSF50978;"
Contig650,7752,24388,"ID=OLUR_00007914;Name=OLUR_00007914;Alias=maker-Contig650-snap-gene-0.2;Note=Similar to Thsd4: Thrombospondin type-1 domain-containing protein 4 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:2.20.100.10,InterPro:IPR000884,InterPro:IPR010909,InterPro:IPR036383,Pfam:PF00090,Pfam:PF08686,ProSiteProfiles:PS50092,ProSiteProfiles:PS50900,SMART:SM00209,SUPERFAMILY:SSF82895;Ontology_term=GO:0008233;",0.001356728942137528,0.01023871593428237,ID=OLUR_00007914;,NA,Name=OLUR_00007914;,Alias=maker-Contig650-snap-gene-0.2;,NA,NA,Note=Similar to Thsd4: Thrombospondin type-1 domain-containing protein 4 (Mus musculus OX%3D10090);,Ontology_term=GO:0008233;,"Dbxref=Gene3D:G3DSA:2.20.100.10,InterPro:IPR000884,InterPro:IPR010909,InterPro:IPR036383,Pfam:PF00090,Pfam:PF08686,ProSiteProfiles:PS50092,ProSiteProfiles:PS50900,SMART:SM00209,SUPERFAMILY:SSF82895;"
Contig65075,1,8612,ID=OLUR_00022861;Name=OLUR_00022861;Alias=maker-Contig65075-snap-gene-0.1;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,4.135594298568118e-4,0.003874474559200007,ID=OLUR_00022861;,NA,Name=OLUR_00022861;,Alias=maker-Contig65075-snap-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig65079,1,18679,"ID=OLUR_00012322;Name=OLUR_00012322;Alias=maker-Contig65079-snap-gene-0.3;Note=Similar to marf1: Meiosis regulator and mRNA stability factor 1 (Xenopus tropicalis OX%3D8364);Dbxref=CDD:cd08824,Gene3D:G3DSA:1.10.10.1880,Gene3D:G3DSA:3.30.70.330,InterPro:IPR012677,InterPro:IPR025605,InterPro:IPR035979,MobiDBLite:mobidb-lite,Pfam:PF12872,ProSiteProfiles:PS51644,SUPERFAMILY:SSF54928;Ontology_term=GO:0003676;",0.00401273637122718,0.024085358123798025,ID=OLUR_00012322;,NA,Name=OLUR_00012322;,Alias=maker-Contig65079-snap-gene-0.3;,NA,NA,Note=Similar to marf1: Meiosis regulator and mRNA stability factor 1 (Xenopus tropicalis OX%3D8364);,Ontology_term=GO:0003676;,"Dbxref=CDD:cd08824,Gene3D:G3DSA:1.10.10.1880,Gene3D:G3DSA:3.30.70.330,InterPro:IPR012677,InterPro:IPR025605,InterPro:IPR035979,MobiDBLite:mobidb-lite,Pfam:PF12872,ProSiteProfiles:PS51644,SUPERFAMILY:SSF54928;"
Contig6557,7290,13085,"ID=OLUR_00017476;Name=OLUR_00017476;Alias=maker-Contig6557-snap-gene-0.2;Note=Similar to Huwe1: E3 ubiquitin-protein ligase HUWE1 (Mus musculus OX%3D10090);Dbxref=InterPro:IPR010314,MobiDBLite:mobidb-lite,Pfam:PF06025;",8.24143746039633e-4,0.006963497717993476,ID=OLUR_00017476;,NA,Name=OLUR_00017476;,Alias=maker-Contig6557-snap-gene-0.2;,NA,NA,Note=Similar to Huwe1: E3 ubiquitin-protein ligase HUWE1 (Mus musculus OX%3D10090);,NA,"Dbxref=InterPro:IPR010314,MobiDBLite:mobidb-lite,Pfam:PF06025;"
Contig6557,9745,13085,ID=OLUR_00017477;Name=OLUR_00017477;Alias=maker-Contig6557-snap-gene-0.3;Note=Similar to HUWE1: E3 ubiquitin-protein ligase HUWE1 (Homo sapiens OX%3D9606);Dbxref=MobiDBLite:mobidb-lite;,5.0669287636281694e-5,6.229283543237527e-4,ID=OLUR_00017477;,NA,Name=OLUR_00017477;,Alias=maker-Contig6557-snap-gene-0.3;,NA,NA,Note=Similar to HUWE1: E3 ubiquitin-protein ligase HUWE1 (Homo sapiens OX%3D9606);,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig66008,1,8047,"ID=OLUR_00023646;Name=OLUR_00023646;Alias=maker-Contig66008-snap-gene-0.1;Note=Similar to Gabpb1: GA-binding protein subunit beta-1 (Mus musculus OX%3D10090);Dbxref=CDD:cd00204,Coils:Coil,InterPro:IPR002110,InterPro:IPR020683,InterPro:IPR036770,MobiDBLite:mobidb-lite,PRINTS:PR01415,Pfam:PF00023,Pfam:PF12796,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,SMART:SM00248,SUPERFAMILY:SSF48403;Ontology_term=GO:0005515;",0.0077735189734889736,0.03890642901086059,ID=OLUR_00023646;,NA,Name=OLUR_00023646;,Alias=maker-Contig66008-snap-gene-0.1;,NA,NA,Note=Similar to Gabpb1: GA-binding protein subunit beta-1 (Mus musculus OX%3D10090);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00204,Coils:Coil,InterPro:IPR002110,InterPro:IPR020683,InterPro:IPR036770,MobiDBLite:mobidb-lite,PRINTS:PR01415,Pfam:PF00023,Pfam:PF12796,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,SMART:SM00248,SUPERFAMILY:SSF48403;"
Contig664,1,8127,"ID=OLUR_00006730;Name=OLUR_00006730;Alias=snap_masked-Contig664-processed-gene-0.4;Note=Similar to Heat shock 70 kDa protein cognate 4 (Manduca sexta OX%3D7130);Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.1270.10,Gene3D:G3DSA:2.60.34.10,Gene3D:G3DSA:3.30.420.40,Gene3D:G3DSA:3.90.640.10,InterPro:IPR013126,InterPro:IPR018181,InterPro:IPR018247,InterPro:IPR029047,InterPro:IPR029048,MobiDBLite:mobidb-lite,Pfam:PF00012,ProSitePatterns:PS00018,ProSitePatterns:PS00329,SUPERFAMILY:SSF100920,SUPERFAMILY:SSF100934,SUPERFAMILY:SSF53067;",0.0026209432632027987,0.017222428223254906,ID=OLUR_00006730;,NA,Name=OLUR_00006730;,Alias=snap_masked-Contig664-processed-gene-0.4;,NA,NA,Note=Similar to Heat shock 70 kDa protein cognate 4 (Manduca sexta OX%3D7130);,NA,"Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.1270.10,Gene3D:G3DSA:2.60.34.10,Gene3D:G3DSA:3.30.420.40,Gene3D:G3DSA:3.90.640.10,InterPro:IPR013126,InterPro:IPR018181,InterPro:IPR018247,InterPro:IPR029047,InterPro:IPR029048,MobiDBLite:mobidb-lite,Pfam:PF00012,ProSitePatterns:PS00018,ProSitePatterns:PS00329,SUPERFAMILY:SSF100920,SUPERFAMILY:SSF100934,SUPERFAMILY:SSF53067;"
Contig66689,1,12199,"ID=OLUR_00018184;Name=OLUR_00018184;Alias=maker-Contig66689-snap-gene-0.1;Note=Similar to sf3b1: Splicing factor 3B subunit 1 (Xenopus laevis OX%3D8355);Dbxref=Coils:Coil,InterPro:IPR015016,MobiDBLite:mobidb-lite,Pfam:PF08920;",0.006137450268867878,0.033241290815789575,ID=OLUR_00018184;,NA,Name=OLUR_00018184;,Alias=maker-Contig66689-snap-gene-0.1;,NA,NA,Note=Similar to sf3b1: Splicing factor 3B subunit 1 (Xenopus laevis OX%3D8355);,NA,"Dbxref=Coils:Coil,InterPro:IPR015016,MobiDBLite:mobidb-lite,Pfam:PF08920;"
